ItemCompraID,CompraID,IsqueiroID,Quantidade,PrecoUnitario,Desconto,SubTotal,MarcaID,CategoriaID,Modelo,Cor,Material,TipoCombustivel,CapacidadeML,Peso,PrecoSugerido,NomeMarca,NomeCategoria
22044,4281,64,1,91.26,6.74,85.109076,5,5,Modelo 64,Azul violeta,Aço Inoxidável,Butano,6.23,74.82,48.02,Djeep,Industrial
22045,36847,60,3,55.21,14.71,141.265827,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
22046,43986,92,1,49.95,13.61,43.151805,19,2,Modelo 92,Turquesa,Metal,Butano,49.07,64.7,44.21,Burner,Recarregável
22047,1903,39,4,62.09,12.54,217.215656,9,5,Modelo 39,Prata,Metal,Gasolina,16.82,40.85,49.79,Firebird,Industrial
22048,3477,32,1,47.66,13.66,41.149644,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
22049,32163,14,1,71.64,1.19,70.78748399999999,11,1,Modelo 14,Cinza claro,Aço Inoxidável,Butano,12.6,73.46,86.36,Ignite,Descartável
22050,1256,53,1,38.65,10.97,34.410095,5,5,Modelo 53,Renda antiga,Plástico,Gasolina,42.1,15.92,58.16,Djeep,Industrial
22051,47373,67,3,35.7,7.4,99.1746,13,3,Modelo 67,Lavanda,Metal,Butano,19.71,93.84,40.5,Flicker,Premium
22052,29151,36,2,81.84,16.59,136.52548800000002,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
22053,12572,97,1,85.11,16.22,71.30515799999999,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
22054,10790,15,2,22.99,2.61,44.779922,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
22055,19019,67,1,49.72,14.49,42.515572,13,3,Modelo 67,Lavanda,Metal,Butano,19.71,93.84,40.5,Flicker,Premium
22056,20727,74,3,28.51,8.89,77.926383,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
22057,35088,56,2,56.19,12.18,98.692116,13,4,Modelo 56,Verde mar escuro,Aço Inoxidável,Gasolina,20.89,27.78,99.73,Flicker,Decorativo
22058,4576,38,2,40.86,2.86,79.382808,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
22059,15509,92,1,86.65,18.08,70.98368,19,2,Modelo 92,Turquesa,Metal,Butano,49.07,64.7,44.21,Burner,Recarregável
22060,44207,38,1,62.74,18.45,51.16447,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
22061,23700,55,1,6.08,7.16,5.644672,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
22062,33421,8,3,85.12,8.7,233.14368,18,5,Modelo 8,Chocolate,Metal,Butano,49.41,96.15,95.73,LightUp,Industrial
22063,38645,56,2,97.17,16.49,162.293334,13,4,Modelo 56,Verde mar escuro,Aço Inoxidável,Gasolina,20.89,27.78,99.73,Flicker,Decorativo
22064,47721,63,4,66.34,16.35,221.97364,6,4,Modelo 63,Neve,Plástico,Outro,8.61,92.39,76.03,Flamme,Decorativo
22065,16834,57,1,94.9,18.65,77.20115,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
22066,25341,51,1,7.87,10.07,7.077491,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
22067,16070,50,2,87.07,16.2,145.92932,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
22068,44238,36,3,62.33,14.61,159.670761,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
22069,12255,36,1,41.77,8.97,38.023231,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
22070,30113,10,3,82.32,3.2,239.05728,17,3,Modelo 10,Água-marinha,Plástico,Butano,36.79,47.66,82.03,Scorch,Premium
22071,3250,88,2,13.18,13.41,22.825124,3,4,Modelo 88,Rosa profundo,Metal,Butano,10.32,40.28,86.75,Clipper,Decorativo
22072,11144,11,1,71.28,12.29,62.519688,1,2,Modelo 11,Triássico,Plástico,Butano,48.16,77.28,55.88,Bic,Recarregável
22073,17291,50,1,5.79,3.49,5.587929,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
22074,43718,80,1,69.02,15.87,58.066526,14,2,Modelo 80,Verde espectro,Plástico,Outro,8.76,44.37,5.9,Glow,Recarregável
22075,24818,38,3,40.99,9.86,110.845158,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
22076,35086,65,2,62.68,5.39,118.603096,18,2,Modelo 65,Renda antiga,Aço Inoxidável,Butano,9.95,21.34,48.18,LightUp,Recarregável
22077,9711,88,4,11.55,14.92,39.30696,3,4,Modelo 88,Rosa profundo,Metal,Butano,10.32,40.28,86.75,Clipper,Decorativo
22078,34240,43,2,57.34,9.58,103.693656,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
22079,32364,49,3,60.54,7.05,168.81579,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
22080,37414,46,2,73.82,18.57,120.223252,12,3,Modelo 46,Azul céu profundo,Aço Inoxidável,Butano,9.4,45.96,59.09,Blaze,Premium
22081,4917,40,1,40.82,13.13,35.460334,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
22082,40296,14,2,58.16,19.68,93.428224,11,1,Modelo 14,Cinza claro,Aço Inoxidável,Butano,12.6,73.46,86.36,Ignite,Descartável
22083,16818,78,1,34.96,4.89,33.250456,19,2,Modelo 78,Mostarda,Metal,Gasolina,40.39,12.04,94.83,Burner,Recarregável
22084,17453,49,1,32.4,11.36,28.71936,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
22085,578,73,2,72.24,3.65,139.20648,18,3,Modelo 73,Vermelho enegrecido,Plástico,Butano,16.38,79.45,10.21,LightUp,Premium
22086,5733,40,1,14.65,17.52,12.08332,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
22087,32722,8,1,82.07,8.9,74.76577,18,5,Modelo 8,Chocolate,Metal,Butano,49.41,96.15,95.73,LightUp,Industrial
22088,3124,72,1,75.25,18.38,61.419050000000006,3,5,Modelo 72,Eminência,Aço Inoxidável,Butano,45.54,62.67,80.34,Clipper,Industrial
22089,13181,55,1,99.59,15.14,84.512074,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
22090,9461,33,2,33.41,1.6,65.75088,11,2,Modelo 33,Vermelho violeta médio,Plástico,Butano,5.26,56.84,25.59,Ignite,Recarregável
22091,28784,84,1,30.6,3.5,29.529,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
22092,2229,6,2,97.32,17.24,161.08406399999998,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
22093,3863,81,1,99.0,12.15,86.9715,15,2,Modelo 81,Azul cadete,Plástico,Butano,26.95,32.48,18.05,Ember,Recarregável
22094,41731,6,2,43.66,15.57,73.724276,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
22095,42063,97,1,11.97,2.0,11.7306,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
22096,5649,64,2,89.69,2.56,174.787872,5,5,Modelo 64,Azul violeta,Aço Inoxidável,Butano,6.23,74.82,48.02,Djeep,Industrial
22097,40141,95,3,14.51,11.33,38.598051000000005,7,3,Modelo 95,Rosa Choque,Metal,Gasolina,6.91,52.54,60.34,Luminos,Premium
22098,28431,4,1,5.22,0.14,5.212692,14,1,Modelo 4,Branco,Aço Inoxidável,Gasolina,41.03,40.13,93.24,Glow,Descartável
22099,23586,56,1,96.57,2.58,94.078494,13,4,Modelo 56,Verde mar escuro,Aço Inoxidável,Gasolina,20.89,27.78,99.73,Flicker,Decorativo
22100,32949,72,1,66.81,10.5,59.79495,3,5,Modelo 72,Eminência,Aço Inoxidável,Butano,45.54,62.67,80.34,Clipper,Industrial
22101,15490,7,1,26.44,5.78,24.911768,4,5,Modelo 7,Verde espectro,Aço Inoxidável,Outro,16.41,67.89,14.69,Cricket,Industrial
22102,38799,53,2,64.75,17.92,106.2936,5,5,Modelo 53,Renda antiga,Plástico,Gasolina,42.1,15.92,58.16,Djeep,Industrial
22103,17195,85,1,40.5,13.09,35.19855,16,5,Modelo 85,Oliva escura,Plástico,Butano,48.13,51.68,40.8,Flint,Industrial
22104,624,89,1,14.75,6.31,13.819275,16,3,Modelo 89,Verde-azulado,Plástico,Butano,15.67,51.86,5.77,Flint,Premium
22105,47880,11,1,73.24,12.87,63.81401199999999,1,2,Modelo 11,Triássico,Plástico,Butano,48.16,77.28,55.88,Bic,Recarregável
22106,35443,7,3,84.78,14.82,216.646812,4,5,Modelo 7,Verde espectro,Aço Inoxidável,Outro,16.41,67.89,14.69,Cricket,Industrial
22107,23629,56,3,58.02,4.41,166.383954,13,4,Modelo 56,Verde mar escuro,Aço Inoxidável,Gasolina,20.89,27.78,99.73,Flicker,Decorativo
22108,23331,51,1,27.79,12.92,24.199532,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
22109,7387,79,3,96.33,3.92,277.661592,13,3,Modelo 79,Rosa amoroso,Metal,Butano,18.18,59.53,17.58,Flicker,Premium
22110,27492,57,3,38.44,12.13,101.331684,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
22111,8121,59,1,15.05,7.96,13.85202,12,4,Modelo 59,Fúcsia,Aço Inoxidável,Butano,11.81,51.69,88.1,Blaze,Decorativo
22112,24070,54,2,58.43,7.28,108.352592,12,5,Modelo 54,Azul furtivo,Aço Inoxidável,Butano,9.93,82.09,87.58,Blaze,Industrial
22113,3290,83,1,26.89,14.46,23.001706,7,4,Modelo 83,Glitter,Aço Inoxidável,Butano,49.93,48.53,28.84,Luminos,Decorativo
22114,31198,12,1,89.25,3.56,86.0727,15,1,Modelo 12,Azul ardósia,Metal,Butano,41.88,82.83,42.86,Ember,Descartável
22115,48222,83,1,76.53,15.94,64.331118,7,4,Modelo 83,Glitter,Aço Inoxidável,Butano,49.93,48.53,28.84,Luminos,Decorativo
22116,23517,16,1,56.24,12.97,48.945672,17,1,Modelo 16,Dourado escuro,Metal,Butano,27.16,83.67,90.52,Scorch,Descartável
22117,40096,32,1,20.35,11.84,17.94056,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
22118,12202,40,2,68.34,19.47,110.068404,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
22119,44525,62,1,40.87,1.98,40.060774,12,3,Modelo 62,Neve,Aço Inoxidável,Butano,19.55,51.59,93.57,Blaze,Premium
22120,31455,79,2,41.37,15.32,70.06423199999999,13,3,Modelo 79,Rosa amoroso,Metal,Butano,18.18,59.53,17.58,Flicker,Premium
22121,32492,82,1,12.25,4.2,11.7355,6,1,Modelo 82,Azul violeta,Metal,Butano,7.47,98.7,21.22,Flamme,Descartável
22122,10791,61,3,17.78,9.82,48.102012,11,4,Modelo 61,Ciano escuro,Plástico,Butano,43.82,59.9,35.72,Ignite,Decorativo
22123,36292,11,1,65.84,9.04,59.888064,1,2,Modelo 11,Triássico,Plástico,Butano,48.16,77.28,55.88,Bic,Recarregável
22124,5496,58,3,21.38,1.18,63.383148,1,4,Modelo 58,Creme,Metal,Outro,41.04,13.97,37.22,Bic,Decorativo
22125,23856,28,3,60.89,10.03,164.348199,1,5,Modelo 28,Cardo,Metal,Butano,33.59,11.25,21.04,Bic,Industrial
22126,26648,40,1,10.64,13.82,9.169552,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
22127,28346,83,2,25.24,12.37,44.235624,7,4,Modelo 83,Glitter,Aço Inoxidável,Butano,49.93,48.53,28.84,Luminos,Decorativo
22128,841,79,5,52.8,18.59,214.9224,13,3,Modelo 79,Rosa amoroso,Metal,Butano,18.18,59.53,17.58,Flicker,Premium
22129,41917,31,3,8.36,11.51,22.193292,10,2,Modelo 31,Índigo,Aço Inoxidável,Butano,7.36,28.99,30.96,Torch,Recarregável
22130,33788,47,3,38.43,4.06,110.609226,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
22131,25668,88,1,51.21,5.64,48.321756,3,4,Modelo 88,Rosa profundo,Metal,Butano,10.32,40.28,86.75,Clipper,Decorativo
22132,2041,12,1,39.0,11.06,34.6866,15,1,Modelo 12,Azul ardósia,Metal,Butano,41.88,82.83,42.86,Ember,Descartável
22133,31948,44,1,59.76,3.49,57.674376,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
22134,2573,57,1,60.81,7.77,56.085063000000005,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
22135,17803,52,1,95.35,16.08,80.01772,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
22136,17240,51,1,56.3,10.59,50.33783,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
22137,36195,32,1,23.24,16.61,19.379836,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
22138,32745,36,1,79.37,9.08,72.16320400000001,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
22139,49782,85,2,35.78,8.37,65.570428,16,5,Modelo 85,Oliva escura,Plástico,Butano,48.13,51.68,40.8,Flint,Industrial
22140,22783,97,1,6.65,13.17,5.774195,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
22141,32170,44,2,37.08,17.76,60.989184,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
22142,26346,94,1,38.56,16.51,32.193744,11,3,Modelo 94,Vermelho,Aço Inoxidável,Butano,12.02,38.51,93.64,Ignite,Premium
22143,41185,32,1,26.81,8.43,24.549917,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
22144,13427,19,2,28.06,11.94,49.419272,18,3,Modelo 19,Azul real,Aço Inoxidável,Butano,12.48,61.73,14.87,LightUp,Premium
22145,28078,25,1,18.43,2.02,18.057714,1,4,Modelo 25,Coral,Plástico,Butano,47.96,38.96,55.49,Bic,Decorativo
22146,25883,71,1,97.73,14.88,83.187776,12,2,Modelo 71,Amêndoa,Plástico,Butano,49.64,45.83,60.53,Blaze,Recarregável
22147,45,19,2,56.57,7.07,105.141002,18,3,Modelo 19,Azul real,Aço Inoxidável,Butano,12.48,61.73,14.87,LightUp,Premium
22148,35634,59,2,91.91,4.01,176.448818,12,4,Modelo 59,Fúcsia,Aço Inoxidável,Butano,11.81,51.69,88.1,Blaze,Decorativo
22149,31656,48,2,98.16,11.23,174.27326399999998,14,3,Modelo 48,Cereja,Metal,Butano,8.36,44.12,15.98,Glow,Premium
22150,46429,18,2,60.49,16.83,100.619066,8,1,Modelo 18,Verde-azulado,Aço Inoxidável,Gasolina,45.7,94.4,5.91,Spark,Descartável
22151,22410,15,1,57.33,15.19,48.621573,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
22152,38185,100,1,25.61,12.35,22.447165,14,2,Modelo 100,Água-marinha média,Metal,Gasolina,25.09,66.79,60.49,Glow,Recarregável
22153,2608,31,1,72.72,18.91,58.968648,10,2,Modelo 31,Índigo,Aço Inoxidável,Butano,7.36,28.99,30.96,Torch,Recarregável
22154,34789,91,2,97.49,12.37,170.860974,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
22155,6723,60,1,79.82,1.07,78.965926,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
22156,732,24,1,80.83,17.13,66.98382099999999,2,5,Modelo 24,Jasmine,Metal,Gasolina,21.62,16.16,8.5,Zippo,Industrial
22157,46436,47,1,21.11,12.99,18.367811,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
22158,34449,67,1,52.28,0.35,52.09702,13,3,Modelo 67,Lavanda,Metal,Butano,19.71,93.84,40.5,Flicker,Premium
22159,45601,43,1,49.51,19.6,39.80604,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
22160,15423,3,1,43.08,2.22,42.123624,16,3,Modelo 3,Pêssego,Aço Inoxidável,Gasolina,50.0,55.21,71.15,Flint,Premium
22161,24308,61,1,32.02,16.27,26.810346000000003,11,4,Modelo 61,Ciano escuro,Plástico,Butano,43.82,59.9,35.72,Ignite,Decorativo
22162,37608,8,1,32.26,16.48,26.943552,18,5,Modelo 8,Chocolate,Metal,Butano,49.41,96.15,95.73,LightUp,Industrial
22163,8870,21,1,33.77,2.84,32.810932,3,2,Modelo 21,Brasil,Plástico,Gasolina,31.5,47.74,12.0,Clipper,Recarregável
22164,330,74,1,82.64,4.36,79.036896,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
22165,38528,97,1,91.88,9.94,82.747128,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
22166,13541,50,2,8.04,6.63,15.013895999999995,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
22167,23606,88,1,40.51,18.43,33.044007,3,4,Modelo 88,Rosa profundo,Metal,Butano,10.32,40.28,86.75,Clipper,Decorativo
22168,48395,61,2,59.89,19.3,96.66246,11,4,Modelo 61,Ciano escuro,Plástico,Butano,43.82,59.9,35.72,Ignite,Decorativo
22169,19466,55,1,51.77,19.63,41.607549,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
22170,6264,55,2,14.71,7.23,27.292934,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
22171,39537,60,2,89.65,17.22,148.42454,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
22172,42943,57,1,41.61,11.08,36.999612,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
22173,40131,90,2,41.15,3.07,79.77339,1,2,Modelo 90,Verde lima,Aço Inoxidável,Gasolina,35.29,87.1,93.78,Bic,Recarregável
22174,42366,32,2,32.48,19.75,52.1304,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
22175,47138,83,5,51.1,8.66,233.3737,7,4,Modelo 83,Glitter,Aço Inoxidável,Butano,49.93,48.53,28.84,Luminos,Decorativo
22176,22160,44,2,94.62,9.27,171.697452,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
22177,1224,100,2,84.01,2.04,164.59239200000002,14,2,Modelo 100,Água-marinha média,Metal,Gasolina,25.09,66.79,60.49,Glow,Recarregável
22178,4918,71,4,90.81,0.22,362.440872,12,2,Modelo 71,Amêndoa,Plástico,Butano,49.64,45.83,60.53,Blaze,Recarregável
22179,48378,30,1,38.49,8.39,35.260689,3,1,Modelo 30,Amarelo queimado,Metal,Butano,38.39,23.03,47.92,Clipper,Descartável
22180,3532,16,1,69.48,14.97,59.07884400000001,17,1,Modelo 16,Dourado escuro,Metal,Butano,27.16,83.67,90.52,Scorch,Descartável
22181,27919,65,1,7.84,10.17,7.042672,18,2,Modelo 65,Renda antiga,Aço Inoxidável,Butano,9.95,21.34,48.18,LightUp,Recarregável
22182,16109,66,2,27.46,15.64,46.330512,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
22183,16109,98,2,42.36,3.4,81.83952,1,1,Modelo 98,Marfim,Aço Inoxidável,Butano,13.92,37.93,87.79,Bic,Descartável
22184,3494,46,1,48.72,18.44,39.736032,12,3,Modelo 46,Azul céu profundo,Aço Inoxidável,Butano,9.4,45.96,59.09,Blaze,Premium
22185,6740,78,2,26.34,8.87,48.007284,19,2,Modelo 78,Mostarda,Metal,Gasolina,40.39,12.04,94.83,Burner,Recarregável
22186,33212,48,1,97.65,12.45,85.492575,14,3,Modelo 48,Cereja,Metal,Butano,8.36,44.12,15.98,Glow,Premium
22187,41061,23,3,54.24,17.85,133.67448,14,1,Modelo 23,Oliva parda,Aço Inoxidável,Butano,10.37,23.16,28.78,Glow,Descartável
22188,11138,29,1,65.82,4.15,63.08847,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
22189,38126,93,5,95.81,14.89,407.719455,6,5,Modelo 93,Limão,Plástico,Butano,10.95,13.39,59.85,Flamme,Industrial
22190,5995,31,1,49.93,5.61,47.128927,10,2,Modelo 31,Índigo,Aço Inoxidável,Butano,7.36,28.99,30.96,Torch,Recarregável
22191,42439,57,2,52.27,8.43,95.727278,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
22192,24589,20,1,45.01,13.79,38.803121,8,2,Modelo 20,Vermelho enegrecido,Aço Inoxidável,Butano,17.95,41.8,88.93,Spark,Recarregável
22193,46725,30,1,40.95,12.63,35.778015,3,1,Modelo 30,Amarelo queimado,Metal,Butano,38.39,23.03,47.92,Clipper,Descartável
22194,9369,39,2,83.84,15.43,141.80697600000002,9,5,Modelo 39,Prata,Metal,Gasolina,16.82,40.85,49.79,Firebird,Industrial
22195,15461,15,1,96.67,12.48,84.605584,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
22196,21442,40,1,82.26,5.7,77.57118,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
22197,30970,95,5,84.77,1.93,415.669695,7,3,Modelo 95,Rosa Choque,Metal,Gasolina,6.91,52.54,60.34,Luminos,Premium
22198,2095,58,1,46.61,9.7,42.08883,1,4,Modelo 58,Creme,Metal,Outro,41.04,13.97,37.22,Bic,Decorativo
22199,23803,11,1,21.47,4.59,20.484527,1,2,Modelo 11,Triássico,Plástico,Butano,48.16,77.28,55.88,Bic,Recarregável
22200,49724,97,3,64.23,12.2,169.18182,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
22201,21785,68,1,24.33,16.0,20.4372,7,3,Modelo 68,Azul ardósia médio,Plástico,Butano,18.47,75.28,13.94,Luminos,Premium
22202,20278,32,2,76.27,6.84,142.10626399999998,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
22203,9473,42,2,76.07,15.59,128.421374,6,3,Modelo 42,Coral claro,Metal,Butano,27.38,99.36,60.67,Flamme,Premium
22204,4008,51,1,29.39,1.42,28.972662,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
22205,8058,53,4,99.9,15.01,339.62004,5,5,Modelo 53,Renda antiga,Plástico,Gasolina,42.1,15.92,58.16,Djeep,Industrial
22206,42801,35,2,37.85,18.18,61.937740000000005,2,3,Modelo 35,Cinza ardósia escuro,Aço Inoxidável,Butano,43.26,33.07,64.3,Zippo,Premium
22207,41989,29,2,44.18,5.3,83.67692,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
22208,18765,19,4,27.94,4.51,106.719624,18,3,Modelo 19,Azul real,Aço Inoxidável,Butano,12.48,61.73,14.87,LightUp,Premium
22209,48486,91,1,69.12,3.26,66.86668800000001,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
22210,136,5,1,69.95,14.65,59.702325,7,1,Modelo 5,Verde Paris,Metal,Butano,16.62,72.0,42.48,Luminos,Descartável
22211,5939,26,2,40.01,7.23,74.23455399999999,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
22212,45587,29,2,10.97,1.36,21.641616,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
22213,44969,52,2,73.63,15.11,125.009014,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
22214,11878,54,2,12.15,11.06,21.61242,12,5,Modelo 54,Azul furtivo,Aço Inoxidável,Butano,9.93,82.09,87.58,Blaze,Industrial
22215,5618,39,1,30.68,6.65,28.63978,9,5,Modelo 39,Prata,Metal,Gasolina,16.82,40.85,49.79,Firebird,Industrial
22216,7558,34,1,80.58,3.59,77.68717799999999,3,5,Modelo 34,Salmão,Aço Inoxidável,Butano,22.36,18.56,88.57,Clipper,Industrial
22217,38340,55,3,84.8,11.37,225.47472,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
22218,34506,12,2,83.24,7.79,153.51120799999998,15,1,Modelo 12,Azul ardósia,Metal,Butano,41.88,82.83,42.86,Ember,Descartável
22219,5820,35,2,65.55,2.49,127.83561,2,3,Modelo 35,Cinza ardósia escuro,Aço Inoxidável,Butano,43.26,33.07,64.3,Zippo,Premium
22220,6716,39,1,56.21,10.61,50.246119,9,5,Modelo 39,Prata,Metal,Gasolina,16.82,40.85,49.79,Firebird,Industrial
22221,30634,51,1,99.27,15.0,84.3795,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
22222,27291,57,1,91.6,13.18,79.52712,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
22223,47551,84,1,85.18,5.15,80.79323000000001,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
22224,23896,75,2,78.78,7.82,145.238808,20,2,Modelo 75,Azul cobalto,Plástico,Butano,47.16,97.28,12.52,Fireside,Recarregável
22225,32886,58,2,46.92,5.43,88.744488,1,4,Modelo 58,Creme,Metal,Outro,41.04,13.97,37.22,Bic,Decorativo
22226,41251,38,5,51.65,14.22,221.52685,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
22227,45997,87,1,18.82,18.57,15.325126,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
22228,19331,43,1,97.32,10.06,87.529608,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
22229,9017,47,2,73.69,14.03,126.702586,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
