IsqueiroUsuarioID,UsuarioID,ItemCompraID,NumeroSerie,Apelido,DataCompra,DataPrimeiroUso,StatusAtual,LocalAtual,DataUltimaLocalizacao,CombustivelAtual,DataCriacao,DataAtualizacao
27141,9425,13815,0923264266510,provident,2024-09-25 02:15:43.993323,2024-10-28 09:05:48.837586,Em Uso,"Parque de Mendes
Vila Batik
77985301 Alves / TO",2025-03-19 17:29:19.571757,23.62,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27142,7945,21870,7174649042479,impedit,2023-12-26 22:30:00.920635,2025-06-05 08:51:00.285557,Em Uso,"Núcleo das Neves, 229
Vila São Gabriel
37595596 Duarte / RS",2025-01-30 08:10:40.351963,23.04,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27143,4339,12436,2468899221223,veritatis,2023-10-05 17:44:03.898254,2024-03-26 12:53:02.269204,Perdido,"Loteamento Raul Mendes, 86
Caiçaras
00124754 da Conceição / MA",2024-11-16 01:01:09.445032,30.74,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27144,5105,2340,2998332466367,accusantium,2024-02-08 20:01:04.859281,2024-05-24 17:43:06.674055,Quebrado,"Conjunto Rafael Azevedo, 6
Monte São José
12859-392 das Neves / AM",2025-05-31 13:09:57.381338,49.06,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27145,3016,41974,8501933749315,eius,2024-12-18 00:39:21.105332,2024-02-15 14:58:22.642961,Perdido,"Lagoa Asafe Machado
Cidade Jardim
18795-257 Costa de Cirino / TO",2024-12-17 12:45:53.235612,26.45,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27146,6651,2773,5072967351001,voluptas,2024-05-28 16:37:15.427681,2024-03-25 01:57:03.723531,Em Uso,"Feira Siqueira, 3
Olaria
54432-139 Barros de Sousa / GO",2024-08-28 21:54:36.014755,30.71,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27147,9527,38892,9458041264515,iste,2023-11-20 19:18:48.605552,2025-07-19 00:26:50.716139,Em Uso,"Ladeira Rezende, 4
Alpes
08531-648 Campos / MS",2025-04-05 21:08:14.248604,22.83,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27148,4157,55689,1997363979595,sed,2025-06-29 16:51:54.555168,2023-11-27 07:48:10.930779,Perdido,"Trecho Martins, 94
Santa Efigênia
21984-693 Rezende / BA",2025-06-11 11:14:17.647876,28.01,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27149,6276,23505,9045518171058,placeat,2023-08-22 20:46:44.373451,2025-03-28 04:49:39.006964,Em Uso,"Condomínio Jesus, 551
Mantiqueira
74439803 Cardoso / MA",2024-11-14 09:26:02.210664,49.75,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27150,3631,29556,3492600934507,occaecati,2024-10-09 08:57:01.204386,2024-09-10 21:54:31.948818,Vazio,"Largo de Duarte
Vila Primeiro De Maio
37274-051 Guerra das Flores / RO",2024-07-31 05:31:53.749415,12.46,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27151,955,19519,1715428939380,repellat,2024-08-04 17:33:44.746246,2025-03-16 19:19:45.445877,Em Uso,"Vila Araújo, 909
Vila Puc
23553-907 Gomes do Galho / TO",2024-08-15 08:00:04.868449,46.05,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27152,5895,17589,0219924725382,officiis,2023-09-29 02:10:03.913747,2024-11-16 23:54:49.899552,Perdido,"Trevo da Rocha, 6
Confisco
40408629 Novais / DF",2024-08-14 02:38:18.247370,13.37,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27153,9858,44349,0856178732263,delectus,2025-05-27 08:39:18.494683,2025-07-08 02:40:31.549108,Em Uso,"Aeroporto Sabrina Mendes, 48
Silveira
22129028 Rodrigues das Flores / BA",2024-10-11 12:13:50.403386,35.42,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27154,746,10072,7614450615238,ad,2024-08-18 23:07:47.553224,2024-03-06 03:51:58.413563,Em Uso,"Feira Câmara, 949
Conjunto Bonsucesso
20382647 Cassiano / MG",2024-11-29 03:58:32.959489,38.4,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27155,4269,47489,1578940719010,pariatur,2024-10-11 00:09:50.517799,2025-06-01 07:02:16.407666,Em Uso,"Estrada de Leão, 270
Solimoes
76163824 Leão / MT",2024-11-07 23:10:42.185328,41.36,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27156,2702,53896,4371584060565,at,2024-02-28 19:31:19.396909,2024-02-23 23:01:25.796169,Em Uso,"Praia de Aragão, 24
Paraíso
01369217 Costa Alegre / PR",2024-09-12 06:18:42.413850,25.35,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27157,441,30303,9714188338794,tempore,2024-09-04 08:07:49.223125,2025-03-06 12:31:13.524060,Em Uso,"Sítio Fernandes, 714
Esperança
84644-893 Vargas / PR",2025-06-20 09:22:17.337912,20.47,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27158,9582,10067,8882163218643,fugit,2024-05-05 16:13:21.628274,2025-07-05 22:36:56.972751,Novo,"Esplanada Arthur Miguel Jesus, 639
Santa Isabel
53196459 da Rosa de Ramos / SC",2024-09-11 18:39:39.425305,13.59,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27159,4190,53066,4200257872993,ipsam,2024-09-24 12:34:09.245823,2024-01-29 20:54:03.317850,Em Uso,"Loteamento de Ribeiro, 7
Sagrada Família
34803632 da Paz / DF",2024-10-15 07:41:42.964169,4.28,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27160,446,23588,0794365480378,atque,2023-08-06 18:20:48.459193,2024-02-09 23:50:56.198788,Quebrado,"Estação Nascimento, 6
Vila Suzana Primeira Seção
66582258 Vieira de Vieira / PB",2025-04-06 00:06:36.958481,46.93,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27161,24,30043,4346849616917,expedita,2024-01-17 13:15:49.792035,2024-02-09 00:28:11.766061,Em Uso,"Rua Eduardo Costela, 49
Anchieta
87214787 Rezende / RJ",2024-12-17 18:04:25.998413,0.46,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27162,8204,44285,9818861324811,maiores,2023-12-22 17:59:38.783063,2023-08-05 22:56:14.779788,Descartado,"Área de da Costa, 71
Vila Jardim Alvorada
31718-862 das Neves / AM",2024-10-29 09:13:03.475386,41.66,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27163,8661,58072,2021473534371,ea,2023-11-24 09:32:36.619379,2025-03-10 16:35:16.515137,Quebrado,"Feira Lucca Albuquerque, 945
Coração De Jesus
09512085 Pinto do Norte / ES",2024-10-08 22:29:29.826805,30.37,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27164,5057,52178,4433169058036,enim,2024-08-03 12:47:05.716821,2025-06-29 10:50:51.501882,Em Uso,"Ladeira Marques, 2
Luxemburgo
88838-523 Ferreira / MS",2025-06-09 11:25:05.430387,23.0,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27165,3434,25515,9581559277736,hic,2024-05-11 23:34:24.892004,2023-09-03 20:53:04.359012,Em Uso,"Esplanada Fogaça, 78
Conjunto Jatoba
97564125 da Cruz do Galho / AL",2025-03-21 01:08:32.779387,29.23,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27166,6988,8035,2887350127810,quidem,2025-05-16 20:24:13.922530,2023-09-30 13:05:45.022768,Em Uso,"Esplanada Lavínia Novais
Vila Novo São Lucas
59962641 Mendes de Minas / PE",2025-01-21 22:32:01.656270,44.36,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27167,1861,44468,3621848664925,illo,2025-04-27 21:52:40.291315,2025-03-14 17:23:13.061053,Quebrado,"Residencial Fogaça
Santa Branca
02125404 Teixeira das Pedras / GO",2025-01-12 12:10:30.143796,19.35,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27168,3667,24292,3176490984025,doloremque,2024-08-13 16:16:00.312481,2024-01-11 06:47:21.518677,Quebrado,"Quadra de da Paz
São Francisco Das Chagas
10855560 Pimenta / PE",2024-12-31 10:34:26.519792,5.78,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27169,7041,38344,0952651444095,laboriosam,2024-10-23 11:00:37.500579,2025-05-01 12:12:28.631525,Em Uso,"Residencial Correia, 303
Santana Do Cafezal
73432-672 Mendonça do Oeste / SP",2024-11-25 02:30:11.394196,1.24,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27170,5532,21808,5200671674486,quis,2024-03-15 13:23:31.467118,2024-06-13 08:43:38.669021,Perdido,"Loteamento de Pastor, 869
Casa Branca
44151-542 Sá Paulista / AC",2025-01-12 13:18:42.704734,44.97,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27171,4334,31004,6035426482455,mollitia,2023-09-12 09:19:52.682314,2024-07-04 10:49:44.112733,Em Uso,"Condomínio de Viana, 94
Conjunto Califórnia I
13307888 Almeida de Fonseca / SE",2024-10-04 23:09:53.436833,35.51,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27172,3977,34765,3748354892670,occaecati,2024-08-19 13:32:09.714251,2025-06-20 22:38:05.841037,Em Uso,"Travessa Alves, 17
Monte Azul
05094200 Porto do Campo / MS",2024-09-03 14:56:44.185292,23.81,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27173,3709,24150,7034643445259,tempora,2023-10-09 04:05:27.511806,2024-06-11 08:00:03.417143,Em Uso,"Residencial de Siqueira, 2
Mirtes
81793358 da Conceição dos Dourados / AL",2024-10-26 22:43:44.577724,0.86,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27174,4150,8269,3989994173921,possimus,2024-01-14 17:39:56.693510,2024-07-07 23:44:45.052330,Em Uso,"Lago de Rodrigues, 59
Pindura Saia
71383248 Campos do Campo / ES",2024-09-18 14:21:38.080275,35.52,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27175,7494,59809,0840994530660,recusandae,2024-06-12 14:45:53.798966,2025-07-03 17:15:16.734077,Perdido,"Condomínio de da Rocha, 254
São Lucas
74023-948 Albuquerque / SE",2025-01-01 23:40:24.800096,26.23,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27176,7017,43618,9082288983030,provident,2024-06-14 21:53:39.049962,2024-11-12 16:59:53.896199,Perdido,"Quadra de Porto, 71
Conjunto Califórnia I
04435561 Silva de Moreira / PI",2025-02-15 17:10:49.067984,22.1,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27177,7624,52710,8028383403265,consequuntur,2025-04-08 06:29:47.605242,2023-11-13 21:20:11.204243,Em Uso,"Avenida de Sá, 44
Vila Nova
53247737 Araújo do Campo / SC",2025-06-23 13:32:57.651014,41.28,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27178,2752,52516,7236584711909,itaque,2024-11-05 08:43:42.459859,2023-12-31 11:56:53.435428,Em Uso,"Setor da Luz
Vila São Gabriel
35381767 Camargo / AL",2025-01-28 09:47:44.263564,36.32,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27179,50,2942,4351954794320,commodi,2024-03-01 08:55:04.968624,2024-09-09 18:23:49.722324,Em Uso,"Trevo de Ferreira, 14
Rio Branco
73407-568 Souza das Flores / AP",2025-02-25 04:50:18.795205,36.44,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27180,7410,59720,2332620399010,fugiat,2024-08-16 13:37:10.852921,2024-11-26 02:23:12.869298,Novo,"Recanto Fonseca
Nossa Senhora Da Aparecida
23916-395 da Paz / AL",2024-09-10 09:01:54.947967,2.84,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27181,2838,11279,9880728960852,est,2024-02-22 17:15:17.689203,2024-10-11 23:03:53.928674,Perdido,"Conjunto Brito, 99
Alto Das Antenas
04580-580 Vieira / RR",2025-06-16 16:56:57.136785,5.02,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27182,967,7320,0438453673562,facere,2024-02-16 08:38:01.531831,2024-12-10 09:24:19.252200,Perdido,"Praça de Cavalcante
Santa Rosa
96430-931 Abreu de Ribeiro / RO",2024-08-26 14:35:22.083081,2.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27183,7424,12299,7545576446003,nihil,2024-03-10 12:55:56.850207,2024-07-11 15:43:54.055769,Perdido,"Avenida Cavalcante, 295
Mirtes
42251376 Novais / PR",2025-05-27 10:59:46.741383,12.16,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27184,8971,5473,6285552074882,vitae,2024-12-09 02:19:37.481029,2024-09-19 03:29:53.362527,Perdido,"Jardim de Silveira, 837
Vila Madre Gertrudes 2ª Seção
22758094 Barbosa de Peixoto / PB",2025-02-28 14:50:13.058785,12.85,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27185,5800,35435,0651726911141,ea,2023-11-17 00:09:34.457125,2024-10-03 02:30:55.642839,Em Uso,"Esplanada Cavalcante, 674
Jardim Montanhês
23398-789 Martins da Serra / MT",2025-06-09 14:27:02.369620,7.43,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27186,4257,10308,0495340337631,ducimus,2025-01-15 15:30:24.212023,2023-09-21 10:09:21.200196,Novo,"Avenida Sara Pinto, 36
Inconfidência
44085-408 Rocha de Moreira / DF",2025-01-20 21:20:47.733679,25.31,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27187,8746,40669,0013162777826,adipisci,2023-11-01 17:43:29.921599,2025-06-05 15:54:41.372461,Perdido,"Residencial Anna Liz Casa Grande, 19
Lajedo
03372714 da Rosa de Guerra / AC",2025-02-03 15:18:18.263536,28.69,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27188,2527,38116,1318799290717,ea,2024-10-13 19:55:05.331018,2025-05-01 14:25:33.904613,Em Uso,"Morro Henry Moraes, 28
São Paulo
03863908 Brito dos Dourados / RR",2024-09-05 20:39:31.562585,20.23,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27189,4389,26498,1828089034933,placeat,2024-11-17 00:38:36.854396,2023-11-24 08:39:40.099417,Em Uso,"Colônia da Mota, 20
Colégio Batista
38558-133 Pastor do Galho / ES",2025-01-28 08:09:56.381395,6.05,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27190,3104,32616,0850567032415,in,2024-11-23 18:35:36.642562,2024-10-28 03:39:13.591311,Em Uso,"Vila Maria Julia Pereira, 238
Jardim Leblon
31864-784 Novais / SE",2024-10-08 21:20:44.345000,24.68,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27191,6918,1872,2346363891861,vitae,2025-04-04 15:47:08.744840,2025-03-03 01:57:24.119533,Em Uso,"Esplanada da Conceição, 42
Alto Barroca
19714-853 Peixoto / PR",2025-03-14 23:58:31.105775,0.18,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27192,375,55103,4901801818954,animi,2024-01-15 14:37:15.334789,2025-02-09 04:25:55.011889,Em Uso,"Estação Rezende, 89
Pindura Saia
10896-055 Leão / AM",2024-09-17 05:54:51.757382,7.29,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27193,9283,59873,0346850543206,fuga,2024-10-22 08:42:08.601046,2025-06-12 01:56:36.737989,Em Uso,"Setor Apollo Sousa
Coração De Jesus
93780-221 Cassiano / MT",2025-01-25 04:12:24.911585,34.84,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27194,8090,16884,0132136069856,voluptatum,2024-06-06 02:29:00.951321,2025-06-13 03:21:24.552758,Em Uso,"Loteamento Liz Casa Grande, 8
São João Batista
47645350 Dias Grande / SE",2025-02-25 13:51:20.650347,12.58,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27195,9501,24439,6606793536425,nemo,2024-11-23 09:50:20.794434,2023-11-18 02:33:53.059996,Vazio,"Conjunto Marcela Cavalcante
Castanheira
86906712 Vasconcelos / CE",2024-09-05 11:00:11.033661,34.43,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27196,7788,46221,1204505402935,iure,2024-12-25 03:03:46.190283,2023-10-18 00:46:51.977695,Descartado,"Sítio de Carvalho
João Paulo Ii
72395-500 Macedo / AP",2025-07-17 17:27:21.889408,43.82,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27197,3466,13587,2170966393077,porro,2023-09-29 02:10:03.913747,2023-11-17 08:50:16.350555,Em Uso,"Condomínio de Pacheco, 395
Álvaro Camargos
89442408 Aparecida de Silveira / PE",2024-12-09 22:06:21.446854,9.04,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27198,4284,34119,5971972012283,beatae,2025-02-09 04:07:23.889679,2023-12-03 05:16:57.783749,Novo,"Loteamento Gabriela Carvalho, 31
Vila Jardim Alvorada
09229818 da Rosa da Prata / RN",2025-03-17 17:58:51.378722,26.89,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27199,7679,20893,1714823609195,tempore,2024-11-24 23:19:52.962384,2025-04-25 13:34:19.882472,Perdido,"Estação de Sá
Nova Pampulha
40979-253 Barbosa Grande / MA",2025-04-04 21:22:14.113575,29.69,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27200,8964,12138,3424306814883,veritatis,2024-10-20 02:11:58.942055,2024-01-04 13:59:56.177370,Em Uso,"Favela de Barbosa, 58
Santa Sofia
52253451 Monteiro de Oliveira / RJ",2025-06-14 05:41:46.702129,19.5,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27201,2170,14488,2103992905563,placeat,2025-04-02 22:05:48.012622,2023-08-31 22:27:49.251780,Em Uso,"Largo de das Neves, 828
Belmonte
12869868 Andrade de Duarte / DF",2025-06-05 01:40:53.428201,27.51,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27202,5201,38307,5774344152040,iure,2023-09-28 00:33:38.598345,2023-11-04 20:09:55.772904,Em Uso,"Campo de Azevedo, 39
Vila Nova Gameleira 2ª Seção
26122-819 Santos de da Conceição / PI",2024-10-07 07:52:51.709538,47.39,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27203,8548,11452,2611095594503,itaque,2025-05-11 22:50:12.669157,2025-05-28 12:02:52.730414,Perdido,"Loteamento Kaique da Cruz, 56
São Francisco Das Chagas
29636757 Pires / RO",2025-02-21 16:48:29.724774,38.76,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27204,7111,21131,5297149615881,explicabo,2024-11-18 04:19:20.852538,2025-03-08 02:38:33.408184,Novo,"Alameda de Vieira, 76
Liberdade
86828207 Aparecida do Norte / AC",2025-07-22 16:30:44.708372,23.94,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27205,1768,49911,2221590645343,nihil,2024-10-10 04:05:44.378338,2025-07-23 21:30:44.154311,Novo,"Lago Catarina Freitas, 7
Vila Antena
98714918 Mendes / PE",2024-08-10 12:49:07.290594,6.63,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27206,3046,31138,4385545899941,modi,2025-05-04 18:56:07.679219,2025-01-14 16:21:37.332079,Em Uso,"Trecho Paulo Teixeira, 639
São Damião
41663382 Cavalcanti / BA",2024-09-30 00:12:23.356904,32.36,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27207,9226,29150,5579558837437,accusantium,2024-06-19 06:27:48.507007,2024-09-06 21:33:00.535397,Em Uso,"Ladeira de Campos, 4
Bom Jesus
80213334 Pacheco da Serra / MA",2025-04-30 06:53:00.229116,17.48,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27208,8470,42069,0812114009714,ex,2023-09-30 00:15:29.407102,2024-01-16 22:05:16.461763,Em Uso,"Sítio da Cruz, 6
Milionario
65733-337 Moraes / PE",2024-09-26 16:54:12.187739,2.48,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27209,9592,37101,3736447420978,harum,2023-10-20 12:54:37.609533,2025-03-04 13:19:05.963414,Perdido,"Lagoa de Cunha, 4
Vila Santa Monica 1ª Seção
43924-462 Fernandes / RO",2024-11-02 06:21:48.246741,47.7,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27210,6104,3709,4331413474864,dignissimos,2024-08-03 15:56:17.295159,2023-08-28 00:06:20.389828,Em Uso,"Alameda Cardoso, 23
Taquaril
08808643 Cardoso / SC",2025-03-03 19:11:31.096054,2.98,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27211,617,11751,3510396864201,quibusdam,2023-08-08 07:11:00.463716,2023-09-03 22:20:30.834839,Novo,"Área de da Costa, 66
Satelite
55039150 Fonseca da Mata / RR",2025-05-05 06:36:27.168348,20.4,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27212,5204,27601,4245646843482,quo,2024-02-18 09:59:20.448441,2024-05-16 16:36:45.656016,Em Uso,"Largo Ramos, 651
Dom Cabral
53737228 Martins / PE",2025-07-11 14:45:58.424138,29.49,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27213,746,43769,2370703965400,totam,2024-04-15 20:52:36.835570,2023-11-17 20:39:31.293923,Em Uso,"Condomínio de Correia, 32
Conjunto Capitão Eduardo
59694-783 Casa Grande / PI",2025-05-22 15:02:27.564785,27.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27214,8427,45979,1435763642102,a,2023-09-21 17:31:50.146495,2025-04-24 05:26:19.098918,Perdido,"Rua Lunna Alves, 5
Vila Antena
10366-198 Abreu / RN",2024-12-02 22:30:27.357459,24.97,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27215,9801,56139,3367752725702,laudantium,2024-07-01 23:09:10.849935,2024-10-11 18:18:13.455832,Perdido,"Rodovia de Dias, 33
Vila Santa Rosa
17582456 das Neves / SC",2025-04-20 01:28:23.728001,19.16,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27216,9785,18408,9775168838659,libero,2024-07-21 20:58:49.646978,2024-09-04 04:22:31.925734,Em Uso,"Sítio de das Neves, 47
Ventosa
15198371 Caldeira de Duarte / AP",2025-01-31 02:16:52.000594,40.45,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27217,8325,56690,2191814209852,molestias,2023-09-14 20:01:46.383881,2024-10-21 20:09:33.455760,Perdido,"Avenida Ana Sophia Sousa, 24
Itapoa
09201-658 Pereira do Oeste / TO",2025-07-07 02:19:13.658019,39.07,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27218,2771,20325,8813873609919,soluta,2023-11-12 04:47:58.759605,2024-06-30 20:16:48.418206,Vazio,"Campo de Gonçalves, 3
São Paulo
93282-994 Freitas de Goiás / TO",2025-03-29 10:55:22.904457,9.15,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27219,4949,21507,1757591562538,quas,2024-02-19 08:00:07.052438,2023-09-20 19:28:29.790928,Em Uso,"Via Mirella Santos, 78
Vila Nova Cachoeirinha 1ª Seção
07536388 Correia do Oeste / PI",2025-05-14 12:28:49.303897,6.75,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27220,6538,13224,4887845072982,amet,2024-04-06 09:26:09.689032,2025-04-30 15:54:00.948135,Vazio,"Travessa Marques, 84
Ambrosina
99239793 Cavalcanti / CE",2025-06-21 17:05:00.143632,4.14,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27221,7788,36605,6865825016100,animi,2024-11-28 15:30:26.482457,2024-05-08 16:31:05.447292,Em Uso,"Esplanada de da Conceição, 519
Vila Santo Antônio
69433-578 Gonçalves / TO",2024-12-04 15:21:16.411529,11.57,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27222,2522,26571,3499300231646,distinctio,2024-01-14 20:57:41.959947,2025-05-15 06:42:07.362816,Perdido,"Chácara Abreu, 51
Vila Esplanada
36724964 Costela da Mata / MA",2025-02-11 05:48:20.288655,4.91,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27223,440,31154,5519800611354,minima,2024-09-24 22:56:00.179212,2023-12-26 10:37:18.572202,Em Uso,"Passarela Brito, 8
Cônego Pinheiro 2ª Seção
02412977 Freitas de Novaes / AC",2024-09-20 06:10:33.620316,40.98,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27224,4470,42202,2536333423394,unde,2024-10-19 17:06:44.671660,2025-05-27 14:23:53.027062,Em Uso,"Favela de Leão, 63
Pongelupe
30467-950 Leão / AP",2024-09-10 18:22:47.994466,18.45,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27225,8926,6624,7448981630114,commodi,2024-01-28 17:48:36.700613,2024-09-13 15:49:27.862860,Novo,"Vila de Castro, 62
Boa Vista
98246-220 Castro / MT",2025-03-22 20:17:43.341286,2.59,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27226,2706,26649,3857735663119,iste,2025-04-26 04:12:37.801752,2024-08-21 08:33:24.716790,Em Uso,"Recanto Arthur Miguel Rodrigues, 28
Carmo
53891179 da Cunha / TO",2025-02-04 22:08:34.895453,2.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27227,8356,52725,6990246638096,dolorem,2024-12-21 00:51:35.230227,2023-10-14 01:46:51.350882,Em Uso,"Praia de Souza, 60
Vila Madre Gertrudes 4ª Seção
09627641 Aparecida de Monteiro / DF",2024-12-12 09:50:26.403952,11.92,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27228,5195,56467,8378091382964,magni,2023-11-29 17:11:10.015441,2024-10-02 12:26:27.912288,Perdido,"Jardim Rafaela Rios, 417
São Damião
31675338 Aparecida das Flores / MS",2025-06-09 11:20:29.033283,25.5,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27229,4015,40071,8710122337145,cumque,2025-05-21 11:02:49.586866,2024-04-07 15:28:04.459678,Em Uso,"Parque Carvalho, 8
Santa Lúcia
74984829 Camargo Verde / RS",2025-02-28 06:45:07.151043,12.12,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27230,449,26447,7107699648278,pariatur,2024-03-01 15:11:46.219798,2025-06-04 00:56:32.369668,Em Uso,"Feira Aylla Pires, 74
Vila Dos Anjos
02731-028 Melo / MS",2025-04-30 20:24:20.744516,3.84,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27231,1221,36922,6187700354771,labore,2024-07-13 16:05:13.559504,2024-03-07 12:58:25.615765,Em Uso,"Residencial Peixoto, 280
Unidas
38969-455 Martins de Minas / DF",2025-01-06 23:37:21.048226,33.86,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27232,6359,11529,2062827019267,ex,2025-03-25 19:20:28.056303,2024-12-19 18:46:12.808234,Em Uso,"Lagoa Novaes, 21
Pompéia
67293-007 Cunha de Minas / RS",2024-08-12 10:20:39.447366,10.51,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27233,5180,16575,2945567321374,placeat,2024-11-08 01:03:58.616520,2023-11-13 12:40:06.864414,Perdido,"Setor de Cavalcanti, 4
Mangabeiras
78566-654 Pimenta / PR",2024-12-16 07:37:51.939083,47.9,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
27234,5929,51730,3724541113353,reiciendis,2024-09-01 15:25:16.923387,2024-07-18 09:02:08.779491,Novo,"Praia Théo Siqueira, 77
Floresta
75652-395 Costela do Galho / MS",2025-03-06 02:54:27.628197,7.06,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
