HistoricoID,IsqueiroUsuarioID,LocalID,DataHoraRegistro,TipoEvento,Latitude,Longitude,Descricao,ConfiabilidadeLocalizacao,DataCriacao
10004,36548,144,2025-03-28 04:03:53.705867,Guardado,-23.480046010530764,-46.60573934318662,"Hic impedit perspiciatis commodi libero veniam quia. Blanditiis odit magni voluptatum.
Magnam ut culpa vel ut quisquam. Esse pariatur suscipit fugit harum dolor. Error id cumque libero libero ex.",0.91,2025-07-29 19:52:08.798653
10005,48344,865,2023-11-16 21:22:58.775203,Perdido,-23.494815425018743,-46.76444671860014,Aperiam corrupti odit totam expedita ducimus quibusdam. Ea autem ipsum optio. Atque optio delectus doloribus quod omnis.,1.0,2025-07-29 19:52:08.798653
10006,5945,787,2025-02-12 06:23:47.358952,Perdido,-23.50227076071874,-46.581309748085154,Excepturi sed eum tempore repudiandae iure culpa dolorem. Distinctio porro hic soluta excepturi.,0.41,2025-07-29 19:52:08.798653
10007,22553,921,2023-12-21 21:24:36.967012,Encontrado,-23.491192787154,-46.706784692621376,Minima ab explicabo alias harum inventore modi. Ratione neque rem excepturi ipsa deserunt beatae. Rem debitis doloribus eum nulla natus eaque.,0.82,2025-07-29 19:52:08.798653
10008,39110,729,2023-12-13 07:42:09.108587,Perdido,-23.64086996765172,-46.71194792682765,Dignissimos tempore a delectus totam. Distinctio doloremque nesciunt ducimus nisi temporibus facilis. Molestiae non mollitia eveniet.,0.13,2025-07-29 19:52:08.798653
10009,26717,945,2025-03-19 11:51:44.365155,Encontrado,-23.483667243935674,-46.73814310203738,"Et perspiciatis repudiandae ea.
Voluptatem est unde natus necessitatibus. Nulla explicabo nulla ipsum.",0.89,2025-07-29 19:52:08.798653
10010,36243,482,2025-07-02 23:11:28.789653,Perdido,-23.696608123596235,-46.55604579784183,Dignissimos praesentium illo ea magni adipisci eius blanditiis. Blanditiis architecto deserunt perspiciatis.,0.99,2025-07-29 19:52:08.798653
10011,59176,788,2025-06-25 21:59:19.681455,Perdido,-23.593097730201738,-46.57788795208062,Ea hic ratione ipsa modi at. Ipsum et doloribus ullam. Minus doloremque soluta unde impedit quod.,0.47,2025-07-29 19:52:08.798653
10012,16601,124,2025-05-07 01:19:04.606914,Guardado,-23.545288053207425,-46.62419697460787,Dolores ex dolores vel accusamus ducimus. Doloribus reiciendis aliquid inventore maiores dolorum quia. Voluptate accusamus nulla praesentium quisquam consequuntur dolor.,0.05,2025-07-29 19:52:08.798653
10013,6603,847,2025-04-09 04:47:31.688718,Perdido,-23.482777775737077,-46.71068930510738,Maiores maiores suscipit vitae. Eaque asperiores laborum et mollitia tenetur minus. Consequatur omnis rem fuga.,0.46,2025-07-29 19:52:08.798653
10014,25584,535,2025-05-30 23:14:28.363031,Guardado,-23.47508432927001,-46.711675344032315,"Velit in laborum amet sit sint. Occaecati rem quisquam eaque.
Facere sed accusantium. Tempore sit voluptates earum veritatis quo. Error porro mollitia veritatis.",0.47,2025-07-29 19:52:08.798653
10015,56933,302,2023-09-21 15:13:07.410095,Perdido,-23.41416013541497,-46.51226562648208,"Corporis voluptates sunt. Tempore fuga rerum inventore. Unde dolore suscipit possimus.
Ipsam incidunt perferendis adipisci. Porro reprehenderit delectus illo saepe incidunt.",0.53,2025-07-29 19:52:08.798653
10016,22605,260,2025-05-05 01:44:37.968776,Guardado,-23.40733853151228,-46.642099011030716,Totam dolores expedita ipsam in. Quos recusandae nulla. Debitis voluptas quis corrupti.,0.51,2025-07-29 19:52:08.798653
10017,40458,476,2025-04-25 02:13:01.874220,Perdido,-23.578424749677374,-46.72832792776691,Aliquid voluptate possimus temporibus debitis libero officia. Sequi eveniet sequi. Cumque sapiente voluptate voluptate vel quo unde. In nisi eligendi voluptatibus incidunt dignissimos.,0.39,2025-07-29 19:52:08.798653
10018,59652,260,2024-12-05 06:37:12.004881,Perdido,-23.660387073767975,-46.77712164628029,Facilis saepe numquam quisquam explicabo sapiente excepturi. Aut ipsam neque. Eum voluptatem pariatur illum dolore ut voluptatem.,0.2,2025-07-29 19:52:08.798653
10019,45777,333,2025-03-11 15:07:05.977695,Perdido,-23.465835048978285,-46.6947974931843,"Sint dolor fugit. A tempora error nemo consectetur occaecati. Ratione occaecati porro.
Incidunt error ipsum cumque ab expedita. Officiis officia tenetur consequatur.",0.86,2025-07-29 19:52:08.798653
10020,39055,803,2024-04-01 07:23:03.222467,Movido,-23.4260804635025,-46.735814841627125,"Itaque quaerat at non facilis sint magnam. Nam officiis illum aliquid earum id fuga. Sequi deserunt iure animi doloribus qui fugit.
Dolores rem vel quisquam. Aspernatur quia deserunt ratione.",0.51,2025-07-29 19:52:08.798653
10021,18321,35,2024-10-14 17:12:43.550405,Perdido,-23.47422073359131,-46.751541233120065,"Accusantium ipsa libero sit. Sit blanditiis accusantium in aliquam.
Nulla itaque debitis excepturi.",0.39,2025-07-29 19:52:08.798653
10022,29984,988,2023-08-30 08:45:23.682360,Perdido,-23.52610908918033,-46.62081868177482,Numquam tempora ex suscipit modi corporis. Odit necessitatibus amet modi tempora facilis pariatur. Nostrum vel earum cum.,0.0,2025-07-29 19:52:08.798653
10023,5481,989,2023-11-14 04:24:38.068554,Perdido,-23.412373466378806,-46.5259013277569,"Nesciunt sunt iusto iusto autem. Deserunt nisi eum quaerat quibusdam veritatis. Ullam aliquid consequuntur.
Mollitia commodi fuga unde voluptatem quae.",0.75,2025-07-29 19:52:08.798653
10024,10322,840,2024-08-16 18:09:38.378296,Perdido,-23.582773554613304,-46.55600400711715,Vitae nobis beatae a maiores. Quis illo corporis eaque nulla. Velit maxime aut expedita cum numquam temporibus.,0.67,2025-07-29 19:52:08.798653
10025,16803,993,2024-10-04 09:29:06.642850,Perdido,-23.68275691363592,-46.52267973809124,"Impedit distinctio officia asperiores. Laboriosam soluta ex animi odio.
Velit alias officiis quos similique quae. Tempore rerum accusantium fuga veritatis ad.",0.32,2025-07-29 19:52:08.798653
10026,8028,574,2025-04-02 03:33:17.325269,Guardado,-23.492580151019766,-46.76595478226819,Accusantium odit reprehenderit omnis vero facere. Sit rem dolores commodi sapiente cumque temporibus eius. Maiores quibusdam nemo atque quasi alias architecto.,0.87,2025-07-29 19:52:08.798653
10027,6461,441,2025-06-14 22:59:04.554643,Encontrado,-23.606860758521833,-46.751620913602366,Omnis fuga odit impedit ratione eveniet minus. Excepturi vel cumque placeat qui consequatur.,0.64,2025-07-29 19:52:08.798653
10028,51057,460,2025-03-03 11:38:51.081262,Guardado,-23.472715653823887,-46.608162939715285,"Nemo dicta facilis sed. Quod cupiditate impedit quisquam reiciendis veniam autem.
Delectus quam ut velit rem suscipit minima. Veritatis dolores possimus. Saepe veniam excepturi corporis minus.",0.93,2025-07-29 19:52:08.798653
10029,35595,770,2023-11-12 08:57:40.586398,Movido,-23.63609245048701,-46.57548116312194,"Mollitia ullam distinctio porro sint dignissimos. Non voluptatem quae similique.
Atque facilis aliquam eaque illum. Dolores reprehenderit veritatis mollitia saepe error molestias.",0.06,2025-07-29 19:52:08.798653
10030,43311,432,2025-01-13 06:59:20.507528,Encontrado,-23.64896752359115,-46.59406316660094,"Ex est est voluptatem adipisci in eius. Commodi molestiae quam aliquid voluptas. Ea voluptatem suscipit dolorum nisi ullam.
Neque dolores accusantium sit. Laborum cumque reiciendis officiis.",0.42,2025-07-29 19:52:08.798653
10031,25569,819,2024-12-06 05:38:11.588895,Perdido,-23.588533202009796,-46.509534775991675,"Incidunt nostrum voluptate nulla vitae pariatur sequi. Harum commodi temporibus magnam.
Totam modi id vero. Error ipsum placeat quia. Modi dolorum qui incidunt.",0.86,2025-07-29 19:52:08.798653
10032,17842,506,2023-12-22 12:50:40.134608,Encontrado,-23.525412994208274,-46.77965979104992,"Asperiores culpa facere et maiores harum ut. Delectus iusto fugiat velit voluptas.
Eligendi magni qui nam. Sapiente dolore illo vel ipsam.",0.2,2025-07-29 19:52:08.798653
10033,39664,725,2024-08-15 20:44:35.483751,Encontrado,-23.589809331187592,-46.61832031948359,Ut voluptatem maiores reprehenderit. Laudantium aliquid reiciendis vitae itaque. Accusantium sapiente rem doloremque deserunt.,0.17,2025-07-29 19:52:08.798653
10034,1564,916,2023-08-05 05:28:10.231161,Encontrado,-23.438842002251985,-46.72668222251774,"Id occaecati ex pariatur incidunt corrupti. Exercitationem facere maiores ullam.
Illo delectus vitae minima. Rem esse ipsum reprehenderit.",0.68,2025-07-29 19:52:08.798653
10035,10764,920,2023-09-26 02:05:14.126870,Encontrado,-23.630199899435453,-46.71185624636357,Perspiciatis laudantium nisi nulla. Modi animi debitis unde perferendis illo. Iste corporis dolor dolorem magnam deserunt nesciunt. Nihil quisquam maxime ratione fugit ratione.,0.34,2025-07-29 19:52:08.798653
10036,37237,687,2025-03-20 17:58:27.494544,Encontrado,-23.425045799112773,-46.726870336484694,Molestiae impedit enim voluptatum qui. Inventore voluptatibus nihil eos officiis illo aperiam. Veniam ad quia numquam corrupti illo non dolorum.,0.52,2025-07-29 19:52:08.798653
10037,40092,223,2025-02-24 22:28:20.951844,Encontrado,-23.561953529372023,-46.61582154669522,Possimus aspernatur suscipit nam praesentium eaque voluptate. Delectus similique tempora placeat porro eveniet. Quae similique impedit cupiditate omnis.,0.01,2025-07-29 19:52:08.798653
10038,33447,813,2024-11-08 08:06:04.478382,Encontrado,-23.4686437696581,-46.736932731492935,Cumque sint architecto fugiat. At quas sequi hic numquam natus cum. Repellendus deserunt repudiandae unde. Facere officiis natus sequi labore.,0.81,2025-07-29 19:52:08.798653
10039,6596,622,2025-05-02 15:30:59.673579,Encontrado,-23.501670716448313,-46.514470170582314,"Architecto dolores dolorum nobis deserunt minus.
Quas sint quis. Doloremque quis aspernatur enim.
Maxime saepe reiciendis minus eum.",0.62,2025-07-29 19:52:08.798653
10040,30135,741,2024-10-28 04:05:16.364259,Perdido,-23.42433370658109,-46.56088320416452,"Adipisci ducimus nihil nobis excepturi debitis. Quis occaecati sint dolore minus voluptas ad.
Similique similique vitae corrupti atque quas dolorem. Inventore minus enim laudantium.",0.99,2025-07-29 19:52:08.798653
10041,31341,586,2024-01-09 11:04:22.636011,Movido,-23.658252664604287,-46.78506235793912,Expedita possimus nemo. Ipsum sequi incidunt rem aliquam. Magnam modi totam illo. Consequuntur tenetur impedit aut temporibus.,0.74,2025-07-29 19:52:08.798653
10042,24461,289,2024-03-15 20:27:38.671823,Movido,-23.580476795080966,-46.74444000906896,Eius repellat asperiores harum eveniet. Rerum nesciunt sit accusantium nemo.,0.65,2025-07-29 19:52:08.798653
10043,6059,456,2024-06-22 15:14:37.650356,Perdido,-23.552546251089268,-46.67510916429064,"Magnam cupiditate sapiente laborum asperiores. Quae exercitationem esse cupiditate.
Non dignissimos officia voluptas cum voluptates. Pariatur quae non esse et eveniet.",0.04,2025-07-29 19:52:08.798653
10044,26408,977,2023-09-13 12:16:01.862980,Perdido,-23.54178677167613,-46.50823321212154,"Cum ut tempora laboriosam atque quia ullam. Praesentium cumque inventore quas.
Aspernatur excepturi optio perferendis quo. Perspiciatis accusamus autem provident.",0.99,2025-07-29 19:52:08.798653
10045,13681,51,2024-01-22 11:27:38.334012,Perdido,-23.589742697462295,-46.612241197756504,Dolore mollitia quas hic. Animi provident reprehenderit possimus quis. Quia maxime culpa expedita consequatur placeat rerum.,0.99,2025-07-29 19:52:08.798653
10046,40945,144,2024-01-23 06:43:47.997351,Encontrado,-23.526951396523145,-46.691330113769176,"Natus a doloremque mollitia nesciunt.
Rerum sit totam voluptatibus numquam nulla provident sint. Nostrum molestias quo reprehenderit.
Molestiae animi aperiam amet soluta repellendus.",0.12,2025-07-29 19:52:08.798653
10047,21106,866,2024-10-04 09:31:06.801183,Guardado,-23.558210405997436,-46.563275513213696,Blanditiis ea corporis quis. Aut sit possimus praesentium deserunt. Et porro reiciendis quibusdam vitae sit necessitatibus voluptates.,0.08,2025-07-29 19:52:08.798653
10048,24153,980,2025-03-28 09:35:33.430483,Guardado,-23.676798362769432,-46.643649627831564,Consequatur tenetur alias pariatur adipisci odio. Deleniti blanditiis quisquam cum rem ut maxime. Doloribus fugiat eaque quaerat.,0.68,2025-07-29 19:52:08.798653
10049,4238,283,2023-09-09 02:46:20.376313,Guardado,-23.42444947435114,-46.673786729211855,Repudiandae asperiores dignissimos natus reiciendis temporibus quibusdam. Asperiores voluptate quo maiores. Mollitia at placeat nostrum aliquid veniam voluptatem.,0.63,2025-07-29 19:52:08.798653
10050,22368,886,2025-01-23 19:12:03.735160,Guardado,-23.534080375179574,-46.52815490260979,"Eum asperiores voluptas sunt eius. Quod similique beatae dolores minus commodi.
Fugit molestias porro. Facilis sunt itaque porro autem nihil natus placeat.",0.75,2025-07-29 19:52:08.798653
10051,27797,853,2023-11-24 10:52:51.982894,Perdido,-23.580190319510507,-46.54826651530161,"Possimus autem consectetur consequatur placeat. Non assumenda molestias. Culpa accusantium porro sapiente voluptate distinctio. Vel occaecati quae quo id sit.
Molestias in esse.",0.54,2025-07-29 19:52:08.798653
10052,22790,424,2025-06-07 02:29:18.748443,Movido,-23.47635096150195,-46.60344697305024,Enim quis quisquam quaerat. Id ut nisi optio eaque dicta nostrum. Facere neque nihil aliquam consectetur alias.,0.45,2025-07-29 19:52:08.798653
10053,45393,692,2024-05-24 18:28:16.974235,Movido,-23.60415394395806,-46.666417715390885,Earum ipsa architecto doloremque vitae sequi qui. Nam possimus commodi corrupti praesentium labore. Veniam voluptatum quod esse sit recusandae unde.,0.6,2025-07-29 19:52:08.798653
10054,2532,474,2025-06-22 21:59:15.534825,Guardado,-23.626284447212335,-46.588115684505894,Quasi laborum labore veritatis inventore. Dignissimos odio voluptatum expedita quos cupiditate molestiae. Voluptatem consequuntur quidem magni.,0.52,2025-07-29 19:52:08.798653
10055,38416,537,2025-02-22 20:36:02.660695,Guardado,-23.45954951582238,-46.724054602323335,"Libero et voluptatem ullam provident ab.
Maxime quas iste maxime atque. Reiciendis facere tempore aliquam tempora cumque. Quod praesentium consectetur accusantium quis inventore.",0.36,2025-07-29 19:52:08.798653
10056,11466,35,2023-08-06 07:26:16.534592,Encontrado,-23.516280921827224,-46.63164547854737,Odio dolorum ipsa. Vero sequi qui veniam ipsum corrupti ullam sit. Iure tempora quasi id ut explicabo doloribus.,0.56,2025-07-29 19:52:08.798653
10057,51653,72,2024-03-13 23:16:51.840613,Movido,-23.584301515191502,-46.570379459194285,Quidem nostrum exercitationem similique. Repellendus explicabo nesciunt maiores.,0.65,2025-07-29 19:52:08.798653
10058,26845,264,2024-01-18 21:29:48.292568,Movido,-23.425787805326866,-46.64514666141127,"Fugit dolore mollitia magnam. Soluta fuga nesciunt quod vel occaecati numquam. Nostrum ullam itaque.
Recusandae saepe veritatis dolorem. Et maxime cumque necessitatibus officiis ducimus vel.",0.31,2025-07-29 19:52:08.798653
10059,39981,500,2023-08-22 19:38:55.642788,Encontrado,-23.622506358637672,-46.55396419845111,Sint doloremque dolorem odit odio deserunt. Reprehenderit a accusantium in consequatur. Eveniet provident quaerat consectetur porro veritatis dignissimos.,0.8,2025-07-29 19:52:08.798653
10060,42955,138,2024-05-06 06:23:27.649799,Movido,-23.63224357156701,-46.685953939906,Dolores veniam possimus reprehenderit molestias voluptatem. Mollitia cupiditate ullam temporibus asperiores ipsum.,0.14,2025-07-29 19:52:08.798653
10061,33078,162,2025-07-19 05:50:12.071322,Movido,-23.65694067940547,-46.64809444902398,Aut tempore praesentium corrupti recusandae fugiat tempore quas. Est reprehenderit porro quod enim numquam veniam nobis. Officiis architecto consectetur id aliquam.,0.1,2025-07-29 19:52:08.798653
10062,28088,447,2023-11-14 20:35:52.154892,Perdido,-23.636519362512814,-46.58437658146227,"Earum incidunt illum.
Distinctio error fugiat cum. Officiis accusantium facilis totam reiciendis. Magnam exercitationem ipsam incidunt corporis quae pariatur neque.",0.86,2025-07-29 19:52:08.798653
10063,47746,513,2024-08-30 03:06:29.874415,Encontrado,-23.53691065968153,-46.64180211636553,"In atque modi ex nostrum libero. Deleniti quaerat facilis rerum. Maiores soluta consectetur.
Deserunt eos totam enim repellat. Temporibus incidunt magni. Aliquam nam possimus perferendis aperiam.",0.08,2025-07-29 19:52:08.798653
10064,43010,820,2024-12-17 19:07:49.991534,Perdido,-23.611238606249753,-46.58703825022491,Laborum adipisci vel fugit laudantium officiis. Aut assumenda rerum asperiores molestias itaque totam.,0.37,2025-07-29 19:52:08.798653
10065,25927,251,2024-04-02 12:47:34.577747,Perdido,-23.594858015409677,-46.590580418342796,Eaque harum tenetur rerum assumenda. Tenetur natus exercitationem tempora. Quis illo reprehenderit tempora earum exercitationem.,0.18,2025-07-29 19:52:08.798653
10066,42090,749,2024-03-08 19:04:14.401873,Perdido,-23.53054001470138,-46.58096254717063,Consectetur autem iure dolore velit. Totam nulla ex aspernatur deserunt.,0.52,2025-07-29 19:52:08.798653
10067,19236,641,2024-03-11 16:53:18.552691,Guardado,-23.682577115451252,-46.55760071585071,"Aut corporis natus occaecati. Itaque recusandae quae itaque.
Ducimus culpa quis quo ipsum ratione. Voluptatibus pariatur nihil ex. Harum quam dolores molestias.",0.96,2025-07-29 19:52:08.798653
10068,39009,358,2024-09-29 01:51:10.409388,Guardado,-23.493266378459662,-46.779106492079016,Quasi aperiam eum ullam itaque repellat aliquam quisquam. Ullam fuga alias. Iste cum voluptatum sint dolores omnis veritatis.,0.45,2025-07-29 19:52:08.798653
10069,19027,507,2024-05-30 04:05:42.455388,Guardado,-23.5549650773023,-46.5199324366016,Commodi sequi distinctio maxime totam tempora. Quisquam impedit aperiam at recusandae sunt. Voluptate laboriosam nemo.,0.79,2025-07-29 19:52:08.798653
10070,54218,284,2025-03-13 02:02:56.627306,Movido,-23.40167442516006,-46.6561629901433,"In error a magni sunt magni. Ad repellat doloribus vel repellat. Sed quaerat debitis ab laboriosam quas.
Perspiciatis laboriosam minima a iusto. Quos eius placeat.",0.48,2025-07-29 19:52:08.798653
10071,28672,106,2023-10-16 11:14:52.444741,Encontrado,-23.554387056893408,-46.60423293267802,Eius perspiciatis natus quam provident quo cumque tempore. Iste unde velit excepturi quidem sequi magni.,0.96,2025-07-29 19:52:08.798653
10072,24202,861,2025-06-15 20:00:13.211113,Guardado,-23.471086471988514,-46.634169429394376,Nemo eos debitis sed. Tempore illum velit tenetur saepe ducimus reprehenderit maiores. Consequuntur quisquam commodi quisquam ullam in.,0.01,2025-07-29 19:52:08.798653
10073,24929,252,2025-05-31 23:01:42.872855,Encontrado,-23.457193940365446,-46.64256024192885,"Sed totam occaecati error ea sint. Nesciunt explicabo nemo cumque temporibus maiores. Deserunt laborum vitae doloribus.
Magnam voluptate corporis et quidem magni ut.",0.66,2025-07-29 19:52:08.798653
10074,53174,946,2025-04-26 22:15:37.529879,Encontrado,-23.530320620503584,-46.78221010737212,"Sequi totam amet incidunt. Velit quod reiciendis reiciendis numquam consectetur dolores.
Ea voluptatum quis animi quasi explicabo.
Nobis magni eaque totam sed facilis soluta. Nemo enim beatae.",0.6,2025-07-29 19:52:08.798653
10075,11759,756,2024-03-04 10:41:54.358276,Perdido,-23.572233262061214,-46.79510707513369,A placeat exercitationem. Occaecati exercitationem sed iste doloremque ducimus ut. Ab reiciendis modi provident.,0.57,2025-07-29 19:52:08.798653
10076,56380,812,2023-10-26 16:34:23.538512,Guardado,-23.589679054542874,-46.778163100501565,Soluta explicabo error in necessitatibus quos tempore possimus. At labore unde quaerat voluptas suscipit nemo. Aliquid sit molestiae soluta.,0.33,2025-07-29 19:52:08.798653
10077,33444,597,2024-12-30 14:39:42.522008,Movido,-23.53143956044807,-46.59398609945919,Velit cupiditate aut iure. Laudantium eos excepturi alias dolor quaerat. Iste enim necessitatibus exercitationem saepe.,0.78,2025-07-29 19:52:08.798653
10078,13741,565,2024-10-10 15:45:51.630057,Guardado,-23.40991056523968,-46.507371770078926,Odit totam rem unde. Labore tenetur maiores eveniet tenetur. Sequi esse earum vero autem laborum deserunt officia. Aperiam placeat voluptatum inventore tempora veniam.,0.21,2025-07-29 19:52:08.798653
10079,1424,627,2023-07-30 08:50:56.662195,Perdido,-23.538046034211902,-46.543344902003746,"Quasi magnam aliquid expedita maiores.
Laborum voluptas similique illum.",0.18,2025-07-29 19:52:08.798653
10080,59043,485,2023-10-30 21:09:00.419720,Perdido,-23.543662713020733,-46.50002159904731,Est expedita placeat recusandae. Molestias sit vel corrupti nostrum nobis. Tempore harum deserunt error quasi. Nesciunt reprehenderit dolores eius est modi.,0.61,2025-07-29 19:52:08.798653
10081,55251,967,2024-08-11 06:06:35.858567,Guardado,-23.651736936259475,-46.517270389074866,Voluptas excepturi ratione. Maxime deleniti exercitationem debitis quo iure. Architecto accusamus nisi alias. Vero et ipsa quibusdam.,0.49,2025-07-29 19:52:08.798653
10082,19619,669,2024-01-30 11:23:05.438747,Movido,-23.55002189131706,-46.53534485241441,Adipisci tempore odit necessitatibus. Voluptatem voluptatibus dignissimos velit delectus. Odit amet nisi quisquam dolorem. Corporis fugit sapiente eius.,0.06,2025-07-29 19:52:08.798653
10083,54193,620,2025-07-18 00:05:40.059737,Encontrado,-23.69665143975306,-46.54117544296632,Culpa blanditiis optio quo aliquam ex placeat. In eaque iusto assumenda quam consectetur. Neque natus corporis nostrum.,0.78,2025-07-29 19:52:08.798653
10084,43599,182,2024-05-16 02:09:55.196092,Guardado,-23.558010118081516,-46.550536088022135,"Veniam quis ipsa nulla tempora pariatur beatae magnam. Illo quod deleniti quisquam.
Earum reiciendis rem dolor esse veritatis nam. Minima error unde vitae debitis.",0.07,2025-07-29 19:52:08.798653
10085,45039,532,2025-07-20 07:08:23.703448,Guardado,-23.565551491041543,-46.72148957911304,Optio itaque aut porro ipsa voluptates doloribus. Occaecati sapiente harum corrupti occaecati assumenda natus maxime. Qui itaque eaque saepe ducimus veritatis aliquam dicta.,0.74,2025-07-29 19:52:08.798653
10086,23776,553,2025-01-15 17:36:47.286602,Guardado,-23.42653312077855,-46.69143239926412,Harum corporis asperiores blanditiis. Fugiat dolorum nam non ut illum ex quam. Quo exercitationem tempore explicabo quos. Beatae consequuntur quo.,0.6,2025-07-29 19:52:08.798653
10087,19924,534,2023-10-20 04:49:43.401013,Encontrado,-23.458322223548915,-46.52821148535058,"Incidunt sequi soluta. Voluptatem dolorem exercitationem eos rerum.
Libero adipisci inventore. Quisquam id odit veniam deserunt vero aliquid. Exercitationem earum dicta aut.",0.48,2025-07-29 19:52:08.798653
10088,24626,391,2024-09-15 04:22:02.477203,Guardado,-23.546517356269614,-46.72330656001031,"Velit rem officiis dolores quod. Doloribus quo quod.
Ad reprehenderit cum unde. Similique maiores earum.",0.23,2025-07-29 19:52:08.798653
10089,9711,49,2024-06-11 08:40:43.804776,Encontrado,-23.578922811305222,-46.719674352208465,Nesciunt nemo at eaque assumenda nemo. Eius deserunt occaecati delectus. Illum rerum eius ab fugit aut nulla.,0.57,2025-07-29 19:52:08.798653
10090,31204,259,2024-11-04 19:59:33.397996,Movido,-23.450509640494634,-46.76495574198785,Accusamus possimus dolor nisi aspernatur itaque adipisci. Ex tenetur hic cupiditate facere. Culpa omnis aperiam cupiditate. Sunt facilis perspiciatis officiis ratione tenetur dolorum.,0.03,2025-07-29 19:52:08.798653
10091,17405,984,2025-07-04 22:46:02.815331,Perdido,-23.563959884975624,-46.696358921502366,"Quo dignissimos rem fugit est aliquid distinctio repellendus. Non hic similique laborum inventore beatae error. Id dolore nihil ut.
Atque aliquam cum. Similique tempore adipisci atque molestias.",0.92,2025-07-29 19:52:08.798653
10092,18994,172,2024-01-20 04:31:09.969008,Encontrado,-23.546292166591016,-46.70442032062393,Suscipit veniam necessitatibus natus vero placeat ducimus. Excepturi aliquam laboriosam placeat perspiciatis itaque quod occaecati. A recusandae officia occaecati occaecati minus alias.,0.52,2025-07-29 19:52:08.798653
10093,5916,333,2024-09-07 06:45:47.455284,Guardado,-23.4580288148022,-46.57111229913389,Sapiente deserunt animi eligendi magni expedita. Quibusdam harum dicta quia sint. Impedit error cumque eum.,0.04,2025-07-29 19:52:08.798653
10094,16742,158,2025-02-01 16:24:36.092314,Perdido,-23.47722495761681,-46.57183795423349,Ut dignissimos quo dolore sed ipsam magnam laborum. Soluta laboriosam quasi aliquid temporibus impedit quod.,0.7,2025-07-29 19:52:08.798653
10095,26238,802,2024-04-04 20:04:39.570695,Perdido,-23.660964722600482,-46.797548051934236,Occaecati odit illum perferendis dolorem. Praesentium asperiores nesciunt tempore illo earum nostrum.,0.54,2025-07-29 19:52:08.798653
10096,37122,188,2025-06-15 08:15:46.233484,Guardado,-23.629847178883463,-46.693169003177466,Corporis soluta libero quis. Voluptas necessitatibus similique ducimus similique.,0.2,2025-07-29 19:52:08.798653
10097,22159,756,2025-04-02 21:37:20.613349,Perdido,-23.538368910459706,-46.60630328687121,"Quod alias adipisci aperiam sed ducimus eligendi. Eius iste recusandae doloribus nam.
Eius reprehenderit earum dolore. Amet doloribus officia nobis omnis excepturi.",0.91,2025-07-29 19:52:08.798653
10098,12537,907,2024-04-08 02:35:08.708753,Perdido,-23.45973471873266,-46.608689381619385,"Quaerat ad nesciunt perspiciatis quod totam. Placeat facere est quae error iusto rerum occaecati.
Ab consequuntur dolorem. Sit eaque numquam animi vel nemo. Quaerat harum quisquam dolorum saepe non.",0.44,2025-07-29 19:52:08.798653
10099,14110,74,2024-07-29 12:55:38.366252,Guardado,-23.420220879284315,-46.774510688853574,"Quam vel enim atque autem dignissimos accusantium. Praesentium aspernatur quisquam repellendus.
Ea facilis consequatur neque. Tenetur laboriosam commodi excepturi. Id ad nam expedita nulla commodi.",0.71,2025-07-29 19:52:08.798653
10100,47455,257,2024-05-07 11:44:03.795620,Encontrado,-23.67123319495628,-46.65543927988352,Reprehenderit in error laboriosam animi eaque ut. Dolorum numquam reprehenderit.,0.14,2025-07-29 19:52:08.798653
10101,54283,98,2025-01-19 10:29:00.719234,Encontrado,-23.45130816114309,-46.64291754225041,"Ipsam ex beatae aut mollitia placeat amet molestiae. Impedit cum nulla voluptates quas quos. Qui cumque ex distinctio esse.
Vero nulla inventore deserunt mollitia esse excepturi.",0.99,2025-07-29 19:52:08.798653
10102,49738,269,2024-07-01 17:54:26.094816,Guardado,-23.40527698605973,-46.74778248671497,"Blanditiis ipsum fugiat eligendi corporis.
Provident in sed cupiditate quidem provident ipsum. Harum deleniti impedit. Vero incidunt velit molestias placeat.
Consectetur reiciendis illum illo.",0.8,2025-07-29 19:52:08.798653
10103,45509,756,2025-02-04 20:24:49.751803,Perdido,-23.5285266182756,-46.705811503090466,"Distinctio id labore sint. Tenetur voluptate voluptatibus quod. Tempora sint quis ipsam cumque.
Esse ut nam tenetur. Repellendus dolorem in optio provident.",0.64,2025-07-29 19:52:08.798653
10104,33094,533,2024-03-26 05:14:46.419587,Encontrado,-23.613903694682254,-46.55549072984651,In animi laborum repellendus repellendus. Architecto placeat fugit veniam incidunt. Beatae accusantium corporis dolor tempora maxime repellat veritatis.,0.2,2025-07-29 19:52:08.798653
10105,16145,335,2024-08-15 04:54:53.327913,Encontrado,-23.45956106284442,-46.6102870539252,"Architecto qui repudiandae recusandae deleniti. Corrupti voluptatum soluta enim architecto.
Nulla deleniti voluptate sunt. Quisquam exercitationem similique perferendis quibusdam quos molestias.",1.0,2025-07-29 19:52:08.798653
10106,47245,593,2024-03-29 20:45:11.495069,Perdido,-23.461783411000113,-46.522440434893205,"Error saepe sed corrupti. Quibusdam quibusdam dignissimos praesentium maiores saepe eum.
Rem ratione illo. Aliquid repellat quas.
Eius perferendis eos. Deserunt cupiditate soluta ipsum commodi.",0.2,2025-07-29 19:52:08.798653
