LocalID,NomeLocal,TipoLocal,Endereco,Latitude,Longitude,Descricao,DataCriacao
511,Alves,Trabalho,"Alameda Paulo Casa Grande, 785
Mirtes
62219-028 Cardoso de Siqueira / DF",-23.660158200657563,-46.51100653424294,"Repudiandae maiores praesentium adipisci incidunt.
Laboriosam debitis necessitatibus dicta dolorum quidem facilis. Molestiae quae perspiciatis id totam. Sit esse quibusdam.",2025-07-29 19:51:54.642002
512,Vargas,Restaurante,"Favela da Conceição, 73
Vitoria
31706938 Vargas das Pedras / MS",-23.45212124633338,-46.613958645334364,Aliquam vero quibusdam modi vero deleniti voluptas. Aut eveniet provident cumque officiis placeat. Quae qui labore tempore. Architecto voluptatem nemo voluptate voluptas.,2025-07-29 19:51:54.642002
513,Marques,Restaurante,"Conjunto Cardoso, 394
Fazendinha
37549-863 Andrade / AM",-23.44306598162628,-46.56962716484703,"Laboriosam nulla consequatur. Laboriosam provident non ex nesciunt. Numquam officiis quidem voluptate.
Nihil totam consequatur amet. Corrupti laborum cumque. Odit veritatis soluta dolor nemo.",2025-07-29 19:51:54.642002
514,Jesus Siqueira Ltda.,Outro,"Estrada Rios, 86
Cruzeiro
83373-246 Andrade das Flores / RR",-23.64869280178139,-46.7965400377634,Quas delectus eius culpa inventore quod omnis. Velit ex sed alias. Deleniti voluptatem aliquam quam assumenda cupiditate iste.,2025-07-29 19:51:54.642002
515,Melo e Filhos,Bar,"Praia de Vasconcelos, 55
São Damião
99942277 da Rocha / RR",-23.520671881267027,-46.58112824845987,Est delectus totam non. Architecto doloremque aspernatur quo reiciendis voluptatum atque debitis. Excepturi explicabo iusto nesciunt numquam veniam minima.,2025-07-29 19:51:54.642002
516,Casa Grande,Restaurante,"Praça Aparecida
Europa
37707061 Albuquerque / PI",-23.49226241992042,-46.74216756949863,Ipsum ducimus esse quasi neque saepe dolorum blanditiis. Dicta suscipit perferendis minus at. Praesentium blanditiis mollitia exercitationem aliquid rem accusantium.,2025-07-29 19:51:54.642002
517,Monteiro S/A,Bar,"Lagoa de Farias, 7
Camargos
00982-090 da Luz / PE",-23.498196202414636,-46.76524762371245,Veritatis eligendi ipsam velit suscipit aliquid. Sunt veritatis doloribus nulla molestiae nihil architecto.,2025-07-29 19:51:54.642002
518,Cardoso,Restaurante,"Conjunto Bianca Nunes, 37
Santo Antônio
55054-046 Cunha do Norte / MG",-23.619250983545076,-46.62947924883599,Perspiciatis officia voluptatem ea quod temporibus aperiam. Ipsum nihil error dolorum voluptatem. Totam aspernatur modi necessitatibus animi expedita dolores. Sequi corrupti vel nesciunt.,2025-07-29 19:51:54.642002
519,Santos,Restaurante,"Jardim Araújo, 8
Indaiá
15980424 Nogueira Verde / PI",-23.685353652509573,-46.79099324746804,"Saepe neque molestiae modi. Nisi inventore voluptates. Qui assumenda non voluptate illum.
Natus quis odio odit nostrum rem. Dolore explicabo ipsa quas. Molestias porro doloremque ducimus cum eius.",2025-07-29 19:51:54.642002
520,da Mota - EI,Outro,"Recanto Ana Sophia Caldeira, 7
Guarani
31967-524 Barros / MT",-23.526463479840512,-46.773108158769915,Vero accusamus facilis ipsa recusandae. Aut perferendis doloribus accusamus facere officia. Natus explicabo praesentium necessitatibus.,2025-07-29 19:51:54.642002
521,Duarte S/A,Trabalho,"Fazenda Ian Fernandes, 57
Boa União 1ª Seção
65860412 Correia / AC",-23.64378270317222,-46.56710059106898,"Exercitationem recusandae nulla omnis. Quod esse esse nulla ex sequi quod. Odio rem facere nulla voluptatum magnam.
Ut vero non.",2025-07-29 19:51:54.642002
522,Carvalho,Trabalho,"Área de Pastor, 64
Conjunto Santa Maria
67840326 Moreira / PI",-23.494437471847956,-46.63897482767734,Dolores laboriosam ex at laboriosam quidem accusamus quibusdam. Doloribus nam accusantium aut incidunt.,2025-07-29 19:51:54.642002
523,Silveira,Outro,"Alameda das Neves
Boa União 2ª Seção
56976-013 Ferreira da Prata / RS",-23.689639841023105,-46.635365955080836,Velit magnam sed blanditiis iste. Possimus culpa officiis nihil eum voluptatem recusandae. Quidem labore modi eveniet odio id maiores distinctio.,2025-07-29 19:51:54.642002
524,Cavalcante Cavalcanti S/A,Outro,"Quadra Albuquerque, 78
Piraja
97748948 Cassiano / CE",-23.484736288652428,-46.65387299701782,Magnam dolore nam culpa dolores fugit dicta. Sed doloremque aspernatur deserunt. Ex perferendis alias hic ipsum at.,2025-07-29 19:51:54.642002
525,Dias,Trabalho,"Rodovia Garcia, 57
Pindura Saia
28712192 da Mata / RS",-23.462390945438393,-46.5911431678816,"Pariatur unde quibusdam aliquam sapiente aut autem. Iusto qui quae officiis minima architecto fugiat aut.
Quo optio ea quas iure. Facere autem quae fugiat repudiandae corrupti.",2025-07-29 19:51:54.642002
526,Freitas Carvalho - ME,Outro,"Setor Henry Campos, 28
Jardim Dos Comerciarios
08551026 Pastor / AC",-23.572696893206857,-46.68712169229613,Facilis repudiandae illo fugit ratione commodi. Magnam iusto magnam. Dignissimos dicta inventore alias non hic adipisci. Quam laudantium expedita.,2025-07-29 19:51:54.642002
527,Cavalcanti,Casa,"Trevo Cecilia Fogaça, 15
Satelite
80152-230 Montenegro do Norte / RS",-23.594241846671085,-46.706644275233806,"Repudiandae est et delectus earum veniam fugit. Qui libero distinctio delectus. Consequatur voluptates labore vitae incidunt maiores pariatur.
Deleniti autem similique voluptates.",2025-07-29 19:51:54.642002
528,Carvalho,Trabalho,"Quadra Gustavo Henrique Oliveira, 6
Vila Independencia 3ª Seção
96714-756 Moura / BA",-23.628972413628524,-46.59349982853939,"Mollitia quo corrupti quos incidunt reprehenderit. Aliquam esse ut explicabo eveniet voluptas odio.
Omnis a neque. Aliquam commodi alias esse ad eaque saepe ipsam. Modi perferendis veritatis.",2025-07-29 19:51:54.642002
529,Pires,Outro,"Núcleo Melo, 788
Vera Cruz
13304670 Macedo de Camargo / TO",-23.51317950070626,-46.76529474676119,Numquam minus voluptatibus natus saepe. Dicta rerum praesentium repellat illum ipsam magni expedita.,2025-07-29 19:51:54.642002
530,Rios Silveira S.A.,Casa,"Pátio Ribeiro, 2
Jardim Felicidade
46858-611 Borges de Cunha / PE",-23.630824775525515,-46.62817886687194,At praesentium officia commodi corporis sed. Velit unde esse voluptatem repudiandae. Accusantium ducimus saepe voluptatem adipisci debitis.,2025-07-29 19:51:54.642002
531,Vasconcelos e Filhos,Bar,"Colônia Breno Almeida, 536
Caiçaras
52268351 Martins / PR",-23.536469828238662,-46.68347031379831,Eveniet aliquid dignissimos quibusdam quod eius ex. Reprehenderit inventore adipisci ducimus. Quae impedit ex perferendis ipsum impedit minima culpa.,2025-07-29 19:51:54.642002
532,Moraes Ltda.,Casa,"Ladeira Elisa Costela, 9
Marieta 3ª Seção
57161031 Azevedo de Goiás / PR",-23.406803825671943,-46.735002647527054,"Eius necessitatibus cumque. Sapiente reiciendis nihil repellat nemo non.
Ea iste qui labore iure porro. Voluptatem aliquid provident sed quia pariatur esse. Neque numquam pariatur dolore ipsa iusto.",2025-07-29 19:51:54.642002
533,Rocha,Outro,"Trecho Alexia da Mota, 99
Cruzeiro
29815-436 Borges de Vieira / PE",-23.43883593612418,-46.65801620748125,"Quae ipsa voluptate repudiandae sint error. Optio consequuntur eum modi dicta beatae.
Officiis quis a molestiae. Distinctio non culpa veniam non sequi perspiciatis.",2025-07-29 19:51:54.642002
534,Melo Vieira S.A.,Outro,"Morro Maria Moura, 620
Vila Mantiqueira
93297842 Siqueira / CE",-23.45996393127943,-46.60653382494286,"Placeat at molestiae numquam.
Vero voluptates dolor dolorem reiciendis deserunt. Quidem quam error id nesciunt.",2025-07-29 19:51:54.642002
535,Cardoso - EI,Casa,"Via Cecília Camargo, 59
Vila Bandeirantes
22368579 Cardoso / PA",-23.462175217377915,-46.714790389589815,Quae odio architecto. Quas optio vitae laudantium totam quasi provident. Corporis amet nisi saepe corrupti quo.,2025-07-29 19:51:54.642002
536,Azevedo Martins - ME,Bar,"Condomínio Melina Moura, 531
Vila Cloris
40364212 da Costa / AM",-23.443969397115776,-46.79995829509004,"Quasi voluptate totam. Officiis sequi velit laboriosam voluptatibus officiis.
Adipisci laborum praesentium ut illum fugiat perspiciatis. Quos fugiat et dolore vel quam iste.",2025-07-29 19:51:54.642002
537,Andrade Câmara S/A,Casa,"Colônia da Rosa, 76
Canadá
95611923 da Cruz / RJ",-23.58806575946465,-46.67077606957768,"Deserunt quaerat amet quidem molestiae.
Voluptatibus delectus eos deleniti quos. Ratione aspernatur facere ipsa voluptatibus.",2025-07-29 19:51:54.642002
538,Costela e Filhos,Casa,"Morro Larissa da Luz, 20
Vila Boa Vista
93085748 Cardoso / AL",-23.444642497921684,-46.52809755834877,Unde aliquam accusamus provident impedit voluptas quibusdam. Enim et voluptatibus magnam. Eligendi debitis quis mollitia. Eius facilis cumque itaque.,2025-07-29 19:51:54.642002
539,Brito Camargo - ME,Outro,"Rodovia Aragão, 33
Pongelupe
99018-899 Araújo / AC",-23.535047228168427,-46.69273044142711,"Sapiente neque ex laborum sed possimus numquam ab. In suscipit soluta saepe officiis perspiciatis.
Itaque quae facere voluptatum.",2025-07-29 19:51:54.642002
540,Pimenta Ltda.,Trabalho,"Vila Maria Luísa Marques, 3
Califórnia
77591-613 Aparecida do Oeste / MG",-23.462928337646268,-46.61764234509594,Quibusdam maxime nihil soluta provident magnam. Similique nostrum fugiat fugiat. Cum veniam veritatis voluptas ex necessitatibus.,2025-07-29 19:51:54.642002
541,Abreu Carvalho e Filhos,Trabalho,"Parque de Costa, 38
Vila Bandeirantes
37889-258 Nascimento / BA",-23.650981955631654,-46.703175094294245,Id eos impedit excepturi quas ducimus. Delectus reprehenderit quasi sequi harum hic.,2025-07-29 19:51:54.642002
542,Silva Ltda.,Casa,"Ladeira Ferreira, 60
Luxemburgo
34752737 Sá / RS",-23.62755313855275,-46.71562152745545,Corporis tempora neque. Nisi aliquid similique maxime rerum. Debitis debitis aspernatur dicta voluptas perspiciatis eligendi suscipit.,2025-07-29 19:51:54.642002
543,Aragão - ME,Bar,"Núcleo Cecília Fonseca, 61
Vila São Dimas
52047864 Leão / PB",-23.47148753711115,-46.761674860898076,"Eum quibusdam ipsa nesciunt sunt odit enim. Culpa tenetur ducimus rem corporis.
Ipsam labore reiciendis saepe dolorum.",2025-07-29 19:51:54.642002
544,Cirino,Trabalho,"Lago Sarah Farias
Cdi Jatoba
59963-961 Mendonça da Prata / RJ",-23.58948891381169,-46.67380114607514,"Aut quae quam tempora. Id eos soluta quis aliquam.
Autem qui recusandae ducimus. Ratione fugiat quasi minima labore.",2025-07-29 19:51:54.642002
545,da Mota - ME,Casa,"Rua da Mata, 3
Castanheira
36729-464 da Rocha da Serra / SC",-23.438844958086033,-46.6567517830867,Repellendus ex in temporibus inventore. Deleniti nam aliquam aspernatur. Ipsa omnis quidem in.,2025-07-29 19:51:54.642002
546,Fonseca S.A.,Restaurante,"Via de Andrade, 6
Santa Isabel
05466321 Abreu de Fonseca / AC",-23.457395863732128,-46.5951179151108,Magnam velit quia odio facilis. Repellat tenetur est neque natus asperiores iure. Sapiente amet soluta quaerat illum voluptates. Beatae itaque pariatur voluptate excepturi expedita laudantium.,2025-07-29 19:51:54.642002
547,Machado,Restaurante,"Ladeira de Martins, 2
Céu Azul
35095-705 Andrade / RS",-23.692173748186455,-46.71206304180281,Numquam provident maxime earum. Numquam natus placeat numquam. Culpa aspernatur ab vero non necessitatibus officia.,2025-07-29 19:51:54.642002
548,Almeida - EI,Restaurante,"Núcleo Souza, 1
Grajaú
71233904 Martins do Campo / PI",-23.604927576364684,-46.66122440693878,Dolorem nam tempora reiciendis sint at. Delectus ullam neque aperiam veritatis iusto. Velit exercitationem eius sunt nisi maiores.,2025-07-29 19:51:54.642002
549,Vargas da Mata - EI,Restaurante,"Colônia Ian da Paz, 92
Vila Pinho
54603-983 Câmara dos Dourados / SE",-23.432854220597477,-46.74675649218333,Eum voluptatem eveniet eligendi autem dolores animi. Molestias tempore sit nostrum.,2025-07-29 19:51:54.642002
550,Aragão,Casa,"Rua de Cirino
Nova Cintra
42314291 Alves / RS",-23.64120868697197,-46.72638263880546,Cumque iusto facere exercitationem. Dolore amet molestiae nisi blanditiis quae. Modi laudantium exercitationem doloremque quis quibusdam.,2025-07-29 19:51:54.642002
551,Costela,Outro,"Vale Maria Flor Correia, 15
Vila Da Amizade
89005956 Nascimento Verde / AP",-23.676343524747452,-46.56336999282242,"Quia quibusdam repellendus natus distinctio accusamus.
Minima rem atque porro assumenda. Asperiores error dolorum debitis porro pariatur. Voluptate nam saepe repellendus voluptas aliquam.",2025-07-29 19:51:54.642002
552,Lima,Casa,"Vale Josué Correia, 12
São Gonçalo
09459-544 Porto da Praia / MS",-23.441733116831784,-46.69647516391828,Hic accusantium amet totam. Accusamus hic incidunt adipisci iusto vitae sunt veritatis. Modi accusantium mollitia est voluptates officia alias.,2025-07-29 19:51:54.642002
553,Santos Rios - ME,Outro,"Pátio Fogaça, 97
Manacas
39691174 da Cunha / RR",-23.46999194060618,-46.74281124817597,Dignissimos porro odit. Qui nesciunt provident dicta earum. Quibusdam molestias maxime.,2025-07-29 19:51:54.642002
554,Mendonça,Trabalho,"Setor de Fonseca
Fernão Dias
68446-585 Pacheco da Serra / SE",-23.487115645493386,-46.69807194924901,"Sit molestiae sapiente ipsam perferendis. Voluptate id saepe eum ullam neque magnam.
Nihil laudantium doloremque aut. Ipsa quas porro vel.",2025-07-29 19:51:54.642002
555,Silva - ME,Bar,"Parque de Dias, 26
Barreiro
67962-177 Melo de Garcia / MG",-23.55845396360375,-46.63079058680584,"Quisquam accusamus in cumque odio quam. A praesentium neque dolor eos at. Natus sit neque praesentium.
Accusantium perspiciatis facilis reprehenderit reiciendis saepe reiciendis.",2025-07-29 19:51:54.642002
556,Melo,Outro,"Viaduto de Moreira, 67
Primeiro De Maio
05152-156 Aparecida / MG",-23.694374672076272,-46.77123256049425,Debitis atque repellendus ad vero. Natus sapiente voluptate natus nihil eaque nulla. Ut voluptatum cumque quod assumenda.,2025-07-29 19:51:54.642002
557,Novais,Bar,"Estação Alícia Fernandes, 89
Candelaria
80757-878 Cassiano / AC",-23.509480813575323,-46.50154145483676,"Sint exercitationem nam suscipit nesciunt. Illo recusandae officia eos. Natus enim quas consequuntur eaque.
Velit incidunt qui accusantium cum eveniet.",2025-07-29 19:51:54.642002
558,Pimenta S.A.,Restaurante,"Loteamento Yasmin Ribeiro
Beira Linha
65945486 Campos / ES",-23.691563731358144,-46.69038145032441,"Similique sapiente eligendi ex doloribus. Consequatur quo sint.
Officiis hic quaerat. Alias atque at soluta. Earum ducimus fugiat velit veritatis consectetur libero.",2025-07-29 19:51:54.642002
559,Barbosa,Restaurante,"Conjunto Cunha, 64
Jatobá
53911-859 Vasconcelos / AC",-23.693626790327738,-46.606633254681306,"Consequatur culpa facere soluta quaerat. Assumenda non ratione fugit.
Vel dolor nesciunt eaque sit. Modi tenetur minima illo delectus nostrum.",2025-07-29 19:51:54.642002
560,Pimenta Cavalcanti S/A,Bar,"Lagoa das Neves, 6
Cabana Do Pai Tomás
43273329 Correia do Sul / SC",-23.685487685092493,-46.636485538255585,"Perspiciatis aut possimus qui excepturi necessitatibus excepturi possimus.
Beatae consequuntur ea. Aut mollitia natus ipsum iusto.",2025-07-29 19:51:54.642002
561,Peixoto,Outro,"Loteamento Peixoto, 34
Vila Jardim Leblon
35867467 Pimenta / SC",-23.519654620994935,-46.69967943932066,Sed modi incidunt aliquam. Rem atque quibusdam ullam voluptates temporibus dolore beatae. Atque mollitia totam eos aspernatur.,2025-07-29 19:51:54.642002
562,Azevedo,Casa,"Morro Ana Júlia Cunha, 193
Mala E Cuia
35510-127 Moreira / PR",-23.682265681927483,-46.64662634655803,Debitis in et debitis reiciendis ducimus officia. Quibusdam provident architecto. Rerum est voluptatem.,2025-07-29 19:51:54.642002
563,das Neves,Trabalho,"Estrada Aragão, 28
Vila Bandeirantes
34951-286 Brito das Flores / DF",-23.656721763030173,-46.599865928898744,Modi asperiores culpa perspiciatis. Dolorem id porro alias nesciunt veniam. Neque officiis soluta officiis rerum omnis. Officiis maiores dolorem sed ipsa sequi.,2025-07-29 19:51:54.642002
564,Rios,Bar,"Lago de Cavalcanti, 80
Nossa Senhora Da Aparecida
12173557 Sousa / RN",-23.590303512072456,-46.5324057581843,"Consequatur fugiat non vel explicabo cum eius.
Officiis fuga necessitatibus labore. Molestias deleniti ut voluptates aperiam quisquam.",2025-07-29 19:51:54.642002
565,da Cruz,Restaurante,"Rua Maria Julia Rezende, 73
Parque São José
60155-558 da Cunha / RN",-23.40775550199835,-46.61261469360438,Nam vero beatae ut suscipit perspiciatis. Accusamus nostrum mollitia dolorem iusto.,2025-07-29 19:51:54.642002
566,Vargas Pimenta S.A.,Casa,"Aeroporto de da Mata, 3
Jardim Felicidade
83056-661 Freitas / RO",-23.559142842506724,-46.652053103574715,"Eligendi molestiae adipisci nisi rerum tenetur. Voluptatum quis modi dolores culpa illo repellendus numquam.
Tempora quas quos enim repellat illum voluptate.",2025-07-29 19:51:54.642002
567,Pastor Ltda.,Outro,"Viela de Andrade, 23
Coqueiros
36036498 Montenegro / CE",-23.64398482602101,-46.51615681278822,Pariatur incidunt omnis tempora nemo. Maxime commodi quod ad perferendis delectus. Sunt esse nulla error.,2025-07-29 19:51:54.642002
568,Andrade,Casa,"Fazenda Fernanda Cavalcante, 92
Vila Real 2ª Seção
02024-207 Peixoto das Flores / PI",-23.468684280459467,-46.54490691383719,"Saepe ducimus quod minus quod eveniet. Quidem quo a eum et. Commodi ad neque. Eos repellat consequatur molestiae aut fugit.
Aliquid sapiente provident a occaecati sint aliquid.",2025-07-29 19:51:54.642002
569,Cassiano,Restaurante,"Condomínio Maysa Ramos, 89
Vila Santo Antônio Barroquinha
62967946 Leão do Sul / RS",-23.413483456157685,-46.72079638252162,Iste sapiente optio modi eaque. Harum sunt corrupti cum deserunt suscipit. Necessitatibus velit nemo nobis aperiam ipsam aspernatur nam.,2025-07-29 19:51:54.642002
570,Sousa,Casa,"Trecho Isabelly Duarte, 845
Aparecida 7ª Seção
93960-117 Freitas / MT",-23.66875490786878,-46.77131623993742,"Harum a quia aliquid ipsum consequatur illum maxime. Necessitatibus odio illum incidunt amet.
Aut quaerat accusamus rerum provident. Reprehenderit dolor ipsum ut minus quod.",2025-07-29 19:51:54.642002
571,Marques,Casa,"Jardim Guerra, 836
Sion
64712-652 Pinto dos Dourados / AM",-23.413516431248368,-46.559358624387166,"Officiis veniam explicabo dignissimos. Nulla nobis ipsa illum totam. Repudiandae ipsum esse voluptate commodi quam.
Voluptate quae doloribus ratione vitae quisquam modi. Minima soluta fuga occaecati.",2025-07-29 19:51:54.642002
572,Monteiro Duarte S.A.,Restaurante,"Rodovia Peixoto, 6
Vila São Dimas
26873984 Fonseca da Serra / SE",-23.59199485688188,-46.67580486490568,"Aperiam culpa amet itaque. Sed quasi saepe recusandae pariatur eum. Voluptatum delectus dolorem molestiae.
Minima nam consequuntur error. Voluptates rem ab ullam facere consequatur eos.",2025-07-29 19:51:54.642002
573,Rodrigues,Bar,"Vereda Rafael Silveira, 97
Marieta 1ª Seção
97597657 Pacheco de Lima / SP",-23.596460094219456,-46.508600413062695,Adipisci qui cupiditate molestias maxime fugit. Facilis totam sequi necessitatibus. Quo laborum asperiores. Dicta veritatis distinctio temporibus fugit vitae voluptas.,2025-07-29 19:51:54.642002
574,Nogueira Leão S.A.,Bar,"Via de Lima
Madre Gertrudes
32176-190 Freitas / SC",-23.408824257483516,-46.51031737351209,Voluptas explicabo excepturi magnam neque placeat. Molestias laborum nobis totam quas sint.,2025-07-29 19:51:54.642002
575,Andrade Cirino - EI,Bar,"Fazenda de Farias, 54
Vila Copacabana
87207465 Aragão de Minas / SE",-23.459287618330148,-46.792369307312164,Nam non nulla laborum aliquam accusamus. Perferendis sequi quod aspernatur eum nostrum. Id hic nobis cupiditate sunt earum.,2025-07-29 19:51:54.642002
576,Martins,Casa,"Passarela de Pastor, 73
Pantanal
16567-855 Caldeira / BA",-23.518259165343665,-46.75573569003034,"Nulla sunt aliquid totam aperiam.
Sint tenetur quis quo placeat at. Impedit commodi neque pariatur autem. Dolorum consequuntur earum quaerat corporis tempora repudiandae id.",2025-07-29 19:51:54.642002
577,Aparecida Barros Ltda.,Trabalho,"Setor de Silva, 27
Goiania
61786-856 Silva de Minas / TO",-23.483967291974142,-46.62154856449207,"Ducimus quisquam sed ex ipsum. Ea rem excepturi fuga magni.
Nulla qui rem aperiam architecto. Deserunt alias facilis eum.",2025-07-29 19:51:54.642002
578,Azevedo,Trabalho,"Avenida Mendonça, 234
Barão Homem De Melo 2ª Seção
22576819 Andrade de Rodrigues / MT",-23.422746878950235,-46.5454402902992,"Laborum ducimus odit. Accusamus at culpa nisi ducimus a dolorem.
Quis maxime dignissimos facere. Accusantium non sed ducimus nobis labore laboriosam.",2025-07-29 19:51:54.642002
579,Souza,Trabalho,"Condomínio de da Rosa, 926
Primeiro De Maio
57406972 da Conceição das Flores / CE",-23.480152892178868,-46.69360700023631,In nam placeat voluptatibus ea culpa. Suscipit ipsum provident. Eligendi minima libero placeat iusto tenetur. Repellendus at deleniti magnam.,2025-07-29 19:51:54.642002
580,Costela,Outro,"Chácara Vitória Moura, 73
Jardim Do Vale
95895800 Viana / SC",-23.47253020488601,-46.754007490558934,Totam iste necessitatibus id. Rerum harum odio. Expedita nam rerum aut.,2025-07-29 19:51:54.642002
581,Nascimento - EI,Trabalho,"Fazenda da Luz, 6
Vila De Sá
42917-976 Melo / RN",-23.525863822565107,-46.73555078290698,Blanditiis eos culpa quas ipsam pariatur quibusdam. Suscipit at animi asperiores. Quaerat animi rerum.,2025-07-29 19:51:54.642002
582,da Cunha,Outro,"Loteamento Benício Costa, 28
Cidade Jardim
37991171 Nogueira de Alves / PA",-23.66243572808887,-46.62222129794608,Omnis ex deleniti quidem dolores temporibus. Accusamus quam non quam amet consequuntur illo. Repudiandae dolore aliquid vitae veniam.,2025-07-29 19:51:54.642002
583,da Mata Vasconcelos S.A.,Restaurante,"Viaduto Kevin das Neves, 7
Mariano De Abreu
84467-761 Souza / PE",-23.593850427127766,-46.54207479077885,"Quia et odio ullam. Qui laudantium delectus quae omnis odio molestiae.
Possimus magnam molestiae blanditiis. In corporis harum voluptatibus. Doloribus quasi aut eaque laborum.",2025-07-29 19:51:54.642002
584,Aparecida Silveira S.A.,Bar,"Distrito de Macedo, 1
Milionario
97457307 da Conceição da Serra / AC",-23.695609931153665,-46.77093940864454,Nulla alias fugiat soluta ducimus. Illum explicabo ipsa sed pariatur fugit.,2025-07-29 19:51:54.642002
585,Fonseca,Outro,"Parque Araújo, 1
Cabana Do Pai Tomás
83491-420 Silva dos Dourados / SE",-23.65907632102752,-46.6852248289096,Ducimus officia reiciendis sequi optio perferendis suscipit. Libero libero corrupti eius. Magnam dolor ullam quasi nisi.,2025-07-29 19:51:54.642002
586,da Mata Cardoso Ltda.,Casa,"Vila Maria Alice Mendonça, 136
Vila Nova Gameleira 2ª Seção
26196-379 da Costa do Galho / PI",-23.554363616789324,-46.70891668204114,"Soluta accusamus ex accusantium. Distinctio neque repudiandae unde nostrum numquam. Expedita esse aliquam.
Autem quod cumque officia. Qui eligendi iure magni ratione dolor.",2025-07-29 19:51:54.642002
587,da Costa - EI,Trabalho,"Estrada Maitê Aparecida, 84
Beija Flor
21534479 Cirino / RJ",-23.51998178747216,-46.722178540853776,In sapiente quod consectetur quasi. Beatae quibusdam quisquam. A aspernatur laborum cumque possimus possimus non.,2025-07-29 19:51:54.642002
588,Albuquerque,Casa,"Favela Lucas Gabriel Santos, 10
Vila Mantiqueira
77783-347 da Conceição do Amparo / SP",-23.573608332649535,-46.573316685032296,"Deleniti provident repellat quae. Veritatis dolorem nobis cum quisquam.
Nostrum ut aperiam. Qui consequuntur ducimus perspiciatis officia voluptas iure.",2025-07-29 19:51:54.642002
589,Martins S.A.,Trabalho,"Rodovia Pacheco, 90
Novo Tupi
10329409 Fernandes das Pedras / PR",-23.457276573531605,-46.52619231373662,"Facere adipisci doloribus mollitia dolore deleniti. Ratione ea deleniti possimus ipsum.
Ab maxime maxime repellendus. Eveniet voluptates accusamus recusandae voluptas. Nisi ex veniam optio.",2025-07-29 19:51:54.642002
590,Mendes e Filhos,Trabalho,"Quadra Pastor, 45
Vila São Gabriel Jacui
10119-598 Lima / RS",-23.54702215858527,-46.55038522342575,Qui exercitationem quae voluptatem. Fuga exercitationem voluptatem magni quia repellendus.,2025-07-29 19:51:54.642002
591,Sousa,Outro,"Residencial Montenegro, 65
Alta Tensão 2ª Seção
11699-818 Vieira / SC",-23.664653772615022,-46.752947251249246,Exercitationem incidunt impedit perferendis laborum. Ducimus soluta optio reprehenderit.,2025-07-29 19:51:54.642002
592,Oliveira,Outro,"Lago de Rodrigues, 7
Vila Das Oliveiras
33743-021 Caldeira Alegre / DF",-23.602191376185143,-46.55995142307563,"Quia neque distinctio eligendi.
Voluptatem perferendis cum delectus neque beatae. Eaque corrupti voluptatum adipisci error.
Ipsa vel aut iste optio.",2025-07-29 19:51:54.642002
593,Pastor - ME,Bar,"Área Alana Caldeira
Concórdia
94414-502 Aragão de Pimenta / DF",-23.516808952006468,-46.52151702770212,Laudantium repellat laudantium tenetur. Nihil possimus impedit perferendis officiis cum. Reprehenderit quis nemo ex.,2025-07-29 19:51:54.642002
594,Nascimento,Trabalho,"Travessa Ísis Cirino, 89
Bonsucesso
36561299 Moura de Sampaio / AP",-23.61057414718904,-46.636930350968946,Accusantium itaque repellendus repellendus dignissimos reprehenderit fugiat. Excepturi tempore dignissimos sit beatae. Porro nemo quos placeat et eum quam.,2025-07-29 19:51:54.642002
595,da Rocha,Bar,"Lagoa de Barbosa, 122
Camponesa 2ª Seção
96648-461 Martins / RS",-23.40811014553335,-46.778138651344044,"Consequuntur molestiae tempore ipsa eligendi. Quisquam at consequatur ipsa.
Consectetur fugiat dignissimos qui. Corrupti deleniti est sit reiciendis. Libero nulla architecto illo.",2025-07-29 19:51:54.642002
596,Vargas Silva S/A,Restaurante,"Sítio Mendes, 9
Xodo-Marize
36539157 Jesus / CE",-23.53090257720311,-46.560573299656376,Eum quaerat quia ab asperiores. Excepturi velit blanditiis cupiditate impedit. Tempore voluptas magni quisquam eos.,2025-07-29 19:51:54.642002
597,da Conceição,Bar,"Setor de Santos
Novo Aarão Reis
26202-422 Nogueira de Almeida / CE",-23.60489438223359,-46.69680648498729,Sapiente pariatur tempora eos perferendis ipsum. Doloremque aliquam aperiam impedit facere. Debitis magni amet recusandae explicabo magnam quaerat voluptatem.,2025-07-29 19:51:54.642002
598,da Mata - EI,Outro,"Vila Aylla Nunes, 73
Vale Do Jatoba
20252-978 Cirino / PA",-23.69843786230942,-46.765517887887555,Molestias exercitationem vero assumenda laudantium rem atque. Quia aliquid sed eaque.,2025-07-29 19:51:54.642002
599,Gomes,Outro,"Fazenda da Mota, 66
Anchieta
68249430 da Cruz / ES",-23.60762415681727,-46.76027354526828,Explicabo ipsa provident natus saepe error. Quas eveniet ipsam reprehenderit ea consequuntur cum.,2025-07-29 19:51:54.642002
600,Sá S/A,Casa,"Via Luiz Miguel Aparecida, 1
Guarani
62821903 Correia / TO",-23.432380320553513,-46.51284407958389,Quam distinctio libero in delectus dicta. Quidem amet similique ipsum. Excepturi id consequatur maxime minus sit minus suscipit.,2025-07-29 19:51:54.642002
601,Sampaio,Restaurante,"Lago Helena Fonseca, 64
Unidas
46813078 Marques / PA",-23.67236798210788,-46.69645772138058,Nulla dignissimos ipsa unde sed odit pariatur est. Explicabo quas earum explicabo aut iusto cumque. Asperiores impedit animi.,2025-07-29 19:51:54.642002
