ManutencaoID,IsqueiroUsuarioID,TipoManutencao,DataManutencao,Custo,EstabelecimentoID,Observacoes,DataCriacao
3050,40461,Recarga,2024-07-03 06:37:32.852633,11.49,790,Ab unde ipsam voluptas velit. Inventore ut quos consectetur voluptate ratione.,2025-07-29 19:52:10.326811
3051,29589,Recarga,2023-11-17 14:34:40.373775,10.85,771,Nam animi et non odio fugiat quo sint. Nostrum ab dicta quisquam.,2025-07-29 19:52:10.326811
3052,19497,Recarga,2024-11-10 23:33:31.120549,6.19,420,Ex explicabo consectetur quos. Commodi blanditiis atque alias fugiat minima dolorem.,2025-07-29 19:52:10.326811
3053,53388,Reparo,2024-07-17 02:19:45.786943,16.21,249,Minus deserunt quasi nobis voluptas aperiam. Vero ad numquam quaerat reprehenderit.,2025-07-29 19:52:10.326811
3054,54188,Reparo,2024-05-24 14:01:20.961288,4.68,944,Neque aliquid officia quo dolorem. Numquam ab quaerat.,2025-07-29 19:52:10.326811
3055,16237,Recarga,2025-06-20 06:45:43.617913,1.69,650,Quae eius iste dolore. At fugiat quibusdam.,2025-07-29 19:52:10.326811
3056,51458,Recarga,2024-05-16 23:45:20.294983,7.76,615,Laboriosam similique in saepe. Illum voluptate dolores cupiditate neque.,2025-07-29 19:52:10.326811
3057,45002,Recarga,2025-04-11 10:41:34.376011,19.46,332,A ad iusto officiis porro. Voluptatem ad sapiente unde. Dolorem omnis nisi consequuntur.,2025-07-29 19:52:10.326811
3058,52636,Recarga,2024-05-11 19:30:57.806423,7.43,182,Sapiente dignissimos quibusdam praesentium.,2025-07-29 19:52:10.326811
3059,35635,Recarga,2025-03-31 15:44:07.098004,10.41,777,Assumenda eaque omnis.,2025-07-29 19:52:10.326811
3060,10293,Recarga,2024-11-02 05:16:29.512885,8.48,955,Molestias sequi mollitia id ea necessitatibus. Sit incidunt quae.,2025-07-29 19:52:10.326811
3061,55615,Recarga,2023-12-15 14:47:15.866820,8.69,533,Facere sed iusto laboriosam. Rem suscipit repellat earum officiis natus deleniti.,2025-07-29 19:52:10.326811
3062,16545,Recarga,2023-10-10 15:24:42.069806,6.68,66,Cumque quod ducimus consequuntur suscipit quos. Atque eligendi eius optio possimus non.,2025-07-29 19:52:10.326811
3063,53528,Recarga,2024-05-26 10:26:36.729874,9.74,424,Incidunt quisquam rerum similique architecto aut odio accusamus.,2025-07-29 19:52:10.326811
3064,41120,Recarga,2025-07-04 06:46:32.502251,0.0,589,Nisi aperiam odio reiciendis reprehenderit. Assumenda corrupti aliquam facere ea neque iusto.,2025-07-29 19:52:10.326811
3065,20295,Recarga,2023-12-25 05:12:34.517040,6.34,841,Incidunt culpa eveniet rem incidunt rerum quia. Eos deleniti quaerat molestias.,2025-07-29 19:52:10.326811
3066,12357,Recarga,2024-06-25 05:01:04.741685,12.38,642,Molestiae quas unde ab doloribus tempora nesciunt. Beatae inventore molestiae alias praesentium.,2025-07-29 19:52:10.326811
3067,56703,Recarga,2023-09-22 03:22:13.073436,12.09,389,Quos expedita fuga. Beatae officiis iure sint.,2025-07-29 19:52:10.326811
3068,3284,Troca Pedra,2023-11-26 18:42:39.641453,15.01,478,Sed ratione dolor exercitationem molestiae magni. Ullam soluta eum ipsum nemo vitae libero.,2025-07-29 19:52:10.326811
3069,10448,Troca Pedra,2023-10-04 20:48:27.511772,21.3,872,Ducimus commodi excepturi distinctio odio. Laudantium voluptatem quibusdam excepturi numquam quos.,2025-07-29 19:52:10.326811
3070,18657,Recarga,2023-08-25 15:48:54.900164,10.32,978,Consequuntur earum explicabo. Repellendus expedita numquam nemo veniam.,2025-07-29 19:52:10.326811
3071,42335,Recarga,2025-06-01 09:12:33.540844,4.44,96,Quia dolorem beatae molestias. Tempora quam similique. Velit commodi at omnis qui porro nobis.,2025-07-29 19:52:10.326811
3072,29543,Recarga,2023-12-26 00:30:03.719785,6.98,959,Laboriosam accusamus optio itaque ex qui dolor sint. Tempora quod earum quidem molestias cum.,2025-07-29 19:52:10.326811
3073,8462,Troca Pedra,2023-10-17 11:34:25.817984,5.5,407,Suscipit vitae quibusdam quaerat hic. Tenetur ut qui porro. Sequi eaque magnam commodi.,2025-07-29 19:52:10.326811
3074,50863,Limpeza,2024-08-08 12:58:52.047185,0.0,331,Voluptatem expedita optio eveniet. Eveniet totam tempore quasi officia.,2025-07-29 19:52:10.326811
3075,28130,Recarga,2024-11-23 04:39:24.967654,9.93,425,Rerum nihil maxime qui aliquam impedit. Ipsam sapiente harum rem.,2025-07-29 19:52:10.326811
3076,35859,Recarga,2023-12-22 21:10:56.733941,14.33,637,Beatae eius iusto facere amet. Odit assumenda corporis.,2025-07-29 19:52:10.326811
3077,24039,Recarga,2023-10-13 00:28:30.357370,11.35,574,Ab sequi officiis tenetur assumenda vero.,2025-07-29 19:52:10.326811
3078,46537,Troca Pedra,2024-06-17 21:16:09.840738,5.02,59,Tempora ullam exercitationem sint sequi minus facere. Dolorem sit minima pariatur eos alias qui.,2025-07-29 19:52:10.326811
3079,3915,Recarga,2024-05-19 23:43:10.194306,6.39,746,Debitis eum hic voluptas porro voluptates. Laborum vitae rerum rem velit nam.,2025-07-29 19:52:10.326811
3080,47567,Troca Pedra,2025-01-22 21:09:05.155903,13.44,748,Atque tempora doloribus rerum. Rerum voluptates sequi saepe voluptatem iure.,2025-07-29 19:52:10.326811
3081,25468,Recarga,2025-03-25 20:24:40.117190,11.13,191,Velit voluptates iure similique. Voluptate dolor quod autem blanditiis doloribus illo.,2025-07-29 19:52:10.326811
3082,17198,Limpeza,2024-01-08 20:53:02.173390,2.75,214,Explicabo omnis fugit cum iste dolorum. Dolor vel ex ipsa id cumque incidunt quam.,2025-07-29 19:52:10.326811
3083,3238,Reparo,2025-02-20 16:15:11.561036,6.05,998,Illo consequuntur eum quos illo reiciendis. Vitae at hic aliquam.,2025-07-29 19:52:10.326811
3084,5152,Limpeza,2025-06-04 08:52:09.477750,10.92,491,Ad saepe facilis. Repudiandae laudantium vitae. Qui tempore perspiciatis doloremque impedit.,2025-07-29 19:52:10.326811
3085,51592,Limpeza,2024-05-11 19:25:03.752664,10.43,282,Delectus magnam commodi magni tempore sequi.,2025-07-29 19:52:10.326811
3086,52783,Recarga,2025-04-07 12:09:55.523450,3.21,97,Sed consectetur perspiciatis mollitia. Cum tempora suscipit quam.,2025-07-29 19:52:10.326811
3087,58374,Limpeza,2024-07-09 04:19:34.569425,12.25,740,Possimus unde dolor sapiente fuga quidem consectetur vitae.,2025-07-29 19:52:10.326811
3088,16449,Recarga,2023-09-29 00:14:41.580259,17.4,6,Quasi amet vitae autem. Quasi molestiae nobis nam maiores.,2025-07-29 19:52:10.326811
3089,12807,Limpeza,2025-03-08 07:37:53.441948,10.03,905,"Odit sapiente excepturi corporis.
Assumenda quidem nam nesciunt perferendis. Ipsa soluta totam.",2025-07-29 19:52:10.326811
3090,24766,Recarga,2024-04-18 11:46:43.923469,8.28,548,Provident repellat sunt.,2025-07-29 19:52:10.326811
3091,13540,Recarga,2024-03-13 20:18:47.475277,10.25,768,Fugit consectetur soluta error ratione ipsam corrupti ducimus. Est facere illum.,2025-07-29 19:52:10.326811
3092,25375,Recarga,2024-10-08 02:43:00.740698,16.17,210,Unde perspiciatis totam doloremque sed. Sint ullam possimus magnam odit. Omnis odit quo molestiae.,2025-07-29 19:52:10.326811
3093,1970,Troca Pedra,2024-04-15 11:27:33.813699,6.95,337,Animi necessitatibus itaque cupiditate cum perferendis. Ex soluta cupiditate eaque.,2025-07-29 19:52:10.326811
3094,36416,Recarga,2025-05-06 15:20:37.526861,11.41,740,Amet ad laboriosam. Eum itaque at exercitationem officiis sed.,2025-07-29 19:52:10.326811
3095,1826,Troca Pedra,2024-02-17 19:27:02.176217,21.62,944,Dolore aliquid ad. Quam hic non. Quaerat sequi mollitia aut ea numquam assumenda.,2025-07-29 19:52:10.326811
3096,32394,Reparo,2024-01-09 01:52:38.154058,9.97,645,Enim eos explicabo minus illo saepe. Quisquam odio provident ducimus incidunt possimus ipsa earum.,2025-07-29 19:52:10.326811
3097,46393,Reparo,2024-09-03 18:28:47.554909,14.04,436,Deserunt natus aspernatur voluptatum saepe id qui. Explicabo illo sequi. Fugit quod quos.,2025-07-29 19:52:10.326811
3098,5677,Troca Pedra,2024-07-24 18:30:18.320289,13.35,795,Debitis beatae provident illum quis at in.,2025-07-29 19:52:10.326811
3099,53027,Reparo,2024-12-24 15:22:10.051935,0.0,514,Soluta corporis expedita. Expedita molestiae dolor provident perspiciatis natus neque.,2025-07-29 19:52:10.326811
3100,20091,Recarga,2024-06-07 05:32:17.873786,17.13,155,Quisquam unde at accusamus occaecati. Labore saepe ab molestias officiis quos.,2025-07-29 19:52:10.326811
3101,34224,Recarga,2024-08-27 23:49:31.894220,14.68,720,Molestias assumenda odit deleniti omnis voluptatum. Natus quam nihil ea.,2025-07-29 19:52:10.326811
3102,34856,Troca Pedra,2025-02-09 01:59:50.321819,3.71,682,Ipsa quibusdam ex quibusdam sequi sequi aut. Aut beatae totam similique consectetur totam.,2025-07-29 19:52:10.326811
3103,32245,Reparo,2024-09-27 02:20:39.700255,10.89,561,Possimus vero laboriosam itaque officia ut assumenda a.,2025-07-29 19:52:10.326811
3104,4078,Recarga,2023-11-01 20:26:35.787535,7.3,27,Labore voluptate nihil reiciendis a. Sint id libero. Blanditiis ducimus hic.,2025-07-29 19:52:10.326811
3105,47791,Recarga,2024-04-10 12:45:25.833392,15.13,219,In quo delectus iste. Consectetur reprehenderit eum id saepe itaque saepe incidunt.,2025-07-29 19:52:10.326811
3106,31415,Troca Pedra,2023-08-31 21:52:55.141513,9.66,853,Quaerat sit numquam iure. Ducimus a voluptatibus cum quasi omnis sunt.,2025-07-29 19:52:10.326811
3107,15645,Recarga,2024-01-13 07:47:20.973794,8.76,689,Dignissimos labore vel. Odio laborum maxime nam fugit.,2025-07-29 19:52:10.326811
3108,58404,Recarga,2024-08-02 12:48:12.291079,9.15,700,Id alias reiciendis cupiditate soluta corrupti. Totam vitae ducimus nemo debitis.,2025-07-29 19:52:10.326811
3109,34780,Reparo,2025-06-21 17:34:27.530658,12.22,50,Atque dicta consequuntur doloribus aspernatur. Rem quasi cupiditate quas adipisci tempora odio.,2025-07-29 19:52:10.326811
3110,52440,Recarga,2025-03-27 16:27:29.932966,10.72,876,Dicta tenetur nostrum deleniti quae. Totam voluptatibus minima.,2025-07-29 19:52:10.326811
3111,15158,Recarga,2024-06-26 06:04:49.479271,8.24,230,Quasi totam ipsam dolorem quam quos sint. Deleniti rerum deleniti magni ducimus porro.,2025-07-29 19:52:10.326811
3112,16725,Recarga,2024-11-16 18:56:10.262102,3.91,774,Accusantium asperiores vero officia. Iusto autem ipsa excepturi.,2025-07-29 19:52:10.326811
3113,30285,Recarga,2024-12-10 15:08:43.523516,3.56,589,Excepturi sed dolore vero sed voluptate. Accusantium corrupti suscipit.,2025-07-29 19:52:10.326811
3114,50956,Recarga,2024-04-12 21:53:15.377684,14.9,527,Deleniti dolor corporis ducimus unde nisi esse. Quod sint officiis.,2025-07-29 19:52:10.326811
3115,45556,Recarga,2023-11-17 01:19:17.753166,17.04,178,Sint vitae beatae similique cum facilis vel. Consequatur vero quis repellendus.,2025-07-29 19:52:10.326811
3116,41466,Recarga,2024-08-01 03:50:10.940895,7.58,686,Nostrum facilis rerum. Corporis facilis esse. Officia aut aspernatur fugit amet.,2025-07-29 19:52:10.326811
3117,59745,Troca Pedra,2023-10-02 07:43:00.393098,5.26,781,Perferendis qui vero totam modi autem cupiditate rem.,2025-07-29 19:52:10.326811
3118,10435,Reparo,2024-03-03 21:09:22.495971,7.63,649,Iusto facilis magnam expedita temporibus cumque a.,2025-07-29 19:52:10.326811
3119,23318,Recarga,2025-06-17 06:31:54.103072,8.24,786,Maiores animi autem.,2025-07-29 19:52:10.326811
3120,12494,Limpeza,2024-11-25 16:02:21.813104,15.4,167,Vero inventore sed rerum. Molestias modi omnis temporibus repellat voluptates voluptate.,2025-07-29 19:52:10.326811
3121,36277,Recarga,2024-11-25 04:21:54.145234,13.43,416,Occaecati eveniet quas aspernatur hic rerum. Est eius impedit nobis.,2025-07-29 19:52:10.326811
3122,18948,Recarga,2024-08-26 01:28:06.743654,6.22,568,"Sit commodi repudiandae occaecati commodi.
Ullam cupiditate id magni consequatur. Ad totam quis.",2025-07-29 19:52:10.326811
3123,4347,Recarga,2024-06-16 11:19:55.622008,9.22,711,Rerum doloribus quia facere explicabo repellat iusto. Odit necessitatibus quod.,2025-07-29 19:52:10.326811
3124,44375,Recarga,2024-11-17 23:26:31.330230,5.58,66,Voluptate recusandae temporibus doloremque voluptatem in perspiciatis.,2025-07-29 19:52:10.326811
3125,37631,Recarga,2025-01-19 12:38:50.508959,13.64,169,"Amet eligendi sunt minima sapiente molestiae.
Cupiditate fugit labore reprehenderit assumenda.",2025-07-29 19:52:10.326811
3126,32189,Troca Pedra,2025-03-07 17:51:29.323796,14.6,314,Sunt natus voluptatum expedita iure autem. Sunt maiores reprehenderit inventore minus.,2025-07-29 19:52:10.326811
3127,158,Recarga,2023-08-19 07:52:41.186087,7.2,812,Alias ut iusto atque. Corporis fuga debitis velit reprehenderit ex a.,2025-07-29 19:52:10.326811
3128,15901,Reparo,2024-07-07 15:09:25.350256,11.46,389,Non nesciunt necessitatibus hic amet. Dolorum nam quae alias explicabo omnis soluta.,2025-07-29 19:52:10.326811
3129,57906,Recarga,2024-05-10 17:08:06.744566,4.21,310,Blanditiis ratione aspernatur vitae quod sit inventore dolore.,2025-07-29 19:52:10.326811
3130,13002,Recarga,2024-03-08 13:27:01.415483,20.49,88,Impedit repellat quasi facere doloribus.,2025-07-29 19:52:10.326811
3131,27710,Recarga,2025-04-01 06:04:14.423511,17.1,628,Cumque doloribus error officia.,2025-07-29 19:52:10.326811
3132,44096,Recarga,2024-11-23 04:34:22.913132,5.72,568,Debitis modi tempora eum rem dolores assumenda. Aperiam libero quas dolorem.,2025-07-29 19:52:10.326811
3133,35917,Reparo,2025-02-18 00:56:34.908257,16.29,73,Neque deleniti in aliquid sunt. Molestias inventore earum architecto.,2025-07-29 19:52:10.326811
3134,5117,Recarga,2025-05-15 02:29:17.246048,8.93,123,Laudantium totam accusamus temporibus suscipit. Aliquam repudiandae deserunt.,2025-07-29 19:52:10.326811
3135,11686,Recarga,2024-11-15 06:07:51.640359,2.94,943,Quam accusamus eos ipsa delectus at. Iste ex eaque quos dicta molestiae.,2025-07-29 19:52:10.326811
3136,22338,Recarga,2024-01-12 06:00:29.017519,10.04,350,Enim voluptatum eveniet. Natus aliquid veritatis alias nesciunt omnis qui.,2025-07-29 19:52:10.326811
3137,34436,Reparo,2023-10-11 09:32:58.232963,5.12,544,Nihil quisquam dolor incidunt facere. Est praesentium ex.,2025-07-29 19:52:10.326811
3138,28966,Reparo,2024-08-29 22:13:42.542041,9.2,524,Dolorem quod laborum assumenda et harum. Enim cumque aut molestiae natus temporibus doloremque.,2025-07-29 19:52:10.326811
3139,47593,Recarga,2024-11-18 13:25:01.042243,7.52,522,Enim magni eum explicabo. Numquam laudantium nam voluptates.,2025-07-29 19:52:10.326811
3140,41531,Recarga,2024-11-07 01:04:15.377883,12.48,384,Aliquid eveniet suscipit laudantium voluptate. Dolorum iusto natus tenetur at modi impedit.,2025-07-29 19:52:10.326811
3141,23421,Recarga,2023-10-12 13:12:19.695019,16.47,903,Commodi occaecati eos quia possimus dolor quibusdam ducimus. Repellat ipsam sed corporis inventore.,2025-07-29 19:52:10.326811
3142,1039,Recarga,2025-06-04 05:50:45.880391,16.29,710,Alias temporibus id quia rem. Velit doloribus voluptatum quibusdam porro dolore mollitia quam.,2025-07-29 19:52:10.326811
3143,11557,Recarga,2025-03-25 07:14:54.762186,4.97,501,Rerum adipisci dolores vel id. Sed totam asperiores.,2025-07-29 19:52:10.326811
3144,50169,Recarga,2023-10-03 13:52:42.771595,10.59,128,Architecto optio recusandae unde.,2025-07-29 19:52:10.326811
3145,23378,Recarga,2024-11-27 05:22:40.319876,9.83,138,Iusto quos unde doloremque. Illo fuga numquam fuga. Aperiam delectus a veritatis sequi.,2025-07-29 19:52:10.326811
3146,25334,Troca Pedra,2025-06-10 06:09:39.710366,12.26,718,Necessitatibus nostrum blanditiis eveniet. Rerum rerum corrupti velit dolores soluta.,2025-07-29 19:52:10.326811
3147,55927,Reparo,2024-09-01 13:43:11.800124,16.62,399,Veniam dignissimos culpa atque.,2025-07-29 19:52:10.326811
3148,37348,Recarga,2024-05-09 14:32:47.608309,8.46,357,"Doloremque enim ipsam maiores. Eius itaque quod qui labore.
Ex eius sed quam sed soluta.",2025-07-29 19:52:10.326811
3149,58286,Limpeza,2025-04-04 01:52:34.971905,11.25,637,Quod aliquam ipsum. Nostrum praesentium quae.,2025-07-29 19:52:10.326811
3150,2344,Recarga,2023-10-25 14:35:52.380077,4.78,133,Voluptatibus sunt accusamus odio. Ut placeat reprehenderit minus omnis. Hic cumque eveniet.,2025-07-29 19:52:10.326811
3151,22188,Recarga,2024-10-20 22:00:58.250102,16.21,291,Error explicabo incidunt officia. Maxime veritatis laboriosam. Possimus at velit tenetur.,2025-07-29 19:52:10.326811
3152,37068,Recarga,2024-02-28 14:36:31.413715,12.3,73,Sequi voluptates at voluptate. Quam aspernatur aut corrupti.,2025-07-29 19:52:10.326811
3153,44757,Recarga,2024-05-29 03:29:05.778301,5.95,588,Totam animi vitae. Voluptatem possimus accusantium quas quisquam laboriosam est.,2025-07-29 19:52:10.326811
3154,42500,Recarga,2025-06-11 03:24:18.841127,3.94,357,Rem odio quos et. Architecto nemo fugiat temporibus quidem exercitationem beatae vitae.,2025-07-29 19:52:10.326811
3155,29841,Recarga,2024-05-30 00:17:15.413686,1.29,908,Repudiandae rem non recusandae cumque modi.,2025-07-29 19:52:10.326811
3156,57533,Recarga,2024-02-19 19:07:19.207081,8.99,113,Aliquid quos nesciunt corrupti. Eligendi debitis esse perspiciatis.,2025-07-29 19:52:10.326811
3157,47703,Recarga,2023-08-28 11:26:48.935541,9.1,237,Quia maiores modi assumenda ipsam repellat. Quia ab magni deleniti. Autem nulla reprehenderit.,2025-07-29 19:52:10.326811
3158,46872,Recarga,2023-08-04 07:21:57.969848,6.09,559,Magni facere in culpa. Ad praesentium recusandae.,2025-07-29 19:52:10.326811
3159,2814,Recarga,2024-02-25 00:37:30.023219,4.67,813,Quod deleniti facere laboriosam quod cupiditate provident. Sunt ullam optio debitis.,2025-07-29 19:52:10.326811
3160,31491,Troca Pedra,2024-07-09 11:14:14.824980,3.44,621,Autem qui impedit. Magnam neque modi officia assumenda.,2025-07-29 19:52:10.326811
3161,25370,Recarga,2025-05-14 15:27:58.007664,12.47,685,Quisquam enim suscipit nulla. Consequuntur ullam incidunt commodi.,2025-07-29 19:52:10.326811
3162,4579,Recarga,2024-04-24 20:24:38.601517,6.94,453,Esse eos hic. Adipisci laborum necessitatibus nesciunt. Dicta beatae officiis.,2025-07-29 19:52:10.326811
3163,40991,Recarga,2023-11-03 06:52:56.692348,7.39,611,Eum ratione sed odit. Sint corporis dolorem minus neque consequatur iusto.,2025-07-29 19:52:10.326811
3164,49363,Recarga,2023-09-04 07:20:30.957579,14.32,178,Quisquam aspernatur magnam dolores. Facilis distinctio ipsa magni corrupti ipsum.,2025-07-29 19:52:10.326811
3165,49783,Recarga,2024-02-29 07:06:40.161755,14.92,713,Enim fugit animi.,2025-07-29 19:52:10.326811
3166,15081,Troca Pedra,2025-03-25 21:19:49.679612,6.29,963,Qui voluptas repudiandae tempore itaque officia fuga. Explicabo dolorum et dicta dolore at culpa.,2025-07-29 19:52:10.326811
3167,49182,Recarga,2024-05-26 08:22:55.070668,7.9,372,Ad nulla mollitia aspernatur modi sequi. Sint ipsa nihil blanditiis tenetur.,2025-07-29 19:52:10.326811
3168,26634,Limpeza,2023-11-12 03:16:15.751320,3.21,21,Sapiente laboriosam numquam pariatur. Debitis sed laudantium assumenda esse aliquid quia.,2025-07-29 19:52:10.326811
3169,44947,Reparo,2024-01-14 16:21:04.603096,18.29,987,Iusto magni debitis commodi. Veniam facere adipisci nam atque at nam.,2025-07-29 19:52:10.326811
3170,37660,Recarga,2023-08-16 19:55:36.816125,3.32,679,Repellat minima assumenda consectetur.,2025-07-29 19:52:10.326811
3171,25129,Recarga,2024-06-03 06:07:48.340860,9.6,774,Ut itaque maxime nostrum eum est aliquid.,2025-07-29 19:52:10.326811
3172,57725,Recarga,2025-07-25 20:31:09.830233,9.0,435,Ratione possimus dolores quam fugiat libero. Corrupti eum numquam quae quaerat nostrum.,2025-07-29 19:52:10.326811
3173,17148,Recarga,2024-12-28 04:17:03.139940,12.73,586,Necessitatibus optio dolorem eos soluta atque eum. Ex minus voluptatem consectetur ex.,2025-07-29 19:52:10.326811
3174,17898,Recarga,2025-01-29 07:37:46.346338,12.13,575,Esse error sint eos. Vitae earum maiores exercitationem molestiae asperiores cupiditate.,2025-07-29 19:52:10.326811
3175,8543,Troca Pedra,2025-06-11 18:00:38.105018,15.94,495,At vel cupiditate sunt blanditiis dicta.,2025-07-29 19:52:10.326811
3176,30482,Recarga,2024-09-09 11:56:48.358463,8.96,953,Enim et dolor ad facilis nostrum similique. Cumque tempore libero occaecati saepe.,2025-07-29 19:52:10.326811
3177,49505,Recarga,2023-10-31 19:59:01.728123,0.0,824,Voluptatibus ipsa adipisci enim ullam qui. Nihil vel aliquid rem.,2025-07-29 19:52:10.326811
3178,53082,Recarga,2025-05-23 07:49:31.122277,5.09,578,Repellendus voluptas praesentium molestias optio.,2025-07-29 19:52:10.326811
3179,45397,Recarga,2024-08-18 16:25:53.159629,1.13,994,Ex totam minima sapiente vitae. Quibusdam ipsam eaque quam et. Quae expedita omnis consequatur.,2025-07-29 19:52:10.326811
3180,22645,Limpeza,2024-02-25 07:04:41.660351,20.04,771,Ipsam ratione vitae omnis excepturi sed ex fugiat. Corporis accusamus esse magnam.,2025-07-29 19:52:10.326811
3181,39763,Recarga,2024-09-08 15:52:06.679853,2.67,653,Facilis modi ab maiores pariatur. Ut facere doloremque adipisci ab.,2025-07-29 19:52:10.326811
3182,6273,Reparo,2025-03-06 23:04:17.194717,5.85,106,Commodi illum quibusdam maxime fuga. Eligendi exercitationem sint veniam ipsam vitae qui.,2025-07-29 19:52:10.326811
3183,59026,Reparo,2023-11-25 16:35:14.366463,1.91,269,Incidunt iste vero odit doloribus tempora.,2025-07-29 19:52:10.326811
3184,46871,Reparo,2024-03-14 02:56:14.851673,11.41,475,Officia sequi quam non ducimus nesciunt. A earum ab quas.,2025-07-29 19:52:10.326811
3185,20327,Recarga,2024-07-12 00:46:44.708278,12.95,712,Nam reiciendis officiis fuga minima cupiditate sit facere. Quod quae ipsam molestias.,2025-07-29 19:52:10.326811
3186,34923,Reparo,2024-08-20 21:39:08.804939,6.45,326,Excepturi dolore assumenda odit voluptatibus. Voluptatem numquam delectus nulla.,2025-07-29 19:52:10.326811
3187,54300,Reparo,2024-03-26 12:20:25.506294,7.47,589,Officia cum doloremque. Reprehenderit ab sed libero sequi quod.,2025-07-29 19:52:10.326811
3188,21042,Recarga,2024-01-15 08:20:27.458143,13.68,749,Natus libero mollitia. Ex sapiente consectetur.,2025-07-29 19:52:10.326811
3189,20194,Troca Pedra,2025-05-30 14:15:45.775777,11.39,147,Voluptatem ad aspernatur reiciendis cumque similique. Nostrum molestiae dolores odit facere saepe.,2025-07-29 19:52:10.326811
3190,5254,Recarga,2025-03-22 10:14:21.417584,0.0,19,Quas eos minus minima deserunt adipisci quod. Deleniti a provident qui deserunt.,2025-07-29 19:52:10.326811
3191,10887,Recarga,2023-08-10 18:31:51.001559,6.0,155,Numquam amet placeat nam iusto corporis minus. Porro architecto deserunt aperiam nobis quisquam.,2025-07-29 19:52:10.326811
3192,53619,Recarga,2025-04-26 13:00:59.470355,22.4,961,Ut dolorum maiores id dignissimos quos. Minima numquam odio suscipit fuga ea accusamus.,2025-07-29 19:52:10.326811
3193,12144,Recarga,2024-06-08 21:28:39.785434,11.23,812,Numquam occaecati quam. Esse modi molestiae ad facilis voluptas. Eos non sint nulla.,2025-07-29 19:52:10.326811
3194,57381,Recarga,2024-06-15 06:45:57.652758,19.58,260,Vitae ex velit eaque. Magni quisquam natus blanditiis eligendi praesentium illo.,2025-07-29 19:52:10.326811
3195,36992,Limpeza,2025-01-23 16:36:04.313213,9.89,122,Dolore debitis possimus iste consectetur esse explicabo. Laborum ut eaque sed a expedita.,2025-07-29 19:52:10.326811
3196,3680,Recarga,2025-01-21 00:29:37.146728,10.44,640,Dolorem consequatur dolorem officia eos. Occaecati fugit sint.,2025-07-29 19:52:10.326811
3197,5312,Recarga,2024-01-27 00:28:20.918447,10.77,132,Quod itaque impedit atque accusantium quis quas. Rem facere odio officiis.,2025-07-29 19:52:10.326811
3198,56051,Reparo,2023-10-28 03:31:31.605417,12.04,330,Quidem consectetur rerum. Nisi facilis facere laboriosam minus. Doloribus sint ea accusantium.,2025-07-29 19:52:10.326811
3199,15470,Recarga,2023-11-20 23:38:14.923284,5.09,375,Doloribus recusandae soluta porro distinctio occaecati ut. Sint hic ratione earum est.,2025-07-29 19:52:10.326811
3200,29947,Limpeza,2024-06-26 07:43:32.143768,6.12,322,Saepe explicabo eaque. Voluptas asperiores ab labore commodi cupiditate.,2025-07-29 19:52:10.326811
3201,22916,Recarga,2024-04-27 04:15:13.059716,4.75,193,Doloremque pariatur suscipit consequuntur labore. Numquam sunt at eos.,2025-07-29 19:52:10.326811
3202,59122,Recarga,2023-08-19 08:10:26.038269,9.34,580,Occaecati totam magni possimus quis magnam debitis. Quasi omnis animi eligendi.,2025-07-29 19:52:10.326811
3203,44248,Recarga,2024-12-28 05:44:03.054085,0.0,350,Blanditiis alias impedit vitae commodi aut. Recusandae vero adipisci quod voluptate.,2025-07-29 19:52:10.326811
3204,43866,Recarga,2024-04-27 16:28:16.050115,9.96,83,Officia maxime reiciendis iste. Quasi soluta sed. Autem voluptas culpa placeat quod dolore.,2025-07-29 19:52:10.326811
3205,6421,Reparo,2024-06-21 10:12:21.657085,18.36,145,Quos doloremque eum. Accusamus dicta eveniet animi vero ducimus voluptatum animi.,2025-07-29 19:52:10.326811
3206,8244,Recarga,2025-02-25 03:04:23.506810,10.05,897,Officiis numquam nostrum deserunt. Cupiditate neque quod architecto.,2025-07-29 19:52:10.326811
3207,11383,Troca Pedra,2023-11-07 08:14:36.115618,10.98,722,Ut neque sapiente iure. Adipisci delectus unde illo modi non vel totam.,2025-07-29 19:52:10.326811
3208,21914,Troca Pedra,2025-05-28 04:35:12.484421,27.71,103,Et cum rerum suscipit. Explicabo dolorum voluptatum officia quisquam eligendi cumque.,2025-07-29 19:52:10.326811
3209,15035,Limpeza,2023-10-11 00:13:31.214768,9.72,641,Iste hic dolor repellendus. Itaque asperiores quas modi impedit aspernatur.,2025-07-29 19:52:10.326811
3210,54362,Recarga,2024-08-15 14:19:04.781638,0.75,903,Laboriosam provident ea dolorum alias porro. Necessitatibus error assumenda.,2025-07-29 19:52:10.326811
3211,59054,Reparo,2025-04-15 23:52:26.456447,14.95,539,Itaque porro neque.,2025-07-29 19:52:10.326811
3212,47073,Recarga,2023-08-19 07:27:38.050735,11.43,737,Enim blanditiis commodi perferendis. Rerum itaque quod eligendi commodi.,2025-07-29 19:52:10.326811
3213,43161,Recarga,2024-05-27 09:59:07.508406,15.2,199,Voluptate aspernatur dolores impedit. Corrupti maiores eum dolorem. Cum sit voluptate magni.,2025-07-29 19:52:10.326811
3214,42008,Recarga,2025-04-09 07:00:18.552969,5.84,487,Nulla nobis rerum incidunt ipsam ut. Est maiores dolorum exercitationem maiores in ut.,2025-07-29 19:52:10.326811
