CompraID,UsuarioID,EstabelecimentoID,DataCompra,ValorTotal,MetodoPagamento,NumeroNF,Observacoes,DataCriacao
20916,6798,191,2025-04-26 22:52:31.193691,48.210091999999996,PIX,69058684,Aliquid sequi mollitia sequi doloribus excepturi.,2025-07-29 19:51:10.954087
20917,6045,219,2023-08-02 04:56:20.371687,12.447309,PIX,45355554,Earum voluptate animi quia quam reiciendis quas. Ducimus magni iusto magnam.,2025-07-29 19:51:10.954087
20918,6376,808,2025-02-15 08:20:32.605374,131.82588,Cartão Crédito,31033879,Repudiandae earum vel molestias amet voluptate.,2025-07-29 19:51:10.954087
20919,8118,123,2024-01-16 05:43:14.072845,147.17727599999998,Cartão Crédito,52383854,Omnis consequuntur nesciunt. Impedit veniam nesciunt. Nisi cupiditate magnam nostrum.,2025-07-29 19:51:10.954087
20920,3179,42,2024-02-15 22:36:49.964683,44.586243,Dinheiro,27756928,Quae quae minus vel amet nobis. Voluptatum voluptate in debitis ipsa.,2025-07-29 19:51:10.954087
20921,5498,512,2025-07-05 00:56:25.200357,136.773757,PIX,08849823,Cumque ut ipsam eius. Distinctio accusamus eos aspernatur excepturi eaque dolorum.,2025-07-29 19:51:10.954087
20922,3748,556,2024-09-26 22:08:14.031617,172.771956,Dinheiro,64287645,Rem vero quaerat dolores. Quis sapiente ea. Iusto natus soluta laudantium ea quas.,2025-07-29 19:51:10.954087
20923,7559,430,2024-03-28 18:20:13.220287,200.88021799999999,PIX,79690249,Quasi iste quam sequi perferendis aperiam. Laborum sapiente in numquam optio tenetur atque.,2025-07-29 19:51:10.954087
20924,7953,852,2024-12-17 05:20:28.890743,0.0,PIX,03520857,Tenetur dolor aliquid fuga placeat voluptatum. Consectetur minima earum illo nisi minus.,2025-07-29 19:51:10.954087
20925,2943,169,2024-12-17 03:31:14.768464,24.755328,PIX,13578138,Itaque aliquid rerum deleniti fugiat. Ullam dolorum excepturi totam aut earum.,2025-07-29 19:51:10.954087
20926,7984,655,2023-11-21 11:47:32.069494,246.05487899999997,PIX,64694818,Ea ipsa voluptatem repudiandae temporibus molestias. Quis nisi porro.,2025-07-29 19:51:10.954087
20927,8883,401,2023-08-22 20:12:52.457555,5.682472,Cartão Crédito,63941036,Doloremque necessitatibus cupiditate soluta.,2025-07-29 19:51:10.954087
20928,6220,308,2024-04-17 02:47:17.691701,177.670608,PIX,98379378,Accusamus amet est amet doloribus doloribus harum. Eum facere velit autem amet animi.,2025-07-29 19:51:10.954087
20929,4686,836,2024-12-21 22:02:35.058094,17.086104000000002,PIX,16096349,Veniam explicabo ullam eaque incidunt omnis dolore ex. Magnam eum dicta optio.,2025-07-29 19:51:10.954087
20930,1759,898,2023-10-23 07:46:04.466575,0.0,Cartão Crédito,50280599,Nam molestiae itaque magnam. Quia sint accusamus quas. Error id assumenda explicabo nesciunt.,2025-07-29 19:51:10.954087
20931,6603,391,2024-11-10 18:50:05.768971,443.641385,PIX,39208743,Harum at nihil ex quisquam ex architecto itaque. Distinctio assumenda consequatur reiciendis.,2025-07-29 19:51:10.954087
20932,1387,915,2024-03-26 15:08:52.997454,81.144657,Dinheiro,39380074,"Voluptate commodi nemo provident sunt ab excepturi.
Aperiam aut sint cupiditate.",2025-07-29 19:51:10.954087
20933,6723,182,2023-09-03 01:00:45.032979,12.250996,PIX,35733317,Magnam numquam facilis ipsum quam. Ratione ratione qui quas laborum dolorem sunt temporibus.,2025-07-29 19:51:10.954087
20934,1662,588,2025-02-25 03:13:52.638006,39.101279999999996,PIX,71762937,Expedita cum nulla rerum minus ipsa aliquam. Sint beatae itaque magni totam enim.,2025-07-29 19:51:10.954087
20935,4917,846,2024-05-26 07:57:35.090201,237.69603,Dinheiro,48162241,Dolores libero atque sed recusandae doloribus. Sit architecto labore voluptas natus odit.,2025-07-29 19:51:10.954087
20936,5033,382,2024-04-12 20:56:10.673530,0.0,PIX,99378141,Atque nulla corporis at illum. Quae enim eveniet minus.,2025-07-29 19:51:10.954087
20937,7313,5,2024-09-24 14:46:56.326250,0.0,PIX,38259999,Sit nihil quae ut ex.,2025-07-29 19:51:10.954087
20938,6513,666,2025-05-05 20:55:11.692073,0.0,Dinheiro,10650820,Sit delectus animi. Aliquid assumenda ducimus consequuntur.,2025-07-29 19:51:10.954087
20939,7111,985,2023-09-02 00:28:58.306065,206.432649,PIX,54746022,Dolorum harum dolores praesentium fugiat. Delectus inventore harum.,2025-07-29 19:51:10.954087
20940,5247,202,2023-10-24 11:07:20.252025,26.816865999999997,Cartão Crédito,05717514,Consequatur accusantium ex sapiente sint quae. Hic quaerat quidem dolores maxime laborum.,2025-07-29 19:51:10.954087
20941,4993,404,2024-10-25 22:29:51.790285,0.0,PIX,25339291,Pariatur corporis odio odio porro id. Dolores rerum culpa odio id.,2025-07-29 19:51:10.954087
20942,8544,245,2025-02-18 07:44:31.922274,0.0,Cartão Crédito,36473687,Est dicta numquam eum beatae delectus. Nam beatae sapiente non.,2025-07-29 19:51:10.954087
20943,6265,268,2024-04-10 06:44:54.920948,88.253362,PIX,34276105,Earum labore corporis perferendis.,2025-07-29 19:51:10.954087
20944,374,583,2025-04-27 23:41:02.768882,444.792139,Cartão Crédito,84796943,Tempora eius quisquam similique illo aspernatur. Quod hic deserunt officiis tenetur ullam.,2025-07-29 19:51:10.954087
20945,6485,792,2024-05-27 04:22:05.588122,60.241542,Cartão Crédito,68089948,Dolor tempore perspiciatis quibusdam laboriosam vitae ut. Corrupti voluptatibus labore vel.,2025-07-29 19:51:10.954087
20946,6175,758,2025-04-20 19:49:40.087012,6.685884999999999,PIX,59067368,Eum natus est officia rerum harum neque. Voluptates impedit autem dolorum.,2025-07-29 19:51:10.954087
20947,7721,513,2024-04-16 18:00:13.981013,19.679976,PIX,85612112,Perferendis facere natus excepturi. Eius quidem ducimus eveniet consectetur dolorum.,2025-07-29 19:51:10.954087
20948,2017,535,2025-05-06 18:09:42.601173,136.535266,Dinheiro,27472040,Molestiae velit blanditiis fugiat. Architecto exercitationem architecto provident optio rem est.,2025-07-29 19:51:10.954087
20949,204,370,2025-01-19 00:39:12.294157,53.246933,Cartão Crédito,40737805,Mollitia quod accusamus ad. Laborum labore ipsa iusto rem vel.,2025-07-29 19:51:10.954087
20950,5492,905,2023-10-02 19:39:50.795545,71.214192,PIX,02049052,Nisi laboriosam accusamus eveniet. Minus neque incidunt deleniti.,2025-07-29 19:51:10.954087
20951,6705,140,2023-11-20 11:31:05.295938,57.724226,Cartão Crédito,71076942,Nemo corporis adipisci iste esse. Assumenda quasi esse repellat. Nesciunt illum beatae facere amet.,2025-07-29 19:51:10.954087
20952,2650,580,2024-06-02 06:52:13.829040,148.094376,PIX,93852333,Molestias vero tempora ducimus omnis. Expedita maxime harum asperiores tempore rerum.,2025-07-29 19:51:10.954087
20953,9096,872,2024-04-21 09:15:31.330300,131.715996,PIX,47594685,Rem aperiam harum vitae vero dicta veritatis odit. Voluptate mollitia hic id porro doloribus.,2025-07-29 19:51:10.954087
20954,9248,260,2024-07-08 06:18:18.986462,254.96961599999997,PIX,48855150,Doloribus quisquam error officiis. Temporibus modi voluptate laudantium iste fuga quidem.,2025-07-29 19:51:10.954087
20955,2739,55,2024-12-01 20:41:39.056427,34.283904,PIX,86921190,Quibusdam modi assumenda ea fugiat modi ipsam. Sequi cupiditate neque asperiores similique.,2025-07-29 19:51:10.954087
20956,8538,315,2024-04-09 04:04:15.844218,17.813484,Dinheiro,36800339,Tenetur ea adipisci maiores. Voluptatibus sed ad assumenda atque veniam iste.,2025-07-29 19:51:10.954087
20957,8939,762,2024-12-30 15:27:52.235765,10.223406,Cartão Crédito,60267818,Maxime vero provident ducimus. Aperiam alias adipisci sint.,2025-07-29 19:51:10.954087
20958,3859,185,2024-10-10 12:55:56.788160,0.0,Dinheiro,22412409,Quis sint eligendi. Iusto cum excepturi.,2025-07-29 19:51:10.954087
20959,6918,701,2025-03-10 22:01:40.668535,137.207514,Cartão Crédito,34004838,Necessitatibus repellat perferendis corrupti esse quasi natus quia. Delectus dolores facilis sequi.,2025-07-29 19:51:10.954087
20960,2170,646,2025-02-06 06:33:28.886446,0.0,Cartão Crédito,74471058,Sequi pariatur deserunt sint. Et sit vitae ipsam.,2025-07-29 19:51:10.954087
20961,9852,300,2023-10-14 20:07:10.976261,48.898496,Cartão Crédito,27096390,Eligendi vel magnam delectus sequi. Tempora laborum quasi aliquid.,2025-07-29 19:51:10.954087
20962,7725,957,2025-03-06 13:12:16.194034,35.45282,PIX,99109394,Sapiente dolore eaque.,2025-07-29 19:51:10.954087
20963,5062,577,2024-12-21 14:39:09.348065,24.359867,Cartão Crédito,37491079,Ab fugit placeat fuga architecto voluptatibus. Expedita provident eligendi molestias suscipit.,2025-07-29 19:51:10.954087
20964,4112,207,2024-10-18 13:24:07.617989,0.0,PIX,39127228,Quis voluptate excepturi sint quo aliquam. Deserunt aut hic aut quam facere ipsam odio.,2025-07-29 19:51:10.954087
20965,8630,72,2025-06-08 11:40:07.626650,0.0,PIX,39547354,Delectus unde rerum libero perspiciatis quo. Omnis vel autem reprehenderit ad.,2025-07-29 19:51:10.954087
20966,6493,589,2025-05-30 13:48:37.255769,120.95266799999999,PIX,63265927,Assumenda eius aliquid excepturi mollitia sapiente neque. Sit nam ipsa molestias ullam.,2025-07-29 19:51:10.954087
20967,2208,594,2024-05-10 18:04:56.016445,180.126779,PIX,93927611,Ullam amet odio. Minima id suscipit cum quo autem ex.,2025-07-29 19:51:10.954087
20968,5201,23,2025-06-21 04:17:40.682390,0.0,Cartão Crédito,69380815,"Illum unde perferendis.
Tempora ab culpa maxime. Omnis delectus cumque rem.",2025-07-29 19:51:10.954087
20969,2429,950,2024-11-23 12:08:39.752746,255.15898,PIX,76498121,Enim ullam eum neque aliquid. Id eum esse. Minus error veritatis aperiam.,2025-07-29 19:51:10.954087
20970,4957,111,2024-10-08 08:18:40.991125,101.425566,Cartão Crédito,30450226,Nemo officia rem impedit. Quo suscipit modi quaerat.,2025-07-29 19:51:10.954087
20971,4483,921,2025-06-20 19:11:49.449139,0.0,Cartão Crédito,55398800,Laborum excepturi qui excepturi suscipit. Ullam enim voluptates nihil placeat nostrum vero.,2025-07-29 19:51:10.954087
20972,1459,58,2023-10-20 22:32:42.775463,0.0,PIX,38688379,Culpa quod eaque perspiciatis sint. A doloremque nam blanditiis optio deserunt repudiandae.,2025-07-29 19:51:10.954087
20973,9796,178,2023-08-20 03:20:39.622297,161.361854,Cartão Crédito,75334789,Vel eum fuga. Ea doloribus consequuntur iste. Earum adipisci illum excepturi.,2025-07-29 19:51:10.954087
20974,1068,733,2023-10-08 00:59:32.068893,307.857618,PIX,66949633,Eos optio officia laboriosam sed deserunt. Perferendis et sint doloremque vitae natus voluptatibus.,2025-07-29 19:51:10.954087
20975,2841,843,2025-02-15 04:23:10.237507,0.0,Dinheiro,63615098,Occaecati non sit id. Earum commodi fugit.,2025-07-29 19:51:10.954087
20976,3579,218,2024-10-31 20:34:32.187041,185.381,Cartão Crédito,34811450,Ex in tempora. Maiores aliquam magni eligendi amet nam illum.,2025-07-29 19:51:10.954087
20977,662,690,2023-12-13 01:46:23.030427,179.338012,PIX,76959431,Deleniti quisquam voluptatum culpa illum alias nostrum.,2025-07-29 19:51:10.954087
20978,9386,201,2023-08-01 14:27:41.866730,0.0,Cartão Crédito,18304961,Repellat ratione est eligendi. Illo perspiciatis incidunt velit odio perspiciatis debitis quis.,2025-07-29 19:51:10.954087
20979,75,310,2025-04-03 17:15:30.570628,23.105088000000002,PIX,77806321,Rem eligendi numquam unde dolore. Quis voluptate id nostrum. Atque quia sunt cum.,2025-07-29 19:51:10.954087
20980,9388,271,2025-04-20 00:44:41.387644,26.657290999999997,PIX,13686116,Quia ipsam tenetur inventore. Maiores doloremque neque amet.,2025-07-29 19:51:10.954087
20981,9198,252,2024-01-23 01:05:27.565084,89.691966,PIX,28779223,Dignissimos quisquam asperiores labore. Ipsam doloribus nobis veritatis.,2025-07-29 19:51:10.954087
20982,1461,690,2023-09-21 21:31:33.727872,0.0,PIX,50306183,Nulla minima nam hic accusamus et. Provident vitae debitis.,2025-07-29 19:51:10.954087
20983,2843,977,2025-03-12 03:17:18.555352,178.765178,Cartão Crédito,90079405,Corrupti eum tempora.,2025-07-29 19:51:10.954087
20984,3723,949,2024-11-29 02:59:14.261865,261.21055,Dinheiro,51455538,Totam quas nihil hic magnam enim. Debitis velit quam rem assumenda.,2025-07-29 19:51:10.954087
20985,5787,417,2024-03-05 07:04:45.533736,0.0,PIX,16922525,Esse possimus saepe itaque. Perferendis nemo cum dolor facilis mollitia.,2025-07-29 19:51:10.954087
20986,647,375,2024-12-29 13:01:27.600798,61.634994,Cartão Crédito,84569486,Modi nobis at doloremque odit. Nulla dolore autem fugiat quasi similique.,2025-07-29 19:51:10.954087
20987,7003,659,2024-06-06 22:02:45.515130,171.121632,Cartão Crédito,08722225,Nihil alias fugit nihil sit ex voluptatem.,2025-07-29 19:51:10.954087
20988,4591,177,2023-08-17 18:16:29.236113,312.43141,PIX,50963003,Reiciendis molestias eos officia. Delectus aperiam veniam quo cumque.,2025-07-29 19:51:10.954087
20989,5579,52,2024-04-26 22:11:58.094998,0.0,Dinheiro,60133403,Assumenda beatae iusto sit quod cum culpa.,2025-07-29 19:51:10.954087
20990,8921,445,2024-08-22 09:38:05.022283,0.0,Dinheiro,46707734,Reprehenderit inventore nam laudantium voluptate voluptatem.,2025-07-29 19:51:10.954087
20991,3239,869,2023-08-04 15:03:45.373246,102.500424,Dinheiro,77766472,Ullam fugit nostrum quam dicta voluptatibus.,2025-07-29 19:51:10.954087
20992,3379,678,2023-08-09 16:33:27.186840,106.58303999999998,PIX,10622568,Magni vel sapiente officiis architecto.,2025-07-29 19:51:10.954087
20993,6421,88,2025-04-05 14:29:04.772529,6.160256,PIX,28636441,In rem ducimus consequatur. Rem officia commodi illo natus non praesentium.,2025-07-29 19:51:10.954087
20994,3162,362,2024-10-02 19:17:53.061405,26.502816,PIX,28458920,Quis repudiandae nulla saepe ipsam deserunt aut provident.,2025-07-29 19:51:10.954087
20995,5561,603,2023-12-10 07:41:37.343823,0.0,Cartão Crédito,61382879,Sit minima optio earum explicabo sit tempore. Ipsum consequuntur ipsum expedita.,2025-07-29 19:51:10.954087
20996,4787,349,2025-04-23 04:17:19.137898,0.0,PIX,45235887,Nihil exercitationem tenetur. Vitae molestiae blanditiis quod.,2025-07-29 19:51:10.954087
20997,3701,917,2024-10-27 18:22:28.526208,157.84806300000002,Dinheiro,20894504,Iste praesentium fugit earum maiores vitae nemo. Ratione sit quisquam aut recusandae.,2025-07-29 19:51:10.954087
20998,3857,732,2024-10-12 02:13:05.591461,0.0,PIX,87041132,"Sint est unde.
Dolorum ut sequi sit. Cum excepturi ipsa porro. Aperiam sint soluta fugiat omnis.",2025-07-29 19:51:10.954087
20999,6047,223,2024-11-26 18:26:38.053878,121.82862399999999,Dinheiro,40899299,Earum quis sapiente ea fugiat repellendus eaque itaque.,2025-07-29 19:51:10.954087
21000,2446,481,2024-12-17 18:18:18.971371,165.164412,Dinheiro,75542528,Quae nam id. Commodi asperiores quam sint doloribus totam.,2025-07-29 19:51:10.954087
21001,1922,436,2023-10-27 01:53:26.626598,76.00222799999999,Cartão Crédito,63294521,Eum tempora odio laudantium dicta. Error animi numquam aliquid. Voluptatibus ratione eveniet velit.,2025-07-29 19:51:10.954087
21002,4058,755,2025-03-23 03:56:08.454859,237.107104,Cartão Crédito,58867754,Cum iste suscipit iusto id velit consequuntur. Repudiandae soluta omnis sed ratione sequi.,2025-07-29 19:51:10.954087
21003,2966,792,2024-09-02 04:23:51.959381,97.323072,PIX,60682000,Tenetur nemo voluptatem alias. Modi placeat dolor.,2025-07-29 19:51:10.954087
21004,2332,423,2024-12-25 09:53:19.646813,102.86454,Dinheiro,61628175,Rerum ipsa officia. Rem sint sapiente.,2025-07-29 19:51:10.954087
21005,6022,211,2023-12-24 00:30:06.887104,0.0,Cartão Crédito,86681087,Fugit aut officiis quisquam aliquid. Modi impedit numquam cupiditate illum hic magni quidem.,2025-07-29 19:51:10.954087
21006,5779,157,2024-06-25 20:31:55.705536,0.0,Cartão Crédito,51569570,Quasi quo nostrum assumenda earum. Necessitatibus ipsa doloribus sequi quaerat ad.,2025-07-29 19:51:10.954087
21007,7189,906,2024-07-24 13:01:58.927883,170.71145,Dinheiro,95334066,Labore unde voluptates nostrum excepturi. Officia nam maiores corrupti quod.,2025-07-29 19:51:10.954087
21008,2986,401,2024-03-19 11:55:40.663631,0.0,Dinheiro,68906061,Facilis eaque odit architecto.,2025-07-29 19:51:10.954087
21009,4575,417,2023-12-28 05:34:59.983982,141.794113,Cartão Crédito,13749736,Iste praesentium ipsum expedita. Ducimus ab numquam saepe est. Cum aut nobis optio a delectus quis.,2025-07-29 19:51:10.954087
21010,8539,43,2023-11-15 01:37:36.073856,0.0,Dinheiro,10562734,Ullam eos iusto consequatur laboriosam numquam.,2025-07-29 19:51:10.954087
21011,8364,468,2023-11-22 18:58:21.675527,118.040513,PIX,00704151,Dolorum est ex porro ipsum voluptatem.,2025-07-29 19:51:10.954087
21012,6962,389,2023-10-14 18:32:08.459128,302.968372,Cartão Crédito,85094161,Ipsam quia id ratione. Unde similique eius deserunt expedita asperiores fugiat.,2025-07-29 19:51:10.954087
21013,979,615,2025-01-17 14:30:01.233415,95.37252000000001,PIX,91428240,Soluta eveniet atque quae nostrum rem voluptates. Officiis placeat et sunt.,2025-07-29 19:51:10.954087
21014,544,302,2023-08-04 17:47:59.587363,141.67282,PIX,54670655,Incidunt iusto laboriosam suscipit modi suscipit velit. Tenetur quod fuga culpa.,2025-07-29 19:51:10.954087
21015,8394,767,2024-11-29 08:32:32.173098,0.0,PIX,67705436,Similique debitis fuga rem nam excepturi. Repellat quia quidem officiis earum numquam iure.,2025-07-29 19:51:10.954087
21016,6861,384,2024-05-01 09:47:14.614775,68.286528,Cartão Crédito,67615841,Nesciunt soluta omnis. Tenetur vitae nobis suscipit nam voluptas. Similique occaecati laudantium.,2025-07-29 19:51:10.954087
21017,3957,385,2023-08-29 04:48:57.821671,0.0,PIX,44135799,Ea ea unde dolor nisi. Culpa sunt dolore molestiae.,2025-07-29 19:51:10.954087
21018,3841,740,2024-12-11 15:49:27.010023,281.08867,PIX,22888273,Repudiandae voluptatibus voluptates nisi velit. Similique dolores quam.,2025-07-29 19:51:10.954087
21019,5514,164,2024-11-15 16:00:44.196452,112.981572,PIX,35497905,Dolore temporibus nihil nemo et. Soluta rerum minima voluptates corrupti a neque.,2025-07-29 19:51:10.954087
21020,1605,318,2024-12-22 13:18:46.009806,51.047712000000004,PIX,10180419,"Nemo animi delectus ducimus magnam dolorem fugit. Fuga beatae sed.
Incidunt neque voluptate.",2025-07-29 19:51:10.954087
21021,4978,115,2025-06-04 09:59:19.530498,0.0,Cartão Crédito,11799481,Similique deleniti cumque perspiciatis. Similique nemo laudantium officia quidem fuga.,2025-07-29 19:51:10.954087
21022,3778,277,2024-05-18 09:05:34.451029,75.555312,PIX,65269152,Blanditiis quaerat non iure. Vel expedita fugiat sint. Et quasi suscipit quibusdam ab a alias fuga.,2025-07-29 19:51:10.954087
21023,6390,917,2024-08-07 12:28:41.261196,0.0,Cartão Crédito,21409035,Quam necessitatibus quam eligendi. Ut accusantium rem. Excepturi assumenda laborum accusamus natus.,2025-07-29 19:51:10.954087
21024,7593,527,2024-02-21 17:20:54.346070,0.0,PIX,98001330,Eveniet consectetur quasi provident perferendis similique. Tempore veniam rerum facilis.,2025-07-29 19:51:10.954087
21025,7472,50,2024-02-07 15:13:55.167830,213.86856600000002,PIX,59378266,In quos odit. Doloremque magnam iusto eum quia non.,2025-07-29 19:51:10.954087
21026,2164,565,2023-11-12 20:32:51.700768,0.0,PIX,52159923,At eaque maxime. Dolore veritatis itaque voluptate. Eum sequi quae similique recusandae.,2025-07-29 19:51:10.954087
21027,1141,123,2024-12-30 17:07:50.739999,260.96178899999995,Dinheiro,82836092,Ducimus exercitationem expedita quae ipsum ab velit. Commodi dolores tenetur nemo.,2025-07-29 19:51:10.954087
21028,9041,198,2025-03-27 16:12:22.453544,255.66718000000003,PIX,41470985,Deleniti numquam asperiores facilis deserunt fuga reiciendis modi.,2025-07-29 19:51:10.954087
21029,5552,412,2024-08-03 15:56:17.295159,178.06488,Cartão Crédito,40724881,Assumenda dolor deleniti. At suscipit dolor laborum.,2025-07-29 19:51:10.954087
21030,6269,145,2024-04-08 12:29:37.128906,90.281728,Cartão Crédito,03687161,Ea nihil eveniet vero quam odit fuga.,2025-07-29 19:51:10.954087
21031,8225,836,2023-12-06 05:35:09.391367,0.0,Cartão Crédito,13893538,Blanditiis fuga quam ea. Nam velit saepe ex ea deserunt quisquam neque.,2025-07-29 19:51:10.954087
21032,4569,377,2023-08-21 18:09:44.228236,0.0,Cartão Crédito,73082422,Cupiditate quo architecto suscipit nostrum ipsam.,2025-07-29 19:51:10.954087
21033,1989,810,2025-07-24 18:06:16.239862,0.0,Cartão Crédito,99939649,Alias excepturi facere asperiores eligendi ea id. Tempore nostrum nulla cupiditate.,2025-07-29 19:51:10.954087
21034,6748,255,2023-09-08 04:59:59.721510,0.0,PIX,79033985,Velit est consequatur occaecati doloribus. Dolore eum corrupti ex.,2025-07-29 19:51:10.954087
21035,8955,618,2024-03-04 18:26:21.957542,130.792512,PIX,36654208,At optio porro dignissimos quaerat. Nobis consectetur aliquam maxime.,2025-07-29 19:51:10.954087
21036,1459,494,2024-03-27 20:29:48.270862,67.302851,PIX,21233159,Enim iusto eum quod facilis. Sunt error animi ea. Dolorem ut facilis ipsam nihil.,2025-07-29 19:51:10.954087
21037,1728,58,2024-07-02 10:57:44.032424,155.729637,Cartão Crédito,36878413,Minus praesentium eius natus.,2025-07-29 19:51:10.954087
21038,6994,294,2025-07-01 18:35:00.608553,18.444958,Dinheiro,70835953,Quibusdam ex explicabo id veritatis quod ipsa. Fugiat quis laborum.,2025-07-29 19:51:10.954087
21039,8215,192,2024-08-29 11:00:50.119524,136.02398,PIX,82018078,Excepturi fuga atque quas expedita unde cupiditate. Possimus neque debitis dolorem quasi atque.,2025-07-29 19:51:10.954087
21040,1106,464,2025-05-04 06:48:30.263563,0.0,PIX,31424462,Eius explicabo delectus illum. Dolores corporis praesentium doloribus.,2025-07-29 19:51:10.954087
21041,6347,686,2025-04-17 12:34:19.601952,392.860488,Cartão Crédito,42902836,Corrupti recusandae ducimus. Molestias ullam vitae asperiores. Reprehenderit ipsam modi hic.,2025-07-29 19:51:10.954087
21042,7275,319,2025-06-07 09:38:13.309092,0.0,PIX,65572689,Quod qui qui veniam aut quisquam. Excepturi explicabo tenetur.,2025-07-29 19:51:10.954087
21043,3146,556,2024-11-09 23:40:21.487301,0.0,Dinheiro,71747507,Sunt quisquam eum occaecati nobis illo.,2025-07-29 19:51:10.954087
21044,6026,552,2024-07-18 12:22:16.688667,73.61897400000001,Cartão Crédito,39073525,Optio ullam libero voluptatem reprehenderit doloremque error. Enim reprehenderit tempore cum.,2025-07-29 19:51:10.954087
21045,5476,11,2024-02-26 02:24:03.110016,0.0,PIX,21587269,Explicabo eum dolores. Ipsum quod eaque iure.,2025-07-29 19:51:10.954087
21046,2249,920,2025-05-30 06:30:55.445276,33.648185,PIX,87203226,Aspernatur assumenda a neque. Fuga delectus culpa libero est doloremque.,2025-07-29 19:51:10.954087
21047,9578,605,2025-06-16 10:18:30.513083,0.0,Cartão Crédito,66508182,Atque consectetur suscipit aperiam recusandae. Corporis nisi quos animi corporis atque.,2025-07-29 19:51:10.954087
21048,7757,383,2023-08-17 19:55:37.114926,24.542063,Dinheiro,46545237,Dicta minima autem distinctio eligendi. Quas molestiae saepe omnis. Sequi dicta tenetur iste.,2025-07-29 19:51:10.954087
21049,3543,478,2023-08-27 03:52:06.535344,0.0,Dinheiro,38155420,Expedita ullam ratione enim at id ad. Minima tempora nesciunt minima debitis.,2025-07-29 19:51:10.954087
21050,4481,14,2024-03-22 12:33:36.476671,90.25555,PIX,33432175,Totam ipsum saepe non perspiciatis fugit animi nisi.,2025-07-29 19:51:10.954087
21051,5008,214,2025-05-11 02:21:45.421010,27.228721,PIX,32402766,Itaque nisi cum accusantium dolorem quae libero. Consequatur porro deleniti hic nesciunt eaque.,2025-07-29 19:51:10.954087
21052,9235,344,2025-05-24 07:47:55.365138,0.0,Cartão Crédito,62676465,Mollitia modi mollitia quae. Commodi distinctio quas magnam eius ullam.,2025-07-29 19:51:10.954087
21053,9036,65,2023-10-20 10:03:26.767442,107.40738,Cartão Crédito,69666230,Excepturi ipsum nobis earum velit veritatis expedita. Sequi nemo recusandae.,2025-07-29 19:51:10.954087
21054,1159,211,2025-04-30 23:10:34.826725,67.93914,PIX,99051662,Necessitatibus cupiditate alias velit nemo facere.,2025-07-29 19:51:10.954087
21055,1358,864,2024-03-24 15:24:44.223677,94.974882,Dinheiro,17883207,Quia nostrum officiis.,2025-07-29 19:51:10.954087
21056,6689,142,2024-10-25 20:26:21.498517,0.0,Dinheiro,21322174,Dignissimos laborum facilis. Necessitatibus ducimus officiis vel pariatur.,2025-07-29 19:51:10.954087
21057,3206,261,2023-08-02 05:27:18.121018,321.95069199999995,PIX,51255398,Doloribus tempora itaque. Officiis incidunt dolorem reprehenderit harum numquam beatae.,2025-07-29 19:51:10.954087
21058,6366,839,2025-04-24 07:35:50.243586,78.79299699999999,Cartão Crédito,09186033,Placeat earum quisquam deleniti. Voluptates distinctio soluta.,2025-07-29 19:51:10.954087
21059,3204,361,2024-04-03 23:04:02.141272,0.0,PIX,48157216,Expedita eos officia facere. Odit nesciunt nihil molestias aspernatur officiis numquam.,2025-07-29 19:51:10.954087
21060,6093,724,2024-09-02 23:58:32.883646,45.727681999999994,PIX,09721135,Eius provident autem placeat.,2025-07-29 19:51:10.954087
21061,3841,383,2024-02-08 04:09:01.537108,70.80647,Dinheiro,53324696,Laudantium minus ea officia quisquam facilis. Cupiditate sunt corrupti fugiat sequi.,2025-07-29 19:51:10.954087
21062,5375,440,2024-11-07 11:29:12.345412,0.0,PIX,21979712,Voluptate ipsa illo ullam. Autem amet asperiores vitae enim minima.,2025-07-29 19:51:10.954087
21063,8934,977,2023-09-25 14:48:58.073996,161.388507,PIX,12260003,Porro quo quisquam. Nobis perferendis corrupti deleniti natus velit.,2025-07-29 19:51:10.954087
21064,2397,68,2024-01-10 14:39:29.262953,45.64518,PIX,81731862,Sequi sed nesciunt laborum. Vel deserunt eaque accusamus sunt iste.,2025-07-29 19:51:10.954087
21065,6414,325,2023-12-03 23:39:25.023767,63.508215,PIX,79202893,Quas maiores laboriosam voluptatem dicta facilis magni commodi. Dignissimos consectetur id qui.,2025-07-29 19:51:10.954087
21066,3231,323,2024-06-24 05:57:40.159571,129.924124,PIX,78121423,Provident labore repellendus ratione adipisci repudiandae eveniet.,2025-07-29 19:51:10.954087
21067,1597,305,2023-08-23 19:51:41.866828,60.994438,Cartão Crédito,27984741,Quod in explicabo excepturi vero assumenda aliquid vero. Fugiat beatae itaque facere.,2025-07-29 19:51:10.954087
21068,3343,93,2024-01-17 20:21:14.962255,42.765952,PIX,39958907,Similique reiciendis vero architecto. Ut delectus quidem tempora consequuntur distinctio.,2025-07-29 19:51:10.954087
21069,4714,954,2024-09-16 09:21:20.874693,71.521364,Dinheiro,82110192,Repellat soluta rem quia magnam maiores. Unde expedita deserunt odit.,2025-07-29 19:51:10.954087
21070,3849,294,2024-01-21 07:00:23.800449,213.933953,Cartão Crédito,80177296,Eum dignissimos excepturi officia. Rem non ex.,2025-07-29 19:51:10.954087
