EstabelecimentoID,TipoEstabelecimentoID,CidadeID,NomeEstabelecimento,Endereco,CEP,Latitude,Longitude,Telefone,HorarioFuncionamento,DataAbertura,DataCriacao,Ativo
503,2,479,da Paz,"Praia Ana Clara Araújo, 5
Havaí
44297810 Cardoso / MG",60149572,-23.41702744087831,-46.69220681728376,0500-036-6759,08:00-22:00,2015-12-14,2025-07-29 19:50:56.311614,1
504,4,297,Albuquerque - ME,"Loteamento Duarte, 714
Milionario
19563068 Sá / PB",48241-187,-23.410167713052967,-46.65317620074241,+55 51 2993 8980,08:00-22:00,2022-11-09,2025-07-29 19:50:56.311614,1
505,2,224,da Rocha,"Pátio Gabrielly Pinto, 1
Cônego Pinheiro 2ª Seção
55811-834 Pacheco de Câmara / PE",89100163,-23.56775743920611,-46.661517193495314,+55 (051) 5138 3924,08:00-22:00,2017-01-06,2025-07-29 19:50:56.311614,1
506,5,455,Aparecida S/A,"Ladeira José Porto, 591
Flavio De Oliveira
03291349 Abreu de Moreira / PB",61405-959,-23.553626795616594,-46.72288538058006,+55 71 3714-2043,08:00-22:00,2023-11-10,2025-07-29 19:50:56.311614,1
507,3,480,Fonseca,"Trecho Valentina Fogaça, 5
Virgínia
78033385 Dias / RN",94057605,-23.61551340951327,-46.61340611236095,+55 (011) 2875-8846,08:00-22:00,2020-06-21,2025-07-29 19:50:56.311614,1
508,4,362,da Rosa - ME,"Lago da Rocha, 56
Candelaria
46527-644 Novais dos Dourados / RN",84642-678,-23.54747027922155,-46.69851791078983,81 6056-9589,08:00-22:00,2024-09-23,2025-07-29 19:50:56.311614,1
509,9,440,Carvalho,"Recanto Costa, 86
Vila Madre Gertrudes 3ª Seção
86238342 Barbosa / AP",38667-879,-23.654785590540236,-46.690175103576145,(051) 4053-3668,08:00-22:00,2023-06-28,2025-07-29 19:50:56.311614,1
510,10,377,Vieira Moreira - EI,"Rua de Garcia
Prado
47642-953 Sá / RR",43210-657,-23.49857071177254,-46.76834098115922,(081) 0389 2274,08:00-22:00,2023-10-16,2025-07-29 19:50:56.311614,1
511,5,89,Silveira S.A.,"Pátio Maria Luísa Fonseca
Havaí
31014-463 Andrade / RS",42543-339,-23.69252023960049,-46.622330599472676,41 8638 2070,08:00-22:00,2018-11-18,2025-07-29 19:50:56.311614,1
512,9,225,Gonçalves Santos S.A.,"Vereda Dom Nascimento, 54
Santa Cecilia
17456275 Oliveira de Freitas / RO",28277-717,-23.629311673114334,-46.60341588743151,(031) 9003-1033,08:00-22:00,2015-08-09,2025-07-29 19:50:56.311614,1
513,5,499,Guerra Montenegro - EI,"Pátio Pimenta, 38
Xodo-Marize
44640-158 Alves / RS",71543539,-23.637578490542605,-46.57261493386152,+55 (051) 8078-3412,08:00-22:00,2020-11-25,2025-07-29 19:50:56.311614,1
514,10,447,Aragão,"Viaduto da Paz, 4
Milionario
96391944 Pimenta Alegre / AM",06267731,-23.41863327857338,-46.52879723606185,+55 (051) 6888-4466,08:00-22:00,2025-03-06,2025-07-29 19:50:56.311614,1
515,9,118,Macedo Caldeira S.A.,"Núcleo de Monteiro, 9
Sagrada Família
83675938 da Mota de das Neves / PE",58219-404,-23.656529474487645,-46.5701986633029,31 6992-7170,08:00-22:00,2021-08-15,2025-07-29 19:50:56.311614,1
516,8,156,Pereira,"Rua Eloá Garcia, 40
Independência
94111-902 Moura das Flores / RO",87544922,-23.43276736476507,-46.72927690015498,+55 81 5525-9847,08:00-22:00,2017-09-21,2025-07-29 19:50:56.311614,1
517,1,459,Cunha,"Lago de Viana, 8
São Marcos
55902-197 da Cunha / PI",08833530,-23.66269253358955,-46.729303452160686,21 1835-6741,08:00-22:00,2019-06-02,2025-07-29 19:50:56.311614,1
518,3,159,da Mota - EI,"Viaduto de Cavalcanti, 717
Novo São Lucas
21178390 Pires Verde / RN",65611-792,-23.50479060411586,-46.52547384133143,11 3388 9224,08:00-22:00,2024-08-08,2025-07-29 19:50:56.311614,1
519,5,183,Ferreira Rezende Ltda.,"Trecho da Luz, 67
Vila Real 2ª Seção
94225706 Azevedo / MS",51236-395,-23.604034209547997,-46.56295992917545,+55 21 0358 0739,08:00-22:00,2020-12-24,2025-07-29 19:50:56.311614,1
520,3,436,Freitas - EI,"Fazenda Caio Araújo, 29
Calafate
07794369 Vargas de Fonseca / TO",53313-690,-23.6051992894359,-46.56532607090673,(084) 0152-8330,08:00-22:00,2025-02-04,2025-07-29 19:50:56.311614,1
521,10,202,Alves,"Rua Macedo
Petropolis
19694-628 da Costa do Amparo / AL",24472-864,-23.40051866996356,-46.58408590196684,+55 81 5668 2020,08:00-22:00,2017-08-11,2025-07-29 19:50:56.311614,1
522,1,66,Dias Cunha - EI,"Jardim de Viana, 12
Santo André
18513216 da Mota dos Dourados / PE",79184-831,-23.632187142662122,-46.71983940262386,+55 (061) 8670-8113,08:00-22:00,2017-04-06,2025-07-29 19:50:56.311614,1
523,2,46,Farias - EI,"Via Isaque Barros, 3
Maria Virgínia
54144-081 Cavalcante de das Neves / AM",86379755,-23.639231979619666,-46.54577689727789,+55 61 7660-5179,08:00-22:00,2022-07-11,2025-07-29 19:50:56.311614,1
524,2,364,Cassiano S/A,"Lago Rezende, 65
Cônego Pinheiro 1ª Seção
96392987 da Rocha da Praia / TO",32081-647,-23.52319957527061,-46.75713459657596,11 5021-0839,08:00-22:00,2015-08-31,2025-07-29 19:50:56.311614,1
525,4,260,Aparecida e Filhos,"Vale Jesus, 49
Morro Dos Macacos
12467287 Dias / AC",08063717,-23.477774280891428,-46.694994717210626,71 3716-1347,08:00-22:00,2020-07-15,2025-07-29 19:50:56.311614,1
526,6,406,da Rosa,"Distrito de Mendes, 45
Dom Silverio
10806-161 Sampaio da Praia / RO",84237413,-23.405248642942965,-46.69605763801907,84 9714 2297,08:00-22:00,2020-07-15,2025-07-29 19:50:56.311614,1
527,2,429,Machado Nunes - EI,"Aeroporto de Castro, 5
Unidas
50316-607 Cavalcante da Serra / CE",06841799,-23.48957586772876,-46.631960357487586,+55 (081) 7578 5727,08:00-22:00,2016-10-22,2025-07-29 19:50:56.311614,1
528,6,244,da Paz da Cruz - EI,"Estação Costa, 73
Comiteco
76608473 Ferreira / AC",93071-728,-23.531438680124875,-46.66096693320132,+55 84 8253 6072,08:00-22:00,2024-02-15,2025-07-29 19:50:56.311614,1
529,1,156,Sá - EI,"Setor Mendonça, 6
Alto Dos Pinheiros
41454-342 Caldeira Paulista / PE",68234354,-23.57726048467257,-46.66205756007004,(051) 6057-9371,08:00-22:00,2017-07-04,2025-07-29 19:50:56.311614,1
530,8,394,Moraes Viana - ME,"Largo Almeida, 44
Solimoes
82528-779 Gomes / AP",86891-766,-23.5214661573082,-46.633928270616124,21 9734-9145,08:00-22:00,2016-12-11,2025-07-29 19:50:56.311614,1
531,3,450,Freitas Nogueira S.A.,"Núcleo de Abreu, 95
Monte São José
97323485 Nascimento de Jesus / SE",09990-818,-23.519749500974193,-46.67537446352636,(021) 6771 5810,08:00-22:00,2018-06-11,2025-07-29 19:50:56.311614,1
532,8,249,Montenegro Fogaça S.A.,"Alameda Dias, 5
Universo
02017-693 da Paz do Amparo / SP",31719-491,-23.6346865518407,-46.72500503060468,71 1965-1013,08:00-22:00,2019-08-26,2025-07-29 19:50:56.311614,1
533,3,433,Pires e Filhos,"Travessa Carvalho, 74
Bandeirantes
16213090 Souza das Pedras / AC",77731550,-23.49863743153986,-46.600763784669795,+55 (031) 3338 0802,08:00-22:00,2018-12-12,2025-07-29 19:50:56.311614,1
534,1,95,Novais Novaes - EI,"Viela Ribeiro, 81
Brasil Industrial
93638774 Guerra de Peixoto / MT",22749-000,-23.63867286280068,-46.562809986348476,81 9995-9792,08:00-22:00,2024-01-05,2025-07-29 19:50:56.311614,1
535,4,255,Macedo,"Campo Nogueira, 88
Vila Rica
93000-370 Porto dos Dourados / RS",56938-837,-23.55301355298139,-46.65630123634662,+55 71 7057-6221,08:00-22:00,2021-04-13,2025-07-29 19:50:56.311614,1
536,3,362,Ramos,"Feira Juan Abreu
Independência
05452-032 Fonseca / MT",93452081,-23.622039146211026,-46.60515504398565,+55 31 7588 1000,08:00-22:00,2024-08-26,2025-07-29 19:50:56.311614,1
537,8,471,Melo,"Viela da Mata
Gutierrez
76782065 Cassiano de Melo / AL",58160-792,-23.606159692881075,-46.639391015453086,+55 (011) 7965 1932,08:00-22:00,2016-09-05,2025-07-29 19:50:56.311614,1
538,1,336,Fernandes,"Condomínio Sales, 1
Dom Bosco
82931096 Mendes do Oeste / PI",05126532,-23.51583689400119,-46.78230106843887,+55 21 8570 2780,08:00-22:00,2018-02-19,2025-07-29 19:50:56.311614,1
539,9,201,Martins Cavalcanti - EI,"Vila de Sá, 50
Santa Margarida
66216518 Dias / SC",02385202,-23.68065446557866,-46.67307460153076,+55 11 5444 7122,08:00-22:00,2022-11-01,2025-07-29 19:50:56.311614,1
540,9,307,Moura,"Pátio Fogaça, 25
Novo Aarão Reis
66227-820 da Rosa / MS",06413-814,-23.69638955540273,-46.79704425014348,+55 31 0767 2252,08:00-22:00,2020-03-13,2025-07-29 19:50:56.311614,1
541,6,427,Teixeira Moura - EI,"Favela de Abreu, 380
Alto Caiçaras
52325-510 das Neves / RS",63579-174,-23.660813997135705,-46.601436216550574,0800-838-3736,08:00-22:00,2019-12-10,2025-07-29 19:50:56.311614,1
542,5,134,Macedo da Luz Ltda.,"Travessa da Rocha, 57
Vista Alegre
81226-520 Campos da Serra / MG",83786596,-23.64938790657765,-46.64755155903462,84 7821-9806,08:00-22:00,2017-12-21,2025-07-29 19:50:56.311614,1
543,5,377,Freitas,"Fazenda de Pastor, 64
Marçola
51735-892 Moraes / PB",16286-876,-23.64063810958631,-46.76195053944609,(051) 8731 1065,08:00-22:00,2021-01-10,2025-07-29 19:50:56.311614,1
544,6,153,Pinto e Filhos,"Praia Daniela Ramos
Vila Jardim Montanhes
78694-998 Viana / RN",80596009,-23.467820678935656,-46.637342540376345,(084) 7518 3969,08:00-22:00,2023-01-03,2025-07-29 19:50:56.311614,1
545,7,255,Porto S.A.,"Rodovia Carolina Rodrigues, 784
Dom Joaquim
85895-292 Novaes / DF",29545385,-23.565942609888637,-46.530472199091605,+55 (071) 1786 9609,08:00-22:00,2020-07-17,2025-07-29 19:50:56.311614,1
546,8,260,Moraes,"Rodovia Cardoso, 67
Garças
37981-263 Ramos Verde / SC",17367108,-23.559019159846716,-46.69785277056671,+55 71 2321 0011,08:00-22:00,2017-07-17,2025-07-29 19:50:56.311614,1
547,3,240,Casa Grande,"Avenida João Miguel Ribeiro, 225
Barão Homem De Melo 1ª Seção
15153-052 Fogaça / SP",25878-741,-23.506699751143337,-46.50528937013011,+55 (061) 6994-9981,08:00-22:00,2019-05-02,2025-07-29 19:50:56.311614,1
548,10,460,Araújo,"Parque Otto da Conceição
Piraja
36446971 Jesus / GO",99913-522,-23.481267369476143,-46.51218602797735,+55 (011) 1735 3448,08:00-22:00,2018-10-13,2025-07-29 19:50:56.311614,1
549,1,152,Nogueira,"Jardim Barros, 1
Conjunto Floramar
27509158 Abreu de da Cruz / PR",02768248,-23.698947495133968,-46.56440704726305,0800-352-0047,08:00-22:00,2021-03-06,2025-07-29 19:50:56.311614,1
550,5,440,Oliveira,"Rodovia Ravi Lucca Lopes, 9
Piratininga
75033-849 da Cruz dos Dourados / RN",59188694,-23.442982399258447,-46.555860006654314,+55 (041) 5483 6490,08:00-22:00,2020-06-24,2025-07-29 19:50:56.311614,1
551,1,91,Silva,"Favela de Sales
São Gabriel
20131155 Mendonça / CE",29467-252,-23.403469545817767,-46.67683639194004,0500 578 2886,08:00-22:00,2019-04-07,2025-07-29 19:50:56.311614,1
552,2,240,Moura Correia - EI,"Praia Fogaça, 4
João Paulo Ii
22497-837 Porto Paulista / DF",36380731,-23.663457770328474,-46.679237671410874,+55 (011) 6529-4140,08:00-22:00,2022-09-08,2025-07-29 19:50:56.311614,1
553,8,183,Mendes,"Ladeira Castro, 3
Ipiranga
28460-345 Martins / TO",94484907,-23.50467582490293,-46.5136807925199,+55 (051) 7245 3524,08:00-22:00,2022-09-30,2025-07-29 19:50:56.311614,1
554,3,310,Porto Pereira e Filhos,"Vereda Casa Grande, 56
Vila Paquetá
77937419 Sampaio das Pedras / RJ",69997462,-23.699275873679706,-46.690141125133906,+55 51 9525 8778,08:00-22:00,2024-03-14,2025-07-29 19:50:56.311614,1
555,10,259,Nascimento,"Feira Melo, 1
Maravilha
76700505 Souza da Prata / CE",16831-210,-23.685291154147624,-46.77093813327809,+55 (081) 0531 4623,08:00-22:00,2024-07-01,2025-07-29 19:50:56.311614,1
556,4,460,Andrade,"Trecho José Pedro da Costa, 37
Canadá
56710-356 Farias / SP",44131-403,-23.61449969397418,-46.75418967354262,0500 116 0937,08:00-22:00,2020-05-26,2025-07-29 19:50:56.311614,1
557,6,431,Andrade,"Favela Mendes, 681
Vila Primeiro De Maio
06496-911 Novaes da Prata / CE",60544-589,-23.44607877467411,-46.586880310442126,+55 31 6190-3061,08:00-22:00,2023-10-27,2025-07-29 19:50:56.311614,1
558,8,500,Novaes S/A,"Jardim de Leão
Nova Gameleira
04893629 Teixeira da Serra / PB",03547898,-23.504249729568677,-46.68510571947311,11 9952 7262,08:00-22:00,2019-07-21,2025-07-29 19:50:56.311614,1
559,1,286,da Paz,"Travessa da Cunha, 31
Vila Aeroporto Jaraguá
28540017 Martins / ES",85770236,-23.5662537204083,-46.74019714808634,(051) 1927-3969,08:00-22:00,2021-07-01,2025-07-29 19:50:56.311614,1
560,2,76,Almeida,"Estação de Cunha, 21
Solimoes
33276837 Ramos de Silveira / MG",09155-480,-23.56842045791928,-46.55586416139508,+55 61 5136-9855,08:00-22:00,2020-09-06,2025-07-29 19:50:56.311614,1
561,6,297,Monteiro,"Parque Novaes, 14
Vila Da Amizade
84859098 Rezende / DF",56668-078,-23.560183927694062,-46.65339795279801,+55 81 5520 2722,08:00-22:00,2016-12-10,2025-07-29 19:50:56.311614,1
562,8,362,Barbosa,"Ladeira Machado, 88
Capitão Eduardo
50282561 Peixoto Paulista / AC",44511760,-23.6066900676597,-46.629707638569066,+55 (061) 1919 6116,08:00-22:00,2024-05-22,2025-07-29 19:50:56.311614,1
563,8,183,Cardoso Sampaio S/A,"Jardim de Campos, 531
União
25536245 da Rosa / AP",74040274,-23.436685644712345,-46.753815193604964,+55 (041) 5822-2399,08:00-22:00,2023-08-31,2025-07-29 19:50:56.311614,1
564,3,59,da Rosa,"Parque Kevin Souza
Vila São Gabriel Jacui
43754-570 das Neves / CE",74583092,-23.52963926064006,-46.742173739575215,+55 (021) 6673 9928,08:00-22:00,2020-04-08,2025-07-29 19:50:56.311614,1
565,4,40,Correia,"Condomínio da Costa, 7
Novo Tupi
30081-160 Sá das Pedras / SE",96073-174,-23.554815010942242,-46.76224318890785,+55 11 3448 9387,08:00-22:00,2025-01-03,2025-07-29 19:50:56.311614,1
566,10,45,Lopes da Mota - ME,"Lagoa Maria Helena Guerra, 1
Novo Das Industrias
28260606 Alves Alegre / RR",30930-431,-23.56047701905287,-46.64563716022967,(051) 2933 9268,08:00-22:00,2023-09-06,2025-07-29 19:50:56.311614,1
567,4,406,Correia,"Residencial Novaes, 78
Serrano
37048-095 Cavalcante de Cunha / SE",02718-607,-23.419252059930617,-46.56730289648182,61 8919-2060,08:00-22:00,2021-06-27,2025-07-29 19:50:56.311614,1
568,4,15,Brito,"Viela de Araújo, 2
Nova Pampulha
79529-499 Gomes / CE",39387491,-23.482901421534095,-46.58031442683556,+55 (081) 8499-2571,08:00-22:00,2016-08-04,2025-07-29 19:50:56.311614,1
569,2,220,Alves,"Estação Henry da Mata, 552
Ventosa
83130-210 Viana da Serra / MG",91796346,-23.656555633585022,-46.721630753843336,(084) 0015-8061,08:00-22:00,2020-10-02,2025-07-29 19:50:56.311614,1
570,6,273,Gomes Ltda.,"Morro de Brito, 3
Tirol
35583224 Nogueira da Mata / RS",60481833,-23.56890894901702,-46.54453494362831,+55 (031) 9704-4302,08:00-22:00,2020-01-12,2025-07-29 19:50:56.311614,1
571,8,187,Jesus e Filhos,"Trevo Alves, 91
São Francisco Das Chagas
05552-846 Abreu dos Dourados / AM",72561-677,-23.61348833687564,-46.76830174555787,+55 (071) 4353 2773,08:00-22:00,2018-08-26,2025-07-29 19:50:56.311614,1
572,9,364,Brito,"Rua de Casa Grande
Vila Primeiro De Maio
21281927 Leão da Mata / BA",62487693,-23.40393940268095,-46.765785008975065,(081) 3927-7395,08:00-22:00,2019-04-23,2025-07-29 19:50:56.311614,1
573,1,496,Azevedo,"Aeroporto de Aragão, 555
Parque São Pedro
35160-698 Souza de Câmara / TO",34594606,-23.575381288106044,-46.54520871521874,+55 71 3760-2656,08:00-22:00,2022-11-07,2025-07-29 19:50:56.311614,1
574,1,25,Brito,"Parque de Montenegro, 52
Ermelinda
71471-748 Fernandes / BA",81719712,-23.679638969091066,-46.72667413164723,(031) 6875-7579,08:00-22:00,2022-04-05,2025-07-29 19:50:56.311614,1
575,9,299,Cavalcante S.A.,"Vila Cauã da Paz, 104
Santa Sofia
65206757 Abreu / CE",47227-208,-23.576636399561156,-46.58756524660797,+55 (031) 8047-0802,08:00-22:00,2017-03-06,2025-07-29 19:50:56.311614,1
576,4,192,Dias,"Condomínio de Moreira, 54
Marmiteiros
24107-240 Araújo das Flores / AP",61020860,-23.603594915818217,-46.7972761224235,+55 (061) 2140-5958,08:00-22:00,2024-01-20,2025-07-29 19:50:56.311614,1
577,7,179,Fernandes S.A.,"Distrito de Fernandes, 7
Flamengo
05031-798 Carvalho do Norte / AC",62598-589,-23.520125205876525,-46.77191967341425,61 5330-2807,08:00-22:00,2017-11-06,2025-07-29 19:50:56.311614,1
578,2,61,da Rocha,"Condomínio Cunha, 2
São Paulo
27452-260 Vargas do Amparo / AC",83563-592,-23.63217654743129,-46.617213387383316,+55 41 0352 0025,08:00-22:00,2021-04-02,2025-07-29 19:50:56.311614,1
579,10,429,Rodrigues,"Trecho de Nunes, 8
Santa Cruz
99680813 Moraes de Nogueira / RR",65962845,-23.689207905090186,-46.74527521353663,51 0664 0807,08:00-22:00,2017-05-21,2025-07-29 19:50:56.311614,1
580,1,131,Carvalho da Costa Ltda.,"Avenida de Guerra, 48
Graça
29956751 Mendonça do Oeste / RO",51842-579,-23.671235887452333,-46.79153589410617,61 6822-1630,08:00-22:00,2023-09-06,2025-07-29 19:50:56.311614,1
581,7,249,da Mota S.A.,"Lago Eduardo Abreu, 68
Jaqueline
31422-992 das Neves do Campo / GO",14674-732,-23.61505572313969,-46.659915972995,+55 51 5125 4007,08:00-22:00,2018-01-30,2025-07-29 19:50:56.311614,1
582,6,164,Vargas,"Praça Barros, 5
Jardim Alvorada
87773-869 Almeida / TO",88773-953,-23.595503210540066,-46.700843850216444,+55 (081) 8073 1237,08:00-22:00,2024-06-17,2025-07-29 19:50:56.311614,1
583,3,479,Ramos S.A.,"Alameda de Fernandes
Oeste
75629-104 Rocha / AC",12830562,-23.449664837986578,-46.55932292157506,+55 (011) 0257 7606,08:00-22:00,2019-05-11,2025-07-29 19:50:56.311614,1
584,10,207,Nascimento,"Passarela Gabrielly Moura
Conjunto Paulo Vi
16772-820 Costela dos Dourados / ES",59613-405,-23.618979094795684,-46.554351302669005,0900 383 4240,08:00-22:00,2016-08-15,2025-07-29 19:50:56.311614,1
585,4,238,Sampaio,"Jardim de Gomes, 5
Virgínia
21231-808 da Luz de Minas / PR",95128536,-23.690552083957186,-46.61567306363724,+55 (051) 2671-3501,08:00-22:00,2021-06-22,2025-07-29 19:50:56.311614,1
586,1,192,Albuquerque Carvalho e Filhos,"Via Garcia
Álvaro Camargos
87612-109 Cavalcante Grande / RJ",18619235,-23.465779955039142,-46.712089876096066,+55 (051) 8201 4367,08:00-22:00,2022-08-29,2025-07-29 19:50:56.311614,1
587,7,28,Vargas,"Quadra Castro
Jardim Alvorada
93109-048 Duarte de Novaes / MA",71081-754,-23.43932472897331,-46.661512004621265,+55 (021) 3310-1731,08:00-22:00,2016-01-13,2025-07-29 19:50:56.311614,1
588,9,107,Moraes - ME,"Estação Moura, 193
Rio Branco
42651070 Pires Paulista / PR",96650725,-23.552308128779842,-46.589323191868615,+55 (021) 1164 9921,08:00-22:00,2023-04-08,2025-07-29 19:50:56.311614,1
589,1,223,Camargo,"Recanto Porto, 91
Vila Bandeirantes
83951-802 Peixoto de Sá / SC",13481-657,-23.614521830773057,-46.779207434053404,+55 (041) 9376-4980,08:00-22:00,2022-09-23,2025-07-29 19:50:56.311614,1
590,2,380,Vasconcelos,"Passarela Siqueira, 93
Horto Florestal
70237699 Montenegro da Prata / TO",01414-934,-23.468358035964474,-46.70025087350156,81 9262-0461,08:00-22:00,2016-12-12,2025-07-29 19:50:56.311614,1
591,2,429,Cirino,"Praça Alexandre Sampaio, 8
Fernão Dias
20825992 Lopes de Mendes / PR",31934-577,-23.6973304779954,-46.55328908972725,+55 (071) 8421 2462,08:00-22:00,2025-03-02,2025-07-29 19:50:56.311614,1
592,6,84,Caldeira - EI,"Fazenda Lopes, 19
Vale Do Jatoba
32613-283 Casa Grande / AC",28967565,-23.42279153126763,-46.67819143732589,(061) 0167-2488,08:00-22:00,2015-12-27,2025-07-29 19:50:56.311614,1
593,5,498,Marques Ltda.,"Distrito de Rocha, 49
São Jorge 2ª Seção
83841-602 Duarte do Oeste / PI",38131-318,-23.440340506536806,-46.61259959660536,+55 (041) 6360-6414,08:00-22:00,2024-10-30,2025-07-29 19:50:56.311614,1
594,6,237,Vasconcelos,"Parque Isadora Ferreira, 17
Petropolis
38433-620 da Conceição / BA",42722-339,-23.536550037013548,-46.771099689259415,11 3116-3029,08:00-22:00,2016-04-01,2025-07-29 19:50:56.311614,1
595,1,149,Campos,"Distrito de Câmara, 95
São Jorge 1ª Seção
79974-629 Cunha / AL",06099-758,-23.616725643627063,-46.56688620744478,(011) 7319-6828,08:00-22:00,2019-12-02,2025-07-29 19:50:56.311614,1
596,6,283,Azevedo,"Ladeira Zoe Vieira, 73
São Tomaz
61552378 Pastor / BA",94404-426,-23.6901465351753,-46.76986035301883,+55 31 0781-0321,08:00-22:00,2020-04-05,2025-07-29 19:50:56.311614,1
597,6,339,Camargo Rodrigues - EI,"Viela de Jesus, 901
Capitão Eduardo
34036-992 Mendes / MG",32121054,-23.40005287494094,-46.541542423649176,+55 61 5522 0544,08:00-22:00,2023-07-12,2025-07-29 19:50:56.311614,1
598,7,100,Leão,"Sítio de Carvalho, 63
Piraja
23195317 Pastor da Serra / PR",93275-271,-23.471377883088394,-46.768019686533094,41 9715 8002,08:00-22:00,2021-01-30,2025-07-29 19:50:56.311614,1
599,2,332,Monteiro,"Trecho Lopes, 9
Mariano De Abreu
23719-733 Brito / RN",99267258,-23.598387037257552,-46.5327321710491,61 8664-4907,08:00-22:00,2017-10-25,2025-07-29 19:50:56.311614,1
600,6,35,Pires,"Trevo de Pacheco, 34
Maria Goretti
24581-865 Costa da Serra / AC",52925-315,-23.694218408508362,-46.69086903773185,+55 (061) 8282-2723,08:00-22:00,2022-08-23,2025-07-29 19:50:56.311614,1
601,9,432,Sá,"Rodovia Marques, 6
Barroca
68778-738 das Neves do Galho / PR",69924560,-23.50821248146177,-46.61264078046771,(071) 6936-8617,08:00-22:00,2023-05-12,2025-07-29 19:50:56.311614,1
602,9,97,Montenegro,"Condomínio de Correia, 94
Vila Copasa
57280075 Rios de Fogaça / RJ",96118763,-23.40392879827449,-46.54603483450846,+55 31 0647 7990,08:00-22:00,2018-03-26,2025-07-29 19:50:56.311614,1
603,2,356,Montenegro,"Jardim de Macedo, 17
Bairro Das Indústrias Ii
88277737 Souza / MG",95087-986,-23.4878781874102,-46.796927573702824,(071) 4821 3457,08:00-22:00,2022-05-18,2025-07-29 19:50:56.311614,1
604,5,233,Guerra - EI,"Rodovia Sarah Martins, 16
Conjunto Taquaril
59826417 Silveira / MA",31447236,-23.674885677429057,-46.720292051578106,+55 71 2198 9960,08:00-22:00,2018-10-30,2025-07-29 19:50:56.311614,1
605,7,407,Machado,"Rodovia Jade Machado
Maria Helena
25012202 Silveira Alegre / AC",01340132,-23.57931648834793,-46.52749850361224,84 2714 7088,08:00-22:00,2024-12-05,2025-07-29 19:50:56.311614,1
606,5,448,da Cruz Freitas e Filhos,"Travessa Lorena Azevedo, 28
Independência
30246073 Vasconcelos de Silveira / AP",48815528,-23.667244961181733,-46.68354718182456,+55 (081) 2282 8323,08:00-22:00,2016-07-12,2025-07-29 19:50:56.311614,1
607,3,13,Sousa,"Morro Ana Liz das Neves, 79
Cachoeirinha
76061-603 Mendes / GO",11916-508,-23.426351835119714,-46.58808722226071,+55 (071) 0157 1127,08:00-22:00,2025-01-05,2025-07-29 19:50:56.311614,1
608,1,246,Moreira,"Rua de Correia, 384
Vila Minaslandia
76279-875 Fonseca da Prata / BA",76661557,-23.600875658714227,-46.757996383153944,+55 (041) 1988 3936,08:00-22:00,2016-04-19,2025-07-29 19:50:56.311614,1
609,7,414,Porto Ltda.,"Travessa de Brito, 27
Ernesto Nascimento
47493-511 Sales / RN",40891-691,-23.4799870411978,-46.59648851957662,41 4772 2880,08:00-22:00,2020-07-24,2025-07-29 19:50:56.311614,1
610,8,458,Azevedo,"Passarela Andrade, 45
Madre Gertrudes
46844-800 Caldeira das Flores / AP",69830-599,-23.674592892597268,-46.778051701342186,21 7504-4176,08:00-22:00,2024-10-06,2025-07-29 19:50:56.311614,1
611,6,489,Leão,"Passarela Ravy Rezende, 524
Vila Cemig
42337-842 Martins Grande / SC",21567986,-23.661475591261368,-46.5848024580706,(081) 5093 3917,08:00-22:00,2015-10-18,2025-07-29 19:50:56.311614,1
612,7,404,Moreira,"Estação Alice Camargo, 3
Vila Califórnia
16409-606 Santos do Norte / AC",61277584,-23.49615370138479,-46.702858513683964,+55 (081) 0884-6677,08:00-22:00,2019-02-14,2025-07-29 19:50:56.311614,1
613,9,262,Martins e Filhos,"Sítio de Camargo, 19
Santa Inês
98888416 Lima das Pedras / DF",61007-548,-23.44695601549135,-46.66024570321402,+55 81 9183 7597,08:00-22:00,2019-06-26,2025-07-29 19:50:56.311614,1
614,2,223,da Paz,"Distrito Rezende, 9
Santa Tereza
58812314 Fogaça do Campo / SE",84044-441,-23.639565013100615,-46.75012194570988,31 5351-3860,08:00-22:00,2021-06-19,2025-07-29 19:50:56.311614,1
615,5,403,Rocha,"Condomínio Maria Luísa Rodrigues, 25
Vila Jardim São José
27407492 Aragão / SE",41089-815,-23.57449882620088,-46.61164529467973,71 7007-8143,08:00-22:00,2015-12-29,2025-07-29 19:50:56.311614,1
616,3,451,Macedo,"Rodovia de Melo, 13
Betânia
57110739 Gonçalves dos Dourados / PA",70192784,-23.51417488958906,-46.69872971136571,0800 036 3680,08:00-22:00,2023-05-24,2025-07-29 19:50:56.311614,1
617,2,74,Lima,"Setor Renan Abreu, 3
Palmeiras
48098244 Sales / CE",90510-294,-23.461117098221916,-46.684987498185194,(041) 7207-0935,08:00-22:00,2021-08-08,2025-07-29 19:50:56.311614,1
618,3,266,Monteiro Ltda.,"Sítio Mathias Borges
Nova Vista
45515-968 Souza das Flores / SC",63340-838,-23.511541016886216,-46.604342122513756,41 4537 2360,08:00-22:00,2021-02-28,2025-07-29 19:50:56.311614,1
619,4,184,Gonçalves Vargas - ME,"Feira de Caldeira
Centro
76704929 Borges das Flores / MT",32431-010,-23.671372223807225,-46.74634150163323,(041) 0549-1291,08:00-22:00,2021-08-15,2025-07-29 19:50:56.311614,1
620,2,277,Duarte Ltda.,"Vila de Cassiano, 4
Grajaú
14693-807 Pinto Paulista / RS",12535159,-23.537154201499774,-46.54439733192832,81 7267 3835,08:00-22:00,2016-03-07,2025-07-29 19:50:56.311614,1
